"School IRN","School Name","District IRN","District Name","County","Org Type","Grade Span","Open/Closed Status as of 9/1/2014","No. Third graders enrolled at end of school year and accountable to school","Perc. Exempt from TGRG promotion threshold","No. Subject to TGRG promotion threshold","Perc. Met promotion threshold","Perc. Did not meet promotion threshold"
"027433","North Elementary School","043919","East Liverpool City","Columbiana","Traditional School","K-4","Open","62.0","0.06451612903225806","58.0","0.8793103448275862","0.1206896551724138"
"004838","East Palestine Elementary School","043927","East Palestine City","Columbiana","Traditional School","H,P,K,1-4","Open","78.0","0.01282051282051282","77.0","0.987012987012987","0.012987012987012988"
"031328","Reilly Elementary School","044735","Salem City","Columbiana","Traditional School","3-4","Open","140.0","0.03571428571428571","135.0","0.9925925925925926","0.007407407407407408"
"012971","Garfield Elementary School","045039","Wellsville Local","Columbiana","Traditional School","K-3,P","Open","62.0","0.06451612903225806","58.0","0.9827586206896551","0.017241379310344827"
"008540","Joshua Dixon Elementary School","045328","Columbiana Exempted Village","Columbiana","Traditional School","K-5,P","Open","76.0","0.039473684210526314","73.0","1.0","0.0"
"039735","Leetonia Elementary School","045443","Leetonia Exempted Village","Columbiana","Traditional School","K-4","Open","44.0","0.06818181818181818","41.0","1.0","0.0"
"023820","McKinley Elementary School","045450","Lisbon Exempted Village","Columbiana","Traditional School","K-5","Open","46.0","0.021739130434782608","45.0","1.0","0.0"
"004549","Calcutta Elementary School","046425","Beaver Local","Columbiana","Traditional School","K-4","Open","58.0","0.034482758620689655","56.0","1.0","0.0"
"032268","Rogers Elementary School","046425","Beaver Local","Columbiana","Traditional School","K-4","Open","36.0","0.027777777777777776","35.0","1.0","0.0"
"038869","West Point Elementary School","046425","Beaver Local","Columbiana","Traditional School","K-4","Open","27.0","0.037037037037037035","26.0","0.9615384615384616","0.038461538461538464"
"027003","Crestview Elementary School","046433","Crestview Local","Columbiana","Traditional School","K-4","Open","102.0","0.029411764705882353","99.0","0.98989898989899","0.010101010101010102"
"033498","Southern Local Elementary School","046441","Southern Local","Columbiana","Traditional School","K-6","Open","59.0","0.01694915254237288","58.0","1.0","0.0"
"037903","United Elementary School","046458","United Local","Columbiana","Traditional School","K-6","Open","92.0","0.07608695652173914","85.0","1.0","0.0"
"000417","Buckeye On-Line School for Success","","","Columbiana","Community School","K-12","Open","36.0","0.1388888888888889","31.0","0.9032258064516129","0.0967741935483871"
"081810","Coshocton Elementary","043828","Coshocton City","Coshocton","Traditional School","K-6,P","Open","115.0","0.034782608695652174","111.0","0.990990990990991","0.009009009009009009"
"009128","Ridgewood Elementary School","046474","Ridgewood Local","Coshocton","Traditional School","K-3,P","Open","113.0","0.07079646017699115","105.0","1.0","0.0"
"007187","Conesville Elementary School","046482","River View Local","Coshocton","Traditional School","K-6","Open","36.0","0.05555555555555555","34.0","1.0","0.0"
"018622","Keene Elementary School","046482","River View Local","Coshocton","Traditional School","K-6","Open","36.0","0.027777777777777776","35.0","1.0","0.0"
"037762","Union Elementary School","046482","River View Local","Coshocton","Traditional School","K-6","Open","26.0","0.0","26.0","1.0","0.0"
"039289","Warsaw Elementary School","046482","River View Local","Coshocton","Traditional School","K-6","Open","57.0","0.0","57.0","0.9824561403508771","0.017543859649122806"
"011732","Bucyrus Elementary School","043687","Bucyrus City","Crawford","Traditional School","P,K,1-5,SN","Open","114.0","0.15789473684210525","96.0","0.9791666666666666","0.020833333333333332"
"031369","Intermediate Elementary School","044024","Galion City","Crawford","Traditional School","3-5","Open","159.0","0.06918238993710692","148.0","0.9797297297297297","0.02027027027027027"
"035154","Crestline Elementary School","045344","Crestline Exempted Village","Crawford","Traditional School","K-6","Open","33.0","0.030303030303030304","32.0","0.9375","0.0625"
"146936","Buckeye Central Elementary School","046508","Buckeye Central Local","Crawford","Traditional School","K-4","Open","42.0","0.07142857142857142","39.0","1.0","0.0"
"036400","Hannah Crawford Elementary School grades 3 -5","046516","Colonel Crawford Local","Crawford","Traditional School","3-5","Open","62.0","0.0","62.0","0.9516129032258065","0.04838709677419355"
"016642","Wynford Elementary School","046524","Wynford Local","Crawford","Traditional School","K-6","Open","87.0","0.04597701149425287","83.0","0.9879518072289156","0.012048192771084338"
"040626","Westerly Elementary School","043547","Bay Village City","Cuyahoga","Traditional School","3-4","Open","182.0","0.01098901098901099","180.0","1.0","0.0"
"016428","Hilltop Elementary School","043554","Beachwood City","Cuyahoga","Traditional School","3-5","Open","80.0","0.0375","77.0","1.0","0.0"
"005561","Central Primary School","043562","Bedford City","Cuyahoga","Traditional School","K-3","Open","127.0","0.05511811023622047","120.0","0.95","0.05"
"013607","Glendale Primary School","043562","Bedford City","Cuyahoga","Traditional School","K-3,P","Open","112.0","0.08035714285714286","103.0","1.0","0.0"
"003806","Brook Park Memorial Elementary School","043612","Berea City","Cuyahoga","Traditional School","K-4,P","Open","130.0","0.046153846153846156","124.0","1.0","0.0"
"003848","Brookview Elementary School","043612","Berea City","Cuyahoga","Traditional School","K-4,P","Open","77.0","0.03896103896103896","74.0","1.0","0.0"
"024521","Big Creek Elementary School","043612","Berea City","Cuyahoga","Traditional School","K-4,P","Open","106.0","0.0660377358490566","99.0","1.0","0.0"
"034710","Grindstone Elementary School","043612","Berea City","Cuyahoga","Traditional School","K-4,P","Open","144.0","0.04861111111111111","137.0","1.0","0.0"
"006304","Chippewa Elementary School","043646","Brecksville-Broadview Heights City","Cuyahoga","Traditional School","K-3","Open","89.0","0.033707865168539325","86.0","1.0","0.0"
"016105","Highland Drive Elementary School","043646","Brecksville-Broadview Heights City","Cuyahoga","Traditional School","K-3","Open","87.0","0.06896551724137931","81.0","1.0","0.0"
"016469","Hilton Elementary School","043646","Brecksville-Broadview Heights City","Cuyahoga","Traditional School","K-3,P","Open","68.0","0.029411764705882353","66.0","0.9848484848484849","0.015151515151515152"
"003814","Brookridge Elementary School","043653","Brooklyn City","Cuyahoga","Traditional School","K-4","Open","104.0","0.11538461538461539","92.0","0.9565217391304348","0.043478260869565216"
"000224","Adlai Stevenson School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-8","Open","23.0","0.0","23.0","0.9565217391304348","0.043478260869565216"
"000489","Almira","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-8","Open","24.0","0.08333333333333333","22.0","0.8636363636363636","0.13636363636363635"
"000729","Andrew J Rickoff","043786","Cleveland Municipal City","Cuyahoga","Traditional School","P,K-8","Open","36.0","0.027777777777777776","35.0","0.6857142857142857","0.3142857142857143"
"000828","Anton Grdina","043786","Cleveland Municipal City","Cuyahoga","Traditional School","P,K-8","Open","31.0","0.06451612903225806","29.0","0.6896551724137931","0.3103448275862069"
"001040","Artemus Ward","043786","Cleveland Municipal City","Cuyahoga","Traditional School","P,K-8","Open","41.0","0.07317073170731707","38.0","0.868421052631579","0.13157894736842105"
"002378","Benjamin Franklin","043786","Cleveland Municipal City","Cuyahoga","Traditional School","P,K-8","Open","61.0","0.0","61.0","0.9508196721311475","0.04918032786885246"
"003137","Bolton","043786","Cleveland Municipal City","Cuyahoga","Traditional School","P,K-8","Open","19.0","0.0","19.0","0.7368421052631579","0.2631578947368421"
"004234","Buhrer","043786","Cleveland Municipal City","Cuyahoga","Traditional School","P,K-8","Open","42.0","0.023809523809523808","41.0","0.926829268292683","0.07317073170731707"
"005066","Case","043786","Cleveland Municipal City","Cuyahoga","Traditional School","P,K-8","Open","32.0","0.0625","30.0","0.9333333333333333","0.06666666666666667"
"005637","Alfred Benesch","043786","Cleveland Municipal City","Cuyahoga","Traditional School","P,K-8","Open","31.0","0.16129032258064516","26.0","0.5384615384615384","0.46153846153846156"
"005892","Charles A Mooney School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-8","Open","39.0","0.1282051282051282","34.0","0.7941176470588235","0.20588235294117646"
"005900","Charles Dickens School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-8","Open","34.0","0.029411764705882353","33.0","1.0","0.0"
"005942","Charles W Eliot  School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","P,K-8","Open","34.0","0.20588235294117646","27.0","0.8148148148148148","0.18518518518518517"
"006353","Clara E Westropp School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","P,K-8","Open","23.0","0.043478260869565216","22.0","0.9090909090909091","0.09090909090909091"
"006429","Clark School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-8","Open","48.0","0.041666666666666664","46.0","0.8478260869565217","0.15217391304347827"
"008060","Daniel E Morgan School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","P,K-8","Open","34.0","0.058823529411764705","32.0","0.8125","0.1875"
"008383","Denison","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-8","Open","38.0","0.02631578947368421","37.0","0.918918918918919","0.08108108108108109"
"008490","Cleveland School of Arts Lower Campus","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-5,P","Open","59.0","0.01694915254237288","58.0","0.9655172413793104","0.034482758620689655"
"008680","Memorial School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","P,K-8","Open","44.0","0.045454545454545456","42.0","0.7619047619047619","0.23809523809523808"
"008987","East Clark","043786","Cleveland Municipal City","Cuyahoga","Traditional School","P,K-8","Open","25.0","0.0","25.0","0.84","0.16"
"009285","Douglas MacArthur","043786","Cleveland Municipal City","Cuyahoga","Traditional School","P,K-8","Open","29.0","0.0","29.0","1.0","0.0"
"010801","Euclid Park Elementary School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-8","Open","35.0","0.08571428571428572","32.0","0.71875","0.28125"
"012350","Campus International School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-5","Open","57.0","0.017543859649122806","56.0","0.9642857142857143","0.03571428571428571"
"012682","Fullerton School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-8","Open","31.0","0.0967741935483871","28.0","0.5357142857142857","0.4642857142857143"
"012898","Garfield Elementary School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-8","Open","56.0","0.0","56.0","0.9821428571428571","0.017857142857142856"
"013292","George Washington Carver","043786","Cleveland Municipal City","Cuyahoga","Traditional School","P,K-8","Open","42.0","0.047619047619047616","40.0","0.65","0.35"
"013847","H Barbara Booker Elementary School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-8","Open","33.0","0.030303030303030304","32.0","0.75","0.25"
"015073","Hannah Gibbons-Nottingham Elementary School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","P,K-8","Open","24.0","0.0","24.0","0.875","0.125"
"015578","Harvey Rice Elementary School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-8","Open","37.0","0.0","37.0","0.7027027027027027","0.2972972972972973"
"017467","Iowa-Maple Elementary School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","P,K-8","Open","27.0","0.07407407407407407","25.0","0.68","0.32"
"021527","Louis Agassiz School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-8","Open","25.0","0.12","22.0","0.9090909090909091","0.09090909090909091"
"021543","Franklin D. Roosevelt","043786","Cleveland Municipal City","Cuyahoga","Traditional School","P,K-8","Open","26.0","0.15384615384615385","22.0","0.8181818181818182","0.18181818181818182"
"021550","Louisa May Alcott Elementary School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-5","Open","37.0","0.08108108108108109","34.0","1.0","0.0"
"023069","Mary B Martin School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-8","Open","39.0","0.07692307692307693","36.0","0.7777777777777778","0.2222222222222222"
"023085","Mary M Bethune","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-8","Open","33.0","0.21212121212121213","26.0","0.7692307692307693","0.23076923076923078"
"023689","McKinley School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-8","Open","28.0","0.35714285714285715","18.0","0.8888888888888888","0.1111111111111111"
"024687","Miles School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","P,K-8","Open","20.0","0.0","20.0","0.6","0.4"
"024695","Miles Park School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-8","Open","50.0","0.08","46.0","0.717391304347826","0.2826086956521739"
"024703","Michael R. White","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-8","Open","25.0","0.16","21.0","0.8095238095238095","0.19047619047619047"
"025650","Mound Elementary School","043786","Cleveland Municipal City","Cuyahoga","Traditional School","K-8","Open","44.0","0.13636363636363635","38.0","0.6578947368421053","0.34210526315789475"
