"School IRN","School Name","District IRN","District Name","County","Org Type","Grade Span","Open/Closed Status as of 9/1/2014","No. Third graders enrolled at end of school year and accountable to school","Perc. Exempt from TGRG promotion threshold","No. Subject to TGRG promotion threshold","Perc. Met promotion threshold","Perc. Did not meet promotion threshold"
"018390","John Foster Dulles Elementary School","047373","Oak Hills Local","Hamilton","Traditional School","K-5","Open","115.0","0.08695652173913043","105.0","1.0","0.0"
"043323","Delshire Elementary School","047373","Oak Hills Local","Hamilton","Traditional School","K-5","Open","91.0","0.10989010989010989","81.0","1.0","0.0"
"043331","Oakdale Elementary School","047373","Oak Hills Local","Hamilton","Traditional School","K-5","Open","107.0","0.009345794392523364","106.0","1.0","0.0"
"007849","Crosby Elementary School","047381","Southwest Local","Hamilton","Traditional School","K-6","Open","49.0","0.02040816326530612","48.0","1.0","0.0"
"015396","Harrison Elementary School","047381","Southwest Local","Hamilton","Traditional School","K-6","Open","77.0","0.0","77.0","1.0","0.0"
"024430","Miamitown Elementary School","047381","Southwest Local","Hamilton","Traditional School","K-6","Open","41.0","0.04878048780487805","39.0","1.0","0.0"
"110577","Whitewater Valley Elementary School","047381","Southwest Local","Hamilton","Traditional School","K-6","Open","89.0","0.02247191011235955","87.0","1.0","0.0"
"042523","Three Rivers Elementary","047399","Three Rivers Local","Hamilton","Traditional School","K-6,P","Open","161.0","0.031055900621118012","156.0","0.9935897435897436","0.00641025641025641"
"000139","Alliance Academy of Cincinnati","","","Hamilton","Community School","K-8","Open","43.0","0.023255813953488372","42.0","0.8571428571428571","0.14285714285714285"
"000306","Summit Academy Community School - Cincinnati","","","Hamilton","Community School","K,1-8,UNG","Open","11.0","0.18181818181818182","--","--","--"
"000559","Orion Academy","","","Hamilton","Community School","K-8","Open","40.0","0.0","40.0","0.9","0.1"
"000576","King Academy Community School","","","Hamilton","Community School","K-8","Open","18.0","0.3333333333333333","12.0","0.6666666666666666","0.3333333333333333"
"000781","Cincinnati Speech & Reading Intervention Center","","","Hamilton","Community School","K-8","Open","37.0","0.0","37.0","0.5675675675675675","0.43243243243243246"
"000804","Horizon Science Academy-Cincinnati","","","Hamilton","Community School","K-12","Open","26.0","0.0","26.0","0.7692307692307693","0.23076923076923078"
"000909","V L T Academy","","","Hamilton","Community School","K-12","Open","69.0","0.0","69.0","0.42028985507246375","0.5797101449275363"
"000953","Mt. Healthy Preparatory and Fitness Academy","","","Hamilton","Community School","K,1-8,SN","Open","33.0","0.0","33.0","0.8484848484848485","0.15151515151515152"
"009154","Cincinnati Leadership Academy","","","Hamilton","Community School","K-8","Open","22.0","0.18181818181818182","18.0","0.5555555555555556","0.4444444444444444"
"010180","Mount Auburn International Academy","","","Hamilton","Community School","K-12","Open","35.0","0.0","35.0","0.8571428571428571","0.14285714285714285"
"011985","Theodore Roosevelt Public Community School","","","Hamilton","Community School","K-12","Open","--","--","--","--","--"
"012513","Cincinnati College Preparatory Academy East","","","Hamilton","Community School","K-6","Open","30.0","0.0","30.0","1.0","0.0"
"012631","Impact Academy Cincinnati","","","Hamilton","Community School","K-8","Open","--","--","--","--","--"
"013864","Cincinnati Technology Academy","","","Hamilton","Community School","K-12","Open","--","--","--","--","--"
"014064","Winton Preparatory Academy","","","Hamilton","Community School","K-8","Open","18.0","0.0","18.0","0.7777777777777778","0.2222222222222222"
"014132","STEAM Academy of  Cincinnati","","","Hamilton","Community School","K-12","Open","--","--","--","--","--"
"133330","T.C.P. World Academy","","","Hamilton","Community School","K-8","Open","83.0","0.012048192771084338","82.0","0.9878048780487805","0.012195121951219513"
"133504","Phoenix Community Learning Ctr","","","Hamilton","Community School","K-8","Open","38.0","0.0","38.0","0.7894736842105263","0.21052631578947367"
"133512","Cincinnati College Preparatory Academy","","","Hamilton","Community School","K-12","Open","89.0","0.0","89.0","0.9550561797752809","0.0449438202247191"
"133678","Riverside Academy","","","Hamilton","Community School","K-12","Open","25.0","0.04","24.0","0.5833333333333334","0.4166666666666667"
"143602","Hamilton Cnty Math & Science","","","Hamilton","Community School","K-8","Open","60.0","0.0","60.0","0.9166666666666666","0.08333333333333333"
"017814","Jacobs Elementary School","043984","Findlay City","Hancock","Traditional School","K-3","Open","76.0","0.0","76.0","0.9605263157894737","0.039473684210526314"
"020701","Lincoln Elementary School","043984","Findlay City","Hancock","Traditional School","K-5","Open","36.0","0.0","36.0","1.0","0.0"
"027839","Northview Elementary School","043984","Findlay City","Hancock","Traditional School","K-3","Open","76.0","0.0","76.0","0.9868421052631579","0.013157894736842105"
"042812","Wilson Vance Elementary School","043984","Findlay City","Hancock","Traditional School","3-5","Open","122.0","0.0","122.0","0.9918032786885246","0.00819672131147541"
"061366","Chamberlin Hill Elementary School","043984","Findlay City","Hancock","Traditional School","3-5","Open","73.0","0.1232876712328767","64.0","1.0","0.0"
"000885","Arcadia Elementary School","047415","Arcadia Local","Hancock","Traditional School","K-6","Open","42.0","0.023809523809523808","41.0","1.0","0.0"
"000976","Arlington Local Elementary School","047423","Arlington Local","Hancock","Traditional School","K-6","Open","33.0","0.06060606060606061","31.0","1.0","0.0"
"031120","Cory-Rawson Elementary School","047431","Cory-Rawson Local","Hancock","Traditional School","K-6","Open","39.0","0.02564102564102564","38.0","1.0","0.0"
"020438","Liberty-Benton Elementary School","047449","Liberty-Benton Local","Hancock","Traditional School","K-5","Open","96.0","0.010416666666666666","95.0","1.0","0.0"
"023440","McComb Local Elementary School","047456","McComb Local","Hancock","Traditional School","K-6,P","Open","45.0","0.0","45.0","1.0","0.0"
"038208","Van Buren Elementary School","047464","Van Buren Local","Hancock","Traditional School","K-5","Open","80.0","0.0375","77.0","1.0","0.0"
"038281","Vanlue Elementary School","047472","Vanlue Local","Hancock","Traditional School","K-5","Open","20.0","0.05","19.0","0.9473684210526315","0.05263157894736842"
"025742","Riverdale Elementary School","047514","Riverdale Local","Hancock","Traditional School","3-5","Open","73.0","0.1095890410958904","65.0","0.9846153846153847","0.015384615384615385"
"010710","Espy Elementary School","044172","Kenton City","Hardin","Traditional School","K-5","Open","52.0","0.038461538461538464","50.0","0.98","0.02"
"015131","Hardin Central Elementary School","044172","Kenton City","Hardin","Traditional School","1-5","Open","54.0","0.018518518518518517","53.0","1.0","0.0"
"027912","Northwood Elementary School","044172","Kenton City","Hardin","Traditional School","K-5","Open","23.0","0.30434782608695654","16.0","1.0","0.0"
"000059","Ada Elementary School","045187","Ada Exempted Village","Hardin","Traditional School","K-6","Open","75.0","0.013333333333333334","74.0","0.9864864864864865","0.013513513513513514"
"015164","Hardin Northern Elementary School","047498","Hardin Northern Local","Hardin","Traditional School","K-6","Open","31.0","0.0","31.0","1.0","0.0"
"031674","Ridgemont Elementary School","047506","Ridgemont Local","Hardin","Traditional School","K-6","Open","43.0","0.06976744186046512","40.0","0.975","0.025"
"032805","Upper Scioto Valley Elementary School","047522","Upper Scioto Valley Local","Hardin","Traditional School","K-6","Open","29.0","0.1724137931034483","24.0","1.0","0.0"
"012348","Harrison East Elementary","045245","Harrison Hills City","Harrison","Traditional School","P,K,1-6,SN","Open","66.0","0.030303030303030304","64.0","0.984375","0.015625"
"018309","Harrison North Elementary School","045245","Harrison Hills City","Harrison","Traditional School","K-6,P","Open","40.0","0.025","39.0","1.0","0.0"
"003277","Conotton Valley Elementary","047548","Conotton Valley Union Local","Harrison","Traditional School","K-4","Open","38.0","0.0","38.0","1.0","0.0"
"040493","West Elementary School","044438","Napoleon Area City","Henry","Traditional School","2-3","Open","124.0","0.06451612903225806","116.0","1.0","0.0"
"016550","Holgate Elementary School","047571","Holgate Local","Henry","Traditional School","K-5,P","Open","26.0","0.0","26.0","1.0","0.0"
"020289","Liberty Center Elementary School","047589","Liberty Center Local","Henry","Traditional School","K-6,P","Open","74.0","0.12162162162162163","65.0","1.0","0.0"
"022319","Malinta-Grelton Elementary School","047597","Patrick Henry Local","Henry","Traditional School","3-4","Open","59.0","0.06779661016949153","55.0","1.0","0.0"
"040147","Hillsboro Primary School","044123","Hillsboro City","Highland","Traditional School","2-3","Open","175.0","0.10285714285714286","157.0","0.9681528662420382","0.03184713375796178"
"004176","Buckskin Elementary School","045401","Greenfield Exempted Village","Highland","Traditional School","K-5,P","Open","37.0","0.21621621621621623","29.0","1.0","0.0"
"014514","Greenfield Elementary School","045401","Greenfield Exempted Village","Highland","Traditional School","K-4","Open","63.0","0.031746031746031744","61.0","1.0","0.0"
"031039","Rainsboro Elementary School","045401","Greenfield Exempted Village","Highland","Traditional School","K-5","Open","34.0","0.11764705882352941","30.0","1.0","0.0"
"139477","Bright Elementary School","047613","Bright Local","Highland","Traditional School","K-6,P","Open","49.0","0.02040816326530612","48.0","1.0","0.0"
"011031","Fairfield Local Elementary School","047621","Fairfield Local","Highland","Traditional School","K-4","Open","72.0","0.013888888888888888","71.0","1.0","0.0"
"139212","Lynchburg-Clay Elementary School","047639","Lynchburg-Clay Local","Highland","Traditional School","K-5,P","Open","95.0","0.042105263157894736","91.0","1.0","0.0"
"000384","Chieftain Elementary School","044248","Logan-Hocking Local","Hocking","Traditional School","K-4,P","Open","70.0","0.07142857142857142","65.0","0.9538461538461539","0.046153846153846156"
"000385","Hocking Hills Elementary School","044248","Logan-Hocking Local","Hocking","Traditional School","K-4,P","Open","19.0","0.10526315789473684","17.0","0.9411764705882353","0.058823529411764705"
"000387","Central Elementary School","044248","Logan-Hocking Local","Hocking","Traditional School","K-4,P","Open","88.0","0.03409090909090909","85.0","0.9764705882352941","0.023529411764705882"
"014324","Green Elementary School","044248","Logan-Hocking Local","Hocking","Traditional School","K-4,P","Open","40.0","0.1","36.0","0.9722222222222222","0.027777777777777776"
"065581","Union Furnace Elementary School","044248","Logan-Hocking Local","Hocking","Traditional School","K-4,P","Open","45.0","0.2222222222222222","35.0","1.0","0.0"
"002451","Berlin Elementary School","047688","East Holmes Local","Holmes","Traditional School","K-6","Open","50.0","0.08","46.0","1.0","0.0"
"006213","Chestnut Ridge Elementary School","047688","East Holmes Local","Holmes","Traditional School","K-8","Open","29.0","0.06896551724137931","27.0","1.0","0.0"
"025825","Mt Hope Elementary School","047688","East Holmes Local","Holmes","Traditional School","K-8","Open","14.0","0.2857142857142857","10.0","1.0","0.0"
"039040","Walnut Creek Elementary School","047688","East Holmes Local","Holmes","Traditional School","K-6","Open","22.0","0.0","22.0","1.0","0.0"
"041814","Winesburg Elementary School","047688","East Holmes Local","Holmes","Traditional School","K-6","Open","17.0","0.058823529411764705","16.0","1.0","0.0"
"065672","Flat Ridge Elementary School","047688","East Holmes Local","Holmes","Traditional School","2-4","Open","36.0","0.05555555555555555","34.0","0.9705882352941176","0.029411764705882353"
"019018","Killbuck Elementary School","047696","West Holmes Local","Holmes","Traditional School","K-5","Open","45.0","0.044444444444444446","43.0","1.0","0.0"
"019679","Lakeville Elementary School","047696","West Holmes Local","Holmes","Traditional School","3-5","Open","43.0","0.11627906976744186","38.0","1.0","0.0"
"024869","Millersburg Elementary School","047696","West Holmes Local","Holmes","Traditional School","K-5","Open","61.0","0.08196721311475409","56.0","1.0","0.0"
"068445","Clark Elementary School","047696","West Holmes Local","Holmes","Traditional School","K-5","Open","19.0","0.0","19.0","1.0","0.0"
"042424","Bellevue Elementary School","043596","Bellevue City","Huron","Traditional School","K-5,P","Open","130.0","0.03076923076923077","126.0","1.0","0.0"
"030221","Pleasant Elementary School","044560","Norwalk City","Huron","Traditional School","2-3","Open","215.0","0.06511627906976744","201.0","0.9303482587064676","0.06965174129353234"
"005439","Central Elementary School","045096","Willard City","Huron","Traditional School","K-3,P","Open","105.0","0.14285714285714285","90.0","0.8888888888888888","0.1111111111111111"
"025353","Monroeville Elementary School","047712","Monroeville Local","Huron","Traditional School","K-6,P","Open","48.0","0.125","42.0","0.8809523809523809","0.11904761904761904"
"026815","New London Elementary School","047720","New London Local","Huron","Traditional School","K-6,P","Open","65.0","0.07692307692307693","60.0","0.9166666666666666","0.08333333333333333"
"011023","South Central Elementary School","047738","South Central Local","Huron","Traditional School","K-5","Open","58.0","0.0","58.0","1.0","0.0"
"146217","Western Reserve Elementary School","047746","Western Reserve Local","Huron","Traditional School","K-6","Open","80.0","0.05","76.0","1.0","0.0"
"000429","Jackson Westview Elementary School","044156","Jackson City","Jackson","Traditional School","P,K,1-5,SN","Open","64.0","0.015625","63.0","0.9206349206349206","0.07936507936507936"
"009160","Jackson Northview Elementary School","044156","Jackson City","Jackson","Traditional School","K-5","Open","48.0","0.0","48.0","1.0","0.0"
"152298","Jackson Southview Elementary School","044156","Jackson City","Jackson","Traditional School","P,K,1-5,SN","Open","68.0","0.058823529411764705","64.0","0.9375","0.0625"
"006809","Wellston Intermediate School","045021","Wellston City","Jackson","Traditional School","3-5","Open","110.0","0.07272727272727272","102.0","0.9607843137254902","0.0392156862745098"
"000124","Oak Hill Elementary","047761","Oak Hill Union Local","Jackson","Traditional School","K-5","Open","97.0","0.09278350515463918","88.0","1.0","0.0"
"004200","Pugliese Elementary West","044826","Steubenville City","Jefferson","Traditional School","P,K,1-5,SN","Open","67.0","0.0","67.0","0.9850746268656716","0.014925373134328358"
"032433","East Garfield Elementary School","044826","Steubenville City","Jefferson","Traditional School","P,K,1-5,SN","Open","49.0","0.12244897959183673","43.0","1.0","0.0"
"040246","Wells Academy","044826","Steubenville City","Jefferson","Traditional School","K-4,P","Open","45.0","0.0","45.0","1.0","0.0"
"089631","J T Karaffa Elementary School","044917","Toronto City","Jefferson","Traditional School","K-5,P","Open","63.0","0.015873015873015872","62.0","0.7741935483870968","0.22580645161290322"
"000190","Buckeye West Elementary School","047787","Buckeye Local","Jefferson","Traditional School","K-6,P","Open","40.0","0.075","37.0","1.0","0.0"
"003590","Buckeye North Elementary School","047787","Buckeye Local","Jefferson","Traditional School","K-6,P","Open","45.0","0.06666666666666667","42.0","1.0","0.0"
"042515","Buckeye South Elementary School","047787","Buckeye Local","Jefferson","Traditional School","K-6,P","Open","44.0","0.09090909090909091","40.0","1.0","0.0"
"018374","John E Gregg Elementary School","047795","Edison Local","Jefferson","Traditional School","K-6,P","Open","55.0","0.07272727272727272","51.0","0.9803921568627451","0.0196078431372549"
"035790","Stanton Elementary School","047795","Edison Local","Jefferson","Traditional School","K-6,P","Open","54.0","0.0","54.0","1.0","0.0"
"016337","Hills Elementary School","047803","Indian Creek Local","Jefferson","Traditional School","K-4,P","Open","55.0","0.03636363636363636","53.0","1.0","0.0"
"041830","Wintersville Elementary School","047803","Indian Creek Local","Jefferson","Traditional School","K-4,P","Open","108.0","0.07407407407407407","100.0","0.98","0.02"
"007005","Columbia Elementary School","044420","Mount Vernon City","Knox","Traditional School","K-5","Open","36.0","0.027777777777777776","35.0","1.0","0.0"
"008029","Dan Emmett Elementary School","044420","Mount Vernon City","Knox","Traditional School","K-5","Open","42.0","0.07142857142857142","39.0","1.0","0.0"
"009258","East Elementary School","044420","Mount Vernon City","Knox","Traditional School","K-5","Open","40.0","0.1","36.0","1.0","0.0"
"012823","Wiggin Street Elementary School","044420","Mount Vernon City","Knox","Traditional School","K-5","Open","33.0","0.0","33.0","1.0","0.0"
"040477","Twin Oak Elementary School","044420","Mount Vernon City","Knox","Traditional School","K-5","Open","56.0","0.08928571428571429","51.0","0.9803921568627451","0.0196078431372549"
"061465","Pleasant Street Elementary School","044420","Mount Vernon City","Knox","Traditional School","K-5,P","Open","61.0","0.0","61.0","1.0","0.0"
"005280","Centerburg Elementary School","047829","Centerburg Local","Knox","Traditional School","K-5","Open","78.0","0.0","78.0","1.0","0.0"
"008078","Danville Elementary School","047837","Danville Local","Knox","Traditional School","K-6","Open","36.0","0.0","36.0","1.0","0.0"
"009871","East Knox Elementary School","047845","East Knox Local","Knox","Traditional School","K-6","Open","64.0","0.03125","62.0","0.967741935483871","0.03225806451612903"
"012443","Fredericktown Elementary School","047852","Fredericktown Local","Knox","Traditional School","K-5","Open","94.0","0.06382978723404255","88.0","1.0","0.0"
"005157","Chestnut Elementary School","044628","Painesville City Local","Lake","Traditional School","K-5","Open","72.0","0.041666666666666664","69.0","0.9565217391304348","0.043478260869565216"
"017152","Elm Street Elementary School","044628","Painesville City Local","Lake","Traditional School","K-5","Open","72.0","0.041666666666666664","69.0","0.8840579710144928","0.11594202898550725"
"019877","Maple Elementary School","044628","Painesville City Local","Lake","Traditional School","K-5","Open","85.0","0.047058823529411764","81.0","0.9506172839506173","0.04938271604938271"
"020776","Wickliffe Elementary School","045088","Wickliffe City","Lake","Traditional School","K-4,P","Open","107.0","0.018691588785046728","105.0","0.9904761904761905","0.009523809523809525"
"009985","Edison Elementary School","045104","Willoughby-Eastlake City","Lake","Traditional School","K-5,P","Open","128.0","0.0078125","127.0","0.9763779527559056","0.023622047244094488"
"014175","Grant Elementary School","045104","Willoughby-Eastlake City","Lake","Traditional School","K-5","Open","108.0","0.018518518518518517","106.0","0.9716981132075472","0.02830188679245283"
"018077","Jefferson Elementary School","045104","Willoughby-Eastlake City","Lake","Traditional School","K-5,P","Open","65.0","0.046153846153846156","62.0","1.0","0.0"
"021378","Longfellow Elementary School","045104","Willoughby-Eastlake City","Lake","Traditional School","K-5,P","Open","59.0","0.01694915254237288","58.0","0.9655172413793104","0.034482758620689655"
"032904","Royalview Elementary School","045104","Willoughby-Eastlake City","Lake","Traditional School","K-5,P","Open","147.0","0.013605442176870748","145.0","0.9862068965517241","0.013793103448275862"
"039321","Washington Elementary School","045104","Willoughby-Eastlake City","Lake","Traditional School","K-5,P","Open","87.0","0.011494252873563218","86.0","0.9651162790697675","0.03488372093023256"
"023804","Mckinley Elementary School","045369","Fairport Harbor Exempted Village","Lake","Traditional School","K-5","Open","46.0","0.0","46.0","0.9130434782608695","0.08695652173913043"
"003509","Brentmoor Elementary School","045492","Mentor Exempted Village","Lake","Traditional School","K-5","Open","48.0","0.0625","45.0","1.0","0.0"
"010975","Fairfax Elementary School","045492","Mentor Exempted Village","Lake","Traditional School","K-5","Open","52.0","0.0","52.0","1.0","0.0"
"012906","Garfield Elementary School","045492","Mentor Exempted Village","Lake","Traditional School","K-5","Open","62.0","0.016129032258064516","61.0","1.0","0.0"
"016832","Hopkins Elementary School","045492","Mentor Exempted Village","Lake","Traditional School","K-5","Open","99.0","0.030303030303030304","96.0","1.0","0.0"
"031443","Rice Elementary School","045492","Mentor Exempted Village","Lake","Traditional School","K-5","Open","36.0","0.1111111111111111","32.0","1.0","0.0"
"036012","Sterling Morton Elementary School","045492","Mentor Exempted Village","Lake","Traditional School","K-5","Open","59.0","0.01694915254237288","58.0","1.0","0.0"
"043174","Lake Elementary School","045492","Mentor Exempted Village","Lake","Traditional School","K-5","Open","42.0","0.0","42.0","1.0","0.0"
"061663","Orchard Hollow Elementary School","045492","Mentor Exempted Village","Lake","Traditional School","K-5","Open","69.0","0.043478260869565216","66.0","1.0","0.0"
"064824","Bellflower Elementary School","045492","Mentor Exempted Village","Lake","Traditional School","K-5","Open","57.0","0.08771929824561403","52.0","1.0","0.0"
"019208","Kirtland Elementary School","047878","Kirtland Local","Lake","Traditional School","K-5","Open","78.0","0.01282051282051282","77.0","1.0","0.0"
"026252","North Elementary School","047886","Madison Local","Lake","Traditional School","K-5","Open","109.0","0.06422018348623854","102.0","0.9803921568627451","0.0196078431372549"
"031203","South  Elementary School","047886","Madison Local","Lake","Traditional School","K-5","Open","113.0","0.04424778761061947","108.0","0.9814814814814815","0.018518518518518517"
"004101","Buckeye Elementary School","047894","Riverside Local","Lake","Traditional School","K-5","Open","73.0","0.0136986301369863","72.0","0.9722222222222222","0.027777777777777776"
"014811","Clyde C Hadden Elementary School","047894","Riverside Local","Lake","Traditional School","K-5","Open","36.0","0.08333333333333333","33.0","1.0","0.0"
"014845","Hale Road Elementary School","047894","Riverside Local","Lake","Traditional School","K-5","Open","67.0","0.04477611940298507","64.0","0.96875","0.03125"
"020180","Leroy Elementary School","047894","Riverside Local","Lake","Traditional School","K-5","Open","39.0","0.07692307692307693","36.0","1.0","0.0"
"021964","Madison Avenue Elementary School","047894","Riverside Local","Lake","Traditional School","K-5","Open","59.0","0.06779661016949153","55.0","1.0","0.0"
"024141","Melridge Elementary School","047894","Riverside Local","Lake","Traditional School","K-5","Open","68.0","0.04411764705882353","65.0","0.9846153846153847","0.015384615384615385"
"005264","Perry Elementary School","047902","Perry Local","Lake","Traditional School","K-4","Open","111.0","0.02702702702702703","108.0","1.0","0.0"
"000629","Summit Academy Community School - Painesville","","","Lake","Community School","K,1-10,UNG","Open","--","--","--","--","--"
"041186","Ironton Elementary School","044149","Ironton City","Lawrence","Traditional School","K-5","Open","114.0","0.06140350877192982","107.0","1.0","0.0"
"040303","Chesapeake Elementary School","045294","Chesapeake Union Exempted Village","Lawrence","Traditional School","K-4","Open","116.0","0.15517241379310345","98.0","0.9897959183673469","0.01020408163265306"
"008284","Dawson-Bryant Elementary School","047928","Dawson-Bryant Local","Lawrence","Traditional School","K-5","Open","90.0","0.0","90.0","0.9777777777777777","0.022222222222222223"
"000177","Fairland West Elementary School","047936","Fairland Local","Lawrence","Traditional School","3-5","Open","134.0","0.029850746268656716","130.0","0.9923076923076923","0.007692307692307693"
"146464","Rock Hill Elementary School","047944","Rock Hill Local","Lawrence","Traditional School","K-5,P","Open","105.0","0.05714285714285714","99.0","0.9696969696969697","0.030303030303030304"
"004317","Burlington Elementary School","047951","South Point Local","Lawrence","Traditional School","K-5","Open","46.0","0.0","46.0","0.9347826086956522","0.06521739130434782"
"033274","South Point Elementary School","047951","South Point Local","Lawrence","Traditional School","K-5","Open","62.0","0.03225806451612903","60.0","0.9166666666666666","0.08333333333333333"
"023143","Symmes Valley Elementary School","047969","Symmes Valley Local","Lawrence","Traditional School","K-8","Open","60.0","0.06666666666666667","56.0","1.0","0.0"
"013078","Garfield Elementary School","044115","Heath City","Licking","Traditional School","K-2","Open","--","--","--","--","--"
"121954","Stevenson Elementary School","044115","Heath City","Licking","Traditional School","3-5","Open","110.0","0.00909090909090909","109.0","0.9908256880733946","0.009174311926605505"
"006080","Cherry Valley Elementary School","044453","Newark City","Licking","Traditional School","K-5,P","Open","69.0","0.028985507246376812","67.0","0.9104477611940298","0.08955223880597014"
"006627","John Clem Elementary School","044453","Newark City","Licking","Traditional School","K-5","Open","67.0","0.05970149253731343","63.0","0.9523809523809523","0.047619047619047616"
"009212","Carson Elementary School","044453","Newark City","Licking","Traditional School","K-5","Open","81.0","0.06172839506172839","76.0","0.9605263157894737","0.039473684210526314"
"009214","Hillview Elementary School","044453","Newark City","Licking","Traditional School","K-5,P","Open","76.0","0.039473684210526314","73.0","0.9315068493150684","0.0684931506849315"
"009216","Legend Elementary","044453","Newark City","Licking","Traditional School","K-5,P","Open","78.0","0.02564102564102564","76.0","1.0","0.0"
"012229","Ben Franklin Elementary School","044453","Newark City","Licking","Traditional School","K-5,P","Open","41.0","0.07317073170731707","38.0","0.9473684210526315","0.05263157894736842"
"023572","McGuffey Elementary School","044453","Newark City","Licking","Traditional School","K-5","Open","61.0","0.03278688524590164","59.0","0.9661016949152542","0.03389830508474576"
"014241","Granville Elementary School","045393","Granville Exempted Village","Licking","Traditional School","K-3","Open","165.0","0.030303030303030304","160.0","1.0","0.0"
"028761","Oregon Elementary School","047985","Johnstown-Monroe Local","Licking","Traditional School","1-3","Open","127.0","0.015748031496062992","125.0","0.984","0.016"
"066472","Jackson Intermediate","047993","Lakewood Local","Licking","Traditional School","3-5","Open","127.0","0.03937007874015748","122.0","0.9836065573770492","0.01639344262295082"
"036467","Licking Heights South","048009","Licking Heights Local","Licking","Traditional School","3-4","Open","292.0","0.0684931506849315","272.0","0.9889705882352942","0.011029411764705883"
"022053","Licking Valley Elementary School","048017","Licking Valley Local","Licking","Traditional School","K,1-5,SN","Open","133.0","0.022556390977443608","130.0","1.0","0.0"
"027136","Newton Elementary School","048025","North Fork Local","Licking","Traditional School","K-6","Open","47.0","0.0425531914893617","45.0","0.9555555555555556","0.044444444444444446"
"038034","Utica Elementary School","048025","North Fork Local","Licking","Traditional School","K-6","Open","49.0","0.02040816326530612","48.0","0.9791666666666666","0.020833333333333332"
"010197","Northridge Primary","048033","Northridge Local","Licking","Traditional School","K-3","Open","98.0","0.030612244897959183","95.0","1.0","0.0"
"010777","Etna Elementary School","048041","Southwest Licking Local","Licking","Traditional School","K-5","Open","106.0","0.09433962264150944","96.0","1.0","0.0"
"019174","Kirkersville Elementary School","048041","Southwest Licking Local","Licking","Traditional School","K-5","Open","62.0","0.12903225806451613","54.0","1.0","0.0"
"029363","Pataskala Elementary School","048041","Southwest Licking Local","Licking","Traditional School","K-5","Open","107.0","0.028037383177570093","104.0","0.9903846153846154","0.009615384615384616"
"000162","Newark Digital Academy","","","Licking","Community School","K-12","Open","--","--","--","--","--"
"000941","Par Excellence Academy","","","Licking","Community School","K-6","Open","13.0","0.0","13.0","1.0","0.0"
"149336","Southwest Licking Digital Acad","","","Licking","Community School","K,1-12,UNG","Open","--","--","--","--","--"
"151233","Lakewood Digital Academy","","","Licking","Community School","K-12","Open","--","--","--","--","--"
"040634","Bellefontaine Intermediate School","043588","Bellefontaine City","Logan","Traditional School","3-5","Open","168.0","0.08928571428571429","153.0","1.0","0.0"
"002170","Benjamin Logan Elementary School","048074","Benjamin Logan Local","Logan","Traditional School","K-4","Open","150.0","0.10666666666666667","134.0","1.0","0.0"
"019653","Indian Lake Elementary School","048082","Indian Lake Local","Logan","Traditional School","K-4","Open","115.0","0.043478260869565216","110.0","0.990909090909091","0.00909090909090909"
"031914","Riverside Elementary School","048090","Riverside Local","Logan","Traditional School","K-6","Open","45.0","0.022222222222222223","44.0","1.0","0.0"
"007716","Crestwood Elementary School","043943","Elyria City","Lorain","Traditional School","K-5","Open","74.0","0.12162162162162163","65.0","0.9692307692307692","0.03076923076923077"
"010454","Ely Elementary School","043943","Elyria City","Lorain","Traditional School","K-5","Open","70.0","0.05714285714285714","66.0","1.0","0.0"
"012369","Franklin Elementary School","043943","Elyria City","Lorain","Traditional School","K-5","Open","48.0","0.1875","39.0","0.8974358974358975","0.10256410256410256"
"023812","Mckinley Elementary School","043943","Elyria City","Lorain","Traditional School","K-5","Open","66.0","0.12121212121212122","58.0","0.9827586206896551","0.017241379310344827"
"028340","Oakwood Elementary School","043943","Elyria City","Lorain","Traditional School","1-5","Open","56.0","0.08928571428571429","51.0","0.9803921568627451","0.0196078431372549"
"030783","Prospect Elementary School","043943","Elyria City","Lorain","Traditional School","K-5","Open","45.0","0.17777777777777778","37.0","1.0","0.0"
"041756","Windsor Elementary School","043943","Elyria City","Lorain","Traditional School","K-5","Open","63.0","0.1111111111111111","56.0","1.0","0.0"
"000348","Palm Elementary School","044263","Lorain City","Lorain","Traditional School","K-6","Open","37.0","0.10810810810810811","33.0","0.9696969696969697","0.030303030303030304"
"000676","Frank Jacinto Elementary","044263","Lorain City","Lorain","Traditional School","K-6,P","Open","27.0","0.07407407407407407","25.0","0.96","0.04"
"009221","Toni Wofford Morrison ES","044263","Lorain City","Lorain","Traditional School","K-6,P","Open","34.0","0.029411764705882353","33.0","0.9393939393939394","0.06060606060606061"
"009222","Helen Steiner Rice ES","044263","Lorain City","Lorain","Traditional School","K-6,P","Open","42.0","0.09523809523809523","38.0","1.0","0.0"
"012963","Garfield Elementary School","044263","Lorain City","Lorain","Traditional School","K-6,P","Open","28.0","0.10714285714285714","25.0","0.84","0.16"
"017509","Hawthorne Elementary School","044263","Lorain City","Lorain","Traditional School","K-6","Open","39.0","0.1794871794871795","32.0","0.90625","0.09375"
"019646","Admiral King Elementary School","044263","Lorain City","Lorain","Traditional School","K-6","Open","46.0","0.0","46.0","0.9130434782608695","0.08695652173913043"
"019851","Larkmoor Elementary School","044263","Lorain City","Lorain","Traditional School","K-6","Open","65.0","0.09230769230769231","59.0","0.9322033898305084","0.06779661016949153"
