"IRN","DISTRICT","COUNTY","COUNTY NUMBER","DISTRICT TYPE","CALCULATED OPPORTUNITY GRANT","CAPPED OPPORTUNITY GRANT","CALCULATED TARGETED ASSISTANCE","CAPPED TARGETED ASSISTANCE","CALCULATED K-3 LITERACY FUNDING","CAPPED K-3 LITERACY FUNDING","CALCULATED ECONOMIC DISADVANTAGED FUNDING","CAPPED ECONOMIC DISADVANTAGED FUNDING","CALCULATED LIMITED ENGLISH PROFICIENCY FUNDING","CAPPED LIMITED ENGLISH PROFICIENCY FUNDING","CALCULATED GIFTED EDUCATION FUNDING","CAPPED GIFTED EDUCATION FUNDING","CALCULATED TRANSPORTATION FUNDING","CAPPED TRANSPORTATION FUNDING","CALCULATED SPECIAL EDUCATION ADDITIONAL FUNDING","CAPPED SPECIAL EDUCATION ADDITIONAL FUNDING","CALCULATED CAREER TECH EDUCATION FUNDING","CAPPED CAREER TECH EDUCATION FUNDING","CALCULATED FUNDING BEFORE GUARANTEE","CAPPED FUNDING BEFORE GUARANTEE","TRANSITIONAL GUARANTEE BASE","TRANSITIONAL GUARANTEE","TOTAL CALCULATED STATE FUNDING","PRESCHOOL SPECIAL EDUCATION FUNDING","SPECIAL EDUCATION TRANSPORTATION FUNDING","TOTAL ADDITIONAL AID ITEMS","EDUCATION SERVICE CENTER TRANSFER","OPEN ENROLLMENT ADJUSTMENT","COMMUNITY SCHOOL TRANSFER","STEM SCHOOL TRANSFER","SCHOLARSHIP TRANSFER","OTHER ADJUSTMENTS","TOTAL TRANSFERS & ADJUSTMENTS","NET STATE FOUNDATION FUNDING","STATEWIDE TOTAL ADM","STATEWIDE FORMULA ADM","STATEWIDE ECONOMIC DISADVANTAGED RATIO","STATEWIDE MEDIAN INCOME","STATEWIDE 3 YEAR AVERAGE VALUATION","STATEWIDE 3 YEAR AVERAGE ADJUSTED VALUATION","STATEWIDE 3 YEAR FEDERAL GROSS INCOME","ADJUSTED TOTAL ADM","TOTAL ADM","TUITION KINDERGARTEN ADM","JOINTURE JVS ADM","FORMULA ADM","CATEGORY 1 SPECIAL EDUCATION ADM","CATEGORY 2 SPECIAL EDUCATION ADM","CATEGORY 3 SPECIAL EDUCATION ADM","CATEGORY 4 SPECIAL EDUCATION ADM","CATEGORY 5 SPECIAL EDUCATION ADM","CATEGORY 6 SPECIAL EDUCATION ADM","CATEGORY 1 CAREER TECH FTE","CATEGORY 2 CAREER TECH FTE","CATEGORY 3 CAREER TECH FTE","CATEGORY 4 CAREER TECH FTE","CATEGORY 5 CAREER TECH FTE","CATEGORY 1 LEP ADM","CATEGORY 2 LEP ADM","CATEGORY 3 LEP ADM","K-3 FORMULA ADM","K-3 E-SCHOOL FORMULA ADM","PRESCHOOL AUTISM SCHOLARSHIP ADM","BRICK & MORTAR & STEM SCHOOL ADM","E-SCHOOL FORMULA ADM","NET FORMULA ADM","JON PETERSON SCHOLARSHIP ADM","AUTISM SCHOLARSHIP ADM","EDCHOICE SCHOLARSHIP ADM","ECONOMIC DISADVANTAGED ADM","ECONOMIC DISADVANTAGED RATIO","E-SCHOOL ECONOMIC DISADVANTAGED ADM","3 YEAR AVERAGE FEDERAL GROSS INCOME","3 YEAR AVERAGE TOTAL REAL VALUATION","3 YEAR AVERAGE AGRICULTURAL REAL VALUATION","3 YEAR AVERAGE ADJSUTED TOTAL VALUATION","3 YEAR AVERAGE TOTAL VALUATION","EXEMPT PROPERTY VALUATION","POTENTIAL PROPERTY VALUATION","MEDIAN INCOME TY11","STATE SHARE INDEX","ECONIMC DISADVANTAGED INDEX","INCOMING OPEN ENROLLMENT ADM","OUTGOING OPEN ENROLLMENT ADM","RESIDENT COMMUNITY SCHOOL ADM","RESIDENT SPECIAL ED PRESCHOOL CATEGORY 1 ADM","RESIDENT SPECIAL ED PRESCHOOL CATEGORY 2 ADM","RESIDENT SPECIAL ED PRESCHOOL CATEGORY 3 ADM","RESIDENT SPECIAL ED PRESCHOOL CATEGORY 4 ADM","RESIDENT SPECIAL ED PRESCHOOL CATEGORY 5 ADM","RESIDENT SPECIAL ED PRESCHOOL CATEGORY 6 ADM"
"47399.0","Three Rivers Local SD","Hamilton","31.0","3.0","2675377.94","2289717.3","0.0","0.0","65955.0","56447.47","123990.26","106116.84","956.9","818.96","89414.9","76525.58","709954.65","607613.38","434312.52","434312.52","156.74","156.74","4100118.91","3571708.79","3361608.26","0.0","3571708.79","112233.94","44400.36","156634.3","-11963.77","125667.12","-253226.4","0.0","-121290.0","-7.46","-260820.51","3467522.58","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","1888.83","1912.33","47.0","79.81","1824.98","52.26","184.18","23.0","1.8","12.5","19.73","0.0","0.13","0.0","0.0","0.0","1.0","2.0","0.0","559.43","0.0","0.0","3.0","30.86","1782.44","7.5","1.93","0.0","720.07","0.37654066","16.56","504765908.0","316382127.0","1874800.0","379559286.0","379559286.0","17700930.0","397260217.0","43247.0","0.25517434","0.655186626","31.0","8.0","30.96","10.0","10.0","0.0","0.0","3.0","1.0"
"47415.0","Arcadia Local SD","Hancock","32.0","3.0","1026514.43","1026514.43","70167.83","70167.83","14543.83","14543.83","18259.89","18259.89","0.0","0.0","36797.65","36797.65","169306.88","169306.88","133341.01","133341.01","17223.54","17223.54","1486155.06","1486155.06","1770973.95","284818.89","1770973.95","38794.63","14322.47","53117.1","-204330.2","581834.2","-78536.38","0.0","-19829.0","-59298.93","219839.69","2043930.74","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","477.53","477.53","0.0","0.0","477.53","8.0","32.1","5.0","0.0","2.0","5.86","7.45","1.5","0.0","0.42","0.84","0.0","0.0","0.0","109.54","0.0","0.0","1.0","8.51","466.91","0.5","0.86","0.0","151.73","0.3177392","6.23","76265522.0","70209017.0","22819810.0","80399360.0","80399360.0","7364340.0","87763700.0","34064.0","0.374174652","0.466533528","140.84","39.58","11.34","3.0","4.0","0.0","0.0","1.0","0.0"
"47423.0","Arlington Local SD","Hancock","32.0","3.0","1433126.77","1433126.77","170637.03","170637.03","17925.41","17925.41","11883.32","11883.32","0.0","0.0","38909.2","38909.2","126168.41","126168.41","246958.02","246958.02","27048.64","27048.64","2072656.8","2072656.8","2893028.49","820371.69","2893028.49","50561.3","18129.25","68690.55","-287259.62","81357.1","-33375.93","0.0","-52500.0","-91133.84","-382912.29","2578806.75","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","529.84","529.84","0.0","0.0","529.84","6.5","64.3","1.0","0.0","6.0","6.6","7.54","3.71","0.0","1.36","0.14","0.0","0.0","0.0","126.75","3.0","0.0","0.05","6.49","523.31","0.0","0.0","0.0","140.14","0.264494942","3.49","83224114.0","69443920.0","22930640.0","71350966.0","71350966.0","7746040.0","79097007.0","36732.0","0.470814503","0.323277893","47.18","32.7","5.76","6.0","3.0","0.0","0.0","0.0","1.0"
"47431.0","Cory-Rawson Local SD","Hancock","32.0","3.0","1740029.09","1740029.09","284617.7","284617.7","30092.58","30092.58","62006.63","62006.63","0.0","0.0","43263.75","43263.75","255583.82","255583.82","256363.92","256363.92","36205.79","36205.79","2708163.28","2708163.28","2743591.01","35427.73","2743591.01","105227.99","114.52","105342.51","-425498.37","-142778.5","-133912.03","0.0","0.0","-120399.21","-822588.11","2026345.41","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","660.75","660.75","0.0","0.0","660.75","21.0","66.51","5.57","0.0","12.0","1.0","9.66","4.23","0.0","0.98","6.56","0.0","0.0","0.0","210.0","0.0","0.0","0.0","18.35","642.4","0.0","0.0","0.0","284.47","0.430525918","15.35","88246813.0","87805393.0","36190817.0","91288226.0","91288226.0","5503360.0","96791587.0","34868.0","0.458383845","0.856524653","69.2","94.2","17.68","9.0","10.0","0.0","0.0","1.0","1.0"
"47449.0","Liberty Benton Local SD","Hancock","32.0","3.0","3375105.91","3375105.91","384032.0","384032.0","51612.49","51612.49","14990.72","14990.72","3132.62","3132.62","64873.1","64873.1","346218.82","346218.82","355900.26","355900.26","50512.08","50512.08","4646378.0","4646378.0","5052397.13","406019.13","5052397.13","110485.24","11058.15","121543.39","-419260.25","678444.2","-55942.47","0.0","-35000.0","-200843.96","-32602.48","5141338.04","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","1208.62","1208.62","0.0","0.0","1208.62","35.0","91.74","4.0","0.0","3.0","10.0","10.21","9.37","2.31","2.5","0.38","0.0","4.0","2.6","351.8","0.0","1.0","0.0","6.66","1200.96","0.0","2.0","0.0","261.76","0.216577584","4.66","196296773.0","150066043.0","16931313.0","157710463.0","157710463.0","10600980.0","168311443.0","38817.0","0.48567798","0.216754576","214.74","93.08","8.45","4.0","14.0","0.0","0.0","3.0","0.0"
"47456.0","McComb Local SD","Hancock","32.0","3.0","2186023.49","2186023.49","547410.25","547410.25","29292.9","29292.9","45525.64","45525.64","3917.48","3917.48","45361.35","45361.35","247277.45","247277.45","241329.68","241329.68","53017.67","53017.67","3399155.91","3399155.91","3814589.91","415434.0","3814589.91","111974.73","17434.05","129408.78","-384944.7","-151670.7","-93561.45","0.0","-20000.0","-102743.62","-752920.47","3191078.22","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","710.27","710.27","0.0","0.0","710.27","19.5","49.86","10.0","0.0","4.0","3.0","10.87","3.68","12.41","2.48","0.14","0.0","6.5","0.0","192.59","1.09","0.0","0.0","13.02","696.25","1.0","0.0","0.0","266.8","0.375631802","7.24","75722360.0","82596387.0","34406740.0","84920550.0","84920550.0","5968530.0","90889080.0","32923.0","0.535724268","0.652027589","37.54","62.6","13.83","12.0","8.0","0.0","0.0","1.0","1.0"
"47464.0","Van Buren Local SD","Hancock","32.0","3.0","680306.6","327511.6","0.0","0.0","25240.44","12151.19","6531.26","3144.26","1721.51","828.77","52984.15","25507.51","318204.17","153189.1","77414.34","77414.34","13517.32","13517.32","1175919.79","613264.09","577189.73","0.0","613264.09","62993.45","22758.76","85752.21","-455446.9","732824.8","-107195.96","0.0","-52500.0","-169249.02","-51567.08","647449.22","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","902.83","902.83","0.0","0.0","902.83","7.04","41.85","0.0","1.0","7.68","11.5","15.15","5.33","0.0","1.54","0.0","8.0","1.0","0.0","247.92","1.42","0.0","2.0","15.23","884.6","0.0","1.5","0.0","163.8","0.181429505","4.18","195257700.0","218756440.0","16755703.0","226453626.0","226453626.0","18310130.0","244763757.0","43215.0","0.131162194","0.152109765","186.52","59.08","17.3","5.0","10.0","0.0","0.0","0.0","0.0"
"47472.0","Vanlue Local SD","Hancock","32.0","3.0","700831.38","700831.38","74966.16","74966.16","11680.3","11680.3","6843.93","6843.93","0.0","0.0","30910.0","30910.0","103903.4","103903.4","88921.94","88921.94","13058.25","13058.25","1031115.36","1031115.36","1393265.38","362150.02","1393265.38","14125.28","51147.68","65272.96","-108685.59","-44613.55","-6779.1","0.0","0.0","-49526.13","-209604.37","1248933.97","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","262.0","262.0","0.0","0.0","262.0","10.5","20.0","1.0","0.0","1.0","3.0","3.19","1.87","0.86","0.94","0.14","0.0","0.0","0.0","81.0","0.0","0.0","0.0","0.0","262.0","0.0","0.0","0.0","72.3","0.275954198","0.0","42743262.0","34751113.0","16982913.0","35665473.0","35665473.0","2139900.0","37805373.0","37054.0","0.465609913","0.351896766","44.35","50.44","1.18","1.0","2.0","0.0","0.0","0.0","0.0"
"47498.0","Hardin Northern Local SD","Hardin","33.0","3.0","1246956.24","1246956.24","225909.14","225909.14","20177.5","20177.5","46043.23","46043.23","0.0","0.0","35163.2","35163.2","188324.92","188324.92","97273.26","97273.26","39857.86","39857.86","1899705.35","1899705.35","2308334.06","408628.71","2308334.06","60676.64","0.0","60676.64","-3093.03","-41789.0","-82684.33","0.0","0.0","-25818.07","-153384.43","2215626.27","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","457.84","457.84","0.0","14.0","446.64","12.0","23.0","4.98","0.0","0.0","2.0","14.63","0.0","0.0","0.0","6.48","0.0","0.0","0.0","138.5","1.0","0.0","3.0","9.54","434.85","0.0","0.0","0.0","200.22","0.437314346","6.54","56441783.0","57289830.0","27432973.0","59705923.0","59705923.0","2323160.0","62029083.0","34330.0","0.485963403","0.883748549","64.0","71.5","12.8","6.0","7.0","0.0","0.0","0.0","0.0"
"47506.0","Ridgemont Local SD","Hardin","33.0","3.0","1267759.38","1267759.38","250309.37","250309.37","20011.69","20011.69","27453.03","27453.03","0.0","0.0","36419.2","36419.2","235638.07","235638.07","116111.0","116111.0","27321.71","27321.71","1981023.45","1981023.45","2288898.69","307875.24","2288898.69","55931.55","5847.64","61779.19","-3236.81","179559.08","-87159.93","0.0","-35000.0","-1675.76","52486.58","2403164.46","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","486.02","486.02","0.0","12.72","475.84","5.0","31.0","2.0","0.0","2.0","3.0","9.74","0.44","0.0","0.0","5.88","0.0","0.0","0.0","142.0","3.0","0.0","1.0","14.4","458.69","0.0","2.0","0.0","176.28","0.362701123","8.4","55532682.0","62534183.0","33093773.0","66414570.0","66414570.0","2542370.0","68956940.0","32306.0","0.46375206","0.607909689","108.0","78.0","14.5","5.0","7.0","0.0","0.0","0.0","0.0"
"47514.0","Riverdale Local SD","Hancock","32.0","3.0","3630417.38","3630417.38","887506.0","887506.0","50438.71","50438.71","125365.61","125365.61","1366.6","1366.6","58112.1","58112.1","394349.29","394349.29","464732.41","464732.41","79308.31","79308.31","5691596.41","5691596.41","5583139.43","0.0","5691596.41","62142.88","32002.74","94145.62","-436473.04","-140867.6","-120977.15","0.0","0.0","-129348.14","-827665.93","4958076.1","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","1041.22","1041.22","0.0","1.0","1040.42","30.0","106.88","9.0","0.0","8.0","4.0","21.3","4.69","0.0","0.98","0.6","0.0","2.0","0.0","314.5","3.0","0.0","3.0","16.38","1021.79","0.0","0.0","0.0","480.86","0.46182363","8.0","116139622.0","106307290.0","46268770.0","110074893.0","110074893.0","9004100.0","119078993.0","32882.0","0.607376287","0.985583822","76.4","100.48","18.56","7.0","6.0","0.0","0.0","0.0","0.0"
"47522.0","Upper Scioto Valley Local SD","Hardin","33.0","3.0","2066341.89","2066341.89","481390.38","481390.38","27034.31","27034.31","64367.0","64367.0","0.0","0.0","42780.95","42780.95","237955.49","237955.49","261780.68","261780.68","3257.68","3257.68","3184908.38","3184908.38","4251355.01","1066446.63","4251355.01","46188.2","19159.31","65347.51","-3827.27","-659399.94","-111502.5","0.0","-17500.0","-4625.16","-796854.87","3519847.65","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","668.23","668.23","0.0","37.54","638.19","20.68","78.69","2.0","0.0","4.0","2.0","0.99","0.0","0.0","0.0","0.6","0.0","0.0","0.0","174.8","2.0","0.0","4.64","11.29","623.42","0.0","0.0","0.0","287.0","0.429492839","6.29","69041068.0","71881577.0","30332453.0","76296733.0","76296733.0","5398970.0","81695703.0","29247.0","0.563588538","0.852418996","17.76","129.1","16.62","7.0","3.0","0.0","0.0","0.0","0.0"
"47548.0","Conotton Valley Union Local","Harrison","34.0","3.0","1124582.21","1124582.21","169395.28","169395.28","18608.2","18608.2","44183.86","44183.86","1293.87","1293.87","35199.35","35199.35","213373.06","213373.06","167004.62","167004.62","1908.23","1908.23","1775548.68","1775548.68","2249544.31","473995.63","2249544.31","44654.05","0.0","44654.05","-154316.14","-227331.71","-138293.37","0.0","0.0","-7731.52","-527672.74","1766525.62","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","476.89","476.89","0.0","28.77","453.87","11.0","56.5","3.0","0.0","3.0","3.2","0.58","0.0","0.0","0.0","1.08","2.0","0.0","0.0","135.0","2.0","0.0","0.0","20.1","433.77","0.0","0.0","0.0","204.81","0.429470108","12.1","56640644.0","63856700.0","17704903.0","70604630.0","70604630.0","5045750.0","75650380.0","32340.0","0.431290307","0.852328769","58.8","94.07","18.94","3.0","5.0","0.0","0.0","1.0","0.0"
"47571.0","Holgate Local SD","Henry","35.0","3.0","1536402.15","1536402.15","362658.31","362658.31","23054.76","23054.76","28045.9","28045.9","0.0","0.0","35555.6","35555.6","121523.0","121523.0","114696.1","114696.1","35873.45","35873.45","2257809.27","2257809.27","2577588.29","319779.02","2577588.29","48563.29","2157.46","50720.75","-324349.57","100331.3","-52860.0","0.0","0.0","-46819.51","-323697.78","2304611.26","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","464.64","465.64","2.0","16.9","451.12","5.0","28.88","2.0","0.0","2.0","1.0","10.36","0.0","0.0","0.33","5.92","0.0","0.0","0.0","146.0","2.0","0.0","0.0","8.0","443.12","0.0","0.0","0.0","171.1","0.36745125","4.0","49915329.0","48567373.0","19117433.0","50535736.0","50535736.0","4679230.0","55214967.0","34732.0","0.592819926","0.623936975","66.0","49.94","7.94","4.0","6.0","0.0","0.0","0.0","0.0"
"47589.0","Liberty Center Local SD","Henry","35.0","3.0","3468543.97","3468543.97","759131.91","759131.91","44512.15","44512.15","69486.75","69486.75","879.76","879.76","57687.0","57687.0","368463.03","368463.03","682789.86","682789.86","41058.98","41058.98","5492553.41","5492553.41","5221665.58","0.0","5492553.41","57353.61","21450.51","78804.12","-446391.05","394666.14","-81915.25","0.0","-10000.0","-1910.83","-145550.99","5425806.54","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","1062.3","1062.3","0.0","41.12","1029.4","29.0","85.4","18.8","0.0","15.5","15.0","13.42","0.49","0.0","0.57","0.0","1.0","0.0","0.0","280.4","1.0","0.0","3.0","9.0","1017.65","0.5","0.0","0.0","399.08","0.375675421","3.0","120904359.0","110097290.0","23619010.0","116586770.0","116586770.0","16738190.0","133324960.0","35878.0","0.58650674","0.652179027","104.6","34.8","12.18","6.0","6.0","0.0","0.0","0.0","0.0"
"47597.0","Patrick Henry Local SD","Henry","35.0","3.0","2285035.7","2285035.7","376890.11","376890.11","36704.08","36704.08","64682.67","64682.67","4629.28","4629.28","51339.65","51339.65","436023.21","436023.21","303670.11","303670.11","4611.33","4611.33","3563586.14","3563586.14","4492208.18","928622.04","4492208.18","85049.78","1597.73","86647.51","-641946.9","123525.25","-88130.22","0.0","-7608.0","-4295.01","-618454.88","3960400.81","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","915.74","915.74","0.0","57.26","869.93","11.0","101.08","7.0","0.0","2.0","6.76","1.32","0.38","0.0","0.85","0.24","0.0","9.0","0.0","257.4","1.0","0.0","0.0","18.14","851.79","0.0","0.0","0.0","357.52","0.390416494","16.14","109634845.0","123781003.0","52965073.0","126818556.0","126818556.0","8293420.0","135111977.0","33129.0","0.457213083","0.704364694","89.07","60.9","13.92","5.0","13.0","0.0","0.0","0.0","0.0"
"47613.0","Bright Local SD","Highland","36.0","3.0","2642509.85","2642509.85","750531.31","750531.31","34380.05","34380.05","200481.59","200481.59","0.0","0.0","46679.05","46679.05","505004.63","505004.63","361035.92","361035.92","52800.19","52800.19","4593422.59","4593422.59","4610169.02","16746.43","4610169.02","62216.96","4714.86","66931.82","-9936.82","-235330.5","-138223.05","0.0","0.0","-2501.24","-385991.61","4291109.23","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","770.21","770.21","0.0","23.0","751.81","17.2","68.0","5.6","2.0","5.0","6.0","16.18","0.9","0.0","0.0","1.09","0.0","0.0","0.0","214.6","3.0","0.0","0.0","20.61","731.2","0.0","0.0","0.0","462.85","0.600940003","16.25","71419137.0","74429360.0","29681700.0","80764283.0","80764283.0","7882440.0","88646723.0","27595.0","0.611812695","1.668796939","110.2","146.2","22.5","7.0","6.0","0.0","0.0","0.0","0.0"
"47621.0","Fairfield Local SD","Highland","36.0","3.0","4186991.64","3369097.54","1437737.77","1156887.62","54729.25","44038.34","90796.55","73060.2","0.0","0.0","55133.8","44363.87","425585.72","342451.08","286626.73","286626.73","45398.23","45398.23","6582999.69","5361923.61","5046516.33","0.0","5361923.61","46001.01","17284.36","63285.37","-13300.43","37435.94","-142124.76","0.0","-14175.0","-31773.17","-163937.42","5261271.56","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","984.08","984.08","0.0","26.64","962.76","12.0","44.0","1.0","2.0","4.0","3.81","11.94","0.0","0.0","0.0","0.4","0.0","0.0","0.0","305.17","2.17","0.0","0.0","21.37","940.58","0.0","0.81","0.0","417.66","0.424416714","12.16","84220836.0","73482987.0","18706503.0","75586613.0","75586613.0","6230710.0","81817323.0","30576.0","0.756996764","0.832388788","89.0","84.2","22.98","2.0","3.0","0.0","0.0","2.0","0.0"
"47639.0","Lynchburg-Clay Local SD","Highland","36.0","3.0","5156985.82","4740588.15","1684582.55","1548561.96","62708.59","57645.22","146440.26","134616.03","0.0","0.0","64965.25","59719.67","949941.53","873239.08","817019.55","817019.55","48610.72","48610.72","8931254.27","8280000.38","7792941.53","0.0","8280000.38","69449.26","25390.37","94839.63","-16786.89","-284963.78","-123856.05","0.0","0.0","-38713.94","-464320.66","7910519.35","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","1255.01","1255.01","0.0","34.94","1227.05","25.4","111.17","9.0","0.0","7.06","18.66","10.16","0.0","0.0","0.0","11.16","0.0","0.0","0.0","358.0","4.6","0.0","0.0","25.16","1201.89","0.0","0.0","0.0","576.28","0.459183592","17.56","110820261.0","98413247.0","30063413.0","102567006.0","102567006.0","6470960.0","109037967.0","31600.0","0.731549377","0.97434775","113.72","155.58","20.86","5.0","2.0","0.0","0.0","1.0","2.0"
"47688.0","East Holmes Local SD","Holmes","38.0","3.0","2240619.5","2240619.5","0.0","0.0","64651.38","64651.38","59995.92","59995.92","135469.68","135469.68","80626.15","80626.15","720829.87","720829.87","219807.97","219807.97","16857.38","16857.38","3538857.85","3538857.85","4146039.14","607181.29","4146039.14","121476.85","0.0","121476.85","-11479.85","596800.12","-118851.1","0.0","0.0","-1504.73","464964.44","4732480.43","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","1657.85","1657.85","0.0","45.77","1621.23","15.0","106.4","5.5","2.88","10.0","9.6","8.58","0.0","0.0","0.0","19.22","0.0","416.64","125.88","557.0","0.0","0.0","8.0","11.12","1604.11","0.0","0.0","0.0","511.34","0.308435624","4.0","315212051.0","391148893.0","98899143.0","399242173.0","399242173.0","16319960.0","415562133.0","26675.0","0.240565557","0.439612801","144.46","39.8","18.06","11.0","10.0","0.0","0.0","4.0","1.0"
"47696.0","West Holmes Local SD","Holmes","38.0","3.0","6672711.07","6672711.07","1124280.36","1124280.36","98695.66","98695.66","284245.27","284245.27","9427.14","9427.14","119913.6","119913.6","1267714.29","1267714.29","927808.54","927808.54","50981.89","50981.89","10555777.82","10555777.82","10210461.42","0.0","10555777.82","200473.98","42454.22","242928.2","-15974.86","-149091.03","-350538.16","0.0","-22279.0","-4250.75","-542133.8","10256572.22","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","2489.5","2489.5","0.0","50.97","2448.72","52.8","290.06","17.57","1.0","20.17","10.8","11.87","0.28","17.03","0.0","10.65","7.0","7.0","2.0","685.27","5.97","0.0","0.0","51.2","2397.02","0.5","0.0","0.0","1131.35","0.454448684","24.14","311105612.0","321734897.0","93315060.0","344255926.0","344255926.0","26741980.0","370997907.0","28506.0","0.47432188","0.954357223","93.4","117.25","51.19","30.0","9.0","0.0","0.0","2.0","1.0"
"47712.0","Monroeville Local SD","Huron","39.0","3.0","1535007.63","1535007.63","121987.1","121987.1","21801.94","21801.94","31748.38","31748.38","0.0","0.0","40705.6","40705.6","177656.27","177656.27","172820.37","172820.37","21556.83","21556.83","2123284.12","2123284.12","2029569.08","0.0","2123284.12","62080.21","4549.47","66629.68","-124222.47","175593.08","-112843.16","0.0","-9100.0","-29604.88","-100177.43","2089736.37","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","623.2","623.2","0.0","37.6","593.12","11.0","36.25","0.0","1.0","2.0","7.52","7.31","0.0","0.0","0.0","8.06","0.0","0.0","0.0","153.2","0.0","0.0","6.58","9.97","577.69","0.0","0.52","0.0","217.45","0.348924904","7.67","99056530.0","85244147.0","20208293.0","87484193.0","87484193.0","4267720.0","91751913.0","34886.0","0.450482514","0.562607089","96.48","64.2","14.29","11.0","1.0","0.0","0.0","0.0","1.0"
"47720.0","New London Local SD","Huron","39.0","3.0","3888764.63","3648142.8","990762.16","929457.6","48753.3","45736.63","45123.09","42331.05","0.0","0.0","56172.2","52696.48","330229.88","309796.52","487391.85","487391.85","23196.03","23196.03","5870393.14","5538748.96","5212940.2","0.0","5538748.96","31573.07","32005.22","63578.29","-7607.08","-168412.74","-400973.95","0.0","0.0","-14225.49","-591219.26","5011107.99","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","1074.03","1074.03","0.0","64.48","1022.44","13.0","99.67","5.8","1.8","4.0","8.0","3.26","0.46","0.0","0.22","11.43","0.0","0.0","0.0","292.89","3.99","0.0","11.68","37.31","976.37","0.0","0.0","0.0","356.01","0.331471188","25.63","105828485.0","99053533.0","24785367.0","102200306.0","102200306.0","10093990.0","112294297.0","30769.0","0.662039335","0.507730011","65.0","91.4","50.54","0.0","6.0","0.0","0.0","0.0","0.0"
"47738.0","South Central Local SD","Huron","39.0","3.0","3248049.04","2984415.34","988983.11","908710.53","46474.01","42701.86","128519.81","118088.27","3852.79","3540.08","50007.15","45948.22","431826.62","396776.64","453500.04","453500.04","30591.29","30591.29","5381803.86","4984272.27","4691079.79","0.0","4984272.27","55199.79","48833.77","104033.56","-315252.46","-48694.3","-110706.95","0.0","-7196.0","-55431.45","-537281.16","4551024.67","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","850.36","850.36","0.0","31.16","825.43","28.6","64.3","5.0","0.0","9.5","7.0","8.29","0.0","0.0","0.0","2.4","3.0","1.0","0.0","271.8","1.0","0.0","4.76","11.09","809.77","1.0","0.0","0.0","423.31","0.497800931","6.09","76815319.0","75247013.0","26754460.0","77154356.0","77154356.0","4221970.0","81376327.0","30977.0","0.684939631","1.145124414","59.0","65.34","15.26","4.0","7.0","0.0","0.0","0.0","0.0"
"47746.0","Western Reserve Local SD","Huron","39.0","3.0","3801123.74","3801123.74","762462.46","762462.46","51149.12","51149.12","71071.2","71071.2","0.0","0.0","60299.95","60299.95","575508.84","575508.84","459153.24","459153.24","54101.23","54101.23","5834869.78","5834869.78","5908687.58","73817.8","5908687.58","69856.99","27840.05","97697.04","-362907.12","312085.99","-216354.74","0.0","-11725.0","-3501.41","-282402.28","5723982.34","1722831.49","1691302.01","0.465188926","32180.0","242082979402.0","242082979402.0","265792223824.0","1164.75","1164.75","0.0","70.94","1107.99","30.0","69.3","8.0","2.0","9.0","8.72","15.06","0.0","0.0","0.0","11.0","0.0","0.0","0.0","323.9","5.5","0.0","8.41","24.32","1076.69","0.0","0.67","0.0","431.98","0.370877871","16.32","135095802.0","121824693.0","32725093.0","125434616.0","125434616.0","6756670.0","132191287.0","32531.0","0.597153709","0.635628128","138.75","85.6","32.6","10.0","1.0","0.0","0.0","1.0","1.0"
