"District IRN","District Name","County","No. Third graders enrolled at end of school year and accountable to district","Perc. Exempt from TGRG promotion threshold","No. Subject to TGRG promotion threshold","Perc. Met promotion threshold","No. Did not meet promotion threshold"
"050450","Mason City","Warren","729.0","0.023319615912208505","712.0","0.9971910112359551","0.0028089887640449437"
"050427","Springboro Community City","Warren","428.0","0.02336448598130841","418.0","0.9976076555023924","0.0023923444976076554"
"050468","Wayne Local","Warren","102.0","0.06862745098039216","95.0","1.0","0.0"
"043604","Belpre City","Washington","75.0","0.05333333333333334","71.0","0.9436619718309859","0.056338028169014086"
"050484","Fort Frye Local","Washington","64.0","0.015625","63.0","0.9682539682539683","0.031746031746031744"
"050492","Frontier Local","Washington","52.0","0.057692307692307696","49.0","0.9591836734693877","0.04081632653061224"
"044321","Marietta City","Washington","201.0","0.06965174129353234","187.0","0.9679144385026738","0.03208556149732621"
"050500","Warren Local","Washington","140.0","0.007142857142857143","139.0","0.9712230215827338","0.02877697841726619"
"050518","Wolf Creek Local","Washington","42.0","0.047619047619047616","40.0","1.0","0.0"
"050534","Chippewa Local","Wayne","97.0","0.041237113402061855","93.0","0.989247311827957","0.010752688172043012"
"050542","Dalton Local","Wayne","70.0","0.02857142857142857","68.0","1.0","0.0"
"050559","Green Local","Wayne","86.0","0.011627906976744186","85.0","0.9882352941176471","0.011764705882352941"
"050575","Northwestern Local","Wayne","102.0","0.049019607843137254","97.0","1.0","0.0"
"050567","Norwayne Local","Wayne","98.0","0.02040816326530612","96.0","1.0","0.0"
"044610","Orrville City","Wayne","109.0","0.08256880733944955","100.0","1.0","0.0"
"045591","Rittman Exempted Village","Wayne","76.0","0.07894736842105263","70.0","1.0","0.0"
"050583","Southeast Local","Wayne","117.0","0.03418803418803419","113.0","0.9911504424778761","0.008849557522123894"
"050591","Triway Local","Wayne","137.0","0.029197080291970802","133.0","1.0","0.0"
"045120","Wooster City","Wayne","259.0","0.07722007722007722","239.0","0.9832635983263598","0.016736401673640166"
"043679","Bryan City","Williams","133.0","0.045112781954887216","127.0","0.968503937007874","0.031496062992125984"
"050617","Edgerton Local","Williams","42.0","0.0","42.0","1.0","0.0"
"050625","Edon-Northwest Local","Williams","37.0","0.02702702702702703","36.0","1.0","0.0"
"050633","Millcreek-West Unity Local","Williams","36.0","0.05555555555555555","34.0","1.0","0.0"
"045526","Montpelier Exempted Village","Williams","70.0","0.12857142857142856","61.0","1.0","0.0"
"050641","North Central Local","Williams","48.0","0.0625","45.0","1.0","0.0"
"050658","Stryker Local","Williams","36.0","0.0","36.0","1.0","0.0"
"043638","Bowling Green City","Wood","231.0","0.06060606060606061","217.0","0.9815668202764977","0.018433179723502304"
"050674","Eastwood Local","Wood","109.0","0.03669724770642202","105.0","1.0","0.0"
"050682","Elmwood Local","Wood","92.0","0.05434782608695652","87.0","0.9885057471264368","0.011494252873563218"
"050690","Lake Local","Wood","113.0","0.05309734513274336","107.0","1.0","0.0"
"050708","North Baltimore Local","Wood","42.0","0.11904761904761904","37.0","1.0","0.0"
"050716","Northwood Local","Wood","73.0","0.0410958904109589","70.0","0.9714285714285714","0.02857142857142857"
"050724","Otsego Local","Wood","105.0","0.0380952380952381","101.0","0.9900990099009901","0.009900990099009901"
"045583","Perrysburg Exempted Village","Wood","354.0","0.04519774011299435","338.0","0.9970414201183432","0.0029585798816568047"
"045609","Rossford Exempted Village","Wood","126.0","0.023809523809523808","123.0","0.983739837398374","0.016260162601626018"
"045260","Carey Exempted Village","Wyandot","56.0","0.03571428571428571","54.0","1.0","0.0"
"050740","Mohawk Local","Wyandot","83.0","0.024096385542168676","81.0","1.0","0.0"
"045625","Upper Sandusky Exempted Village","Wyandot","117.0","0.07692307692307693","108.0","1.0","0.0"
