"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 9/1/2014)","Feeder IRN","School Type","Gifted ","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"142182","South Elementary School","048777","Morgan Local","Morgan","Region 12","Open","","Elementary School","Gifted",">95.0",">95.0",">95.0","90.9","--","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.0","--","--","49","14.8"
"142190","Fairfield Local Middle School","047621","Fairfield Local","Highland","Region 14","Open","011056","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","26","8.3"
"142240","Belpre Elementary School","043604","Belpre City","Washington","Region 16","Open","002337","Elementary School","Gifted","--","--","--","--",">95.0",">95.0","90.9","92.3","92.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","45","7.8"
"142281","New London Middle School","047720","New London Local","Huron","Region 2","Open","026823","Middle School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","11","6.4"
"142331","Anna Middle School","049759","Anna Local","Shelby","Region 6","Open","000752","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","37","11.0"
"142398","Virtual High School","043752","Cincinnati City","Hamilton","Region 13","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.8","80.0","50.0","25","8.3"
"142406","Fairview Elementary School","046714","Central Local","Defiance","Region 1","Open","027193","Elementary School","Gifted","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","25","5.4"
"142505","Bellaire Elementary School","043570","Bellaire Local","Belmont","Region 12","Open","142513","Elementary School","Gifted",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.6","--","--","40","7.8"
"142513","Bellaire Middle School","043570","Bellaire Local","Belmont","Region 12","Open","002139","Middle School","Gifted","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","64","17.0"
"142554","Moreland Hills Elementary School","046581","Orange City","Cuyahoga","Region 3","Open","003400","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","328","39.4"
"142638","Heritage Elementary School","046896","Pickerington Local","Fairfield","Region 11","Open","011369","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","94","25.3"
"142901","Life Skills Center  of Canton","142901","Life Skills Center  of Canton","Stark","Region 9","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142919","Life Skills Center of Elyria","142919","Life Skills Center of Elyria","Lorain","Region 2","Open","","Dropout Recovery","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142927","Focus Learning Academy of Southwest Columbus","142927","Focus Learning Academy of Southwest Columbus","Franklin","Region 11","Open","","Dropout Recovery","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142935","Focus Learning Academy of Southeastern Columbus","142935","Focus Learning Academy of Southeastern Columbus","Franklin","Region 11","Open","","Dropout Recovery","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142943","Focus Learning Academy of Northern Columbus","123257","North Central Ohio ESC","Franklin","Region 11","Open","","Community School Conversion","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142950","Ohio Virtual Academy","142950","Ohio Virtual Academy","Lucas","Region 1","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","15","0.1"
"142968","Hope Academy Northcoast","142968","Hope Academy Northcoast","Cuyahoga","Region 3","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143115","Mound Street IT Careers Academy","143115","Mound Street IT Careers Academy","Montgomery","Region 10","Open","","Dropout Recovery","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143123","Mound Street Military Careers Academy","143123","Mound Street Military Careers Academy","Montgomery","Region 10","Open","","Dropout Recovery","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143131","Mound Street Health Careers Acadmy","143131","Mound Street Health Careers Acadmy","Montgomery","Region 10","Open","","Dropout Recovery","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143164","Life Skills Center Of Hamilton County","143164","Life Skills Center Of Hamilton County","Hamilton","Region 13","Open","","Dropout Recovery","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143172","International Acad Of Columbus","143172","International Acad Of Columbus","Franklin","Region 11","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143198","Great Western Academy","143198","Great Western Academy","Franklin","Region 11","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143206","Trotwood Fitness & Prep Acad","143206","Trotwood Fitness & Prep Acad","Montgomery","Region 10","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143214","Middletown Fitness & Prep Acad","143214","Middletown Fitness & Prep Acad","Butler","Region 13","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143297","The Autism Academy Of Learning","143297","The Autism Academy Of Learning","Lucas","Region 1","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143305","Treca Digital Academy","143305","Treca Digital Academy","Marion","Region 7","Open","","Dropout Recovery","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143313","West Preparatory Academy","143313","West Preparatory Academy","Cuyahoga","Region 3","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143396","Alternative Education Academy","143396","Alternative Education Academy","Lucas","Region 1","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","23","1.2"
"143453","Mollie Kessler","143453","Mollie Kessler","Mahoning","Region 5","Closed","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143479","Constellation Schools: Puritas Community Elementary","143479","Constellation Schools: Puritas Community Elementary","Cuyahoga","Region 3","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143487","Constellation Schools: Stockyard Community Elementary","143487","Constellation Schools: Stockyard Community Elementary","Cuyahoga","Region 3","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143495","Constellation Schools: Mansfield Community Elementary","143495","Constellation Schools: Mansfield Community Elementary","Richland","Region 7","Closed","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143503","Lake Erie Academy","143503","Lake Erie Academy","Lucas","Region 1","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143529","North Dayton School Of Science & Discovery","143529","North Dayton School Of Science & Discovery","Montgomery","Region 10","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143537","Virtual Community School Of Ohio","143537","Virtual Community School Of Ohio","Franklin","Region 11","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143552","Eagle Academy","143552","Eagle Academy","Lucas","Region 1","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143560","Richard Allen Academy II","143560","Richard Allen Academy II","Montgomery","Region 10","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143578","Richard Allen Academy III","143578","Richard Allen Academy III","Butler","Region 13","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143602","Hamilton Cnty Math & Science","143602","Hamilton Cnty Math & Science","Hamilton","Region 13","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143610","Arts & College Preparatory Academy","143610","Arts & College Preparatory Academy","Franklin","Region 11","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143644","Sciotoville","143644","Sciotoville","Scioto","Region 15","Open","","Community School Startup","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"144881","Henry Defer Intermediate Elementary School","049239","Streetsboro City","Portage","Region 8","Open","036251","Elementary School","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","69","13.7"
"145078","Pickerington Lakeview Junior High","046896","Pickerington Local","Fairfield","Region 11","Open","145086","Junior High School","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","233","28.2"
"145086","Pickerington High School North","046896","Pickerington Local","Fairfield","Region 11","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","628","38.9"
"145292","Hill Intermediate Elementary School","046318","Bethel-Tate Local","Clermont","Region 13","Open","002584","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","63","15.9"
