"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 9/1/2014)","Feeder IRN","School Type","Disability Status","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"142174","West Elementary School","048777","Morgan Local","Morgan","Region 12","Open","","Elementary School","NonDisabled","91.2","61.8","92.3","88.5","78.4","81.1","89.2","88.9",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","231","80.2"
"142182","South Elementary School","048777","Morgan Local","Morgan","Region 12","Open","","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.8","--","--","46","13.9"
"142182","South Elementary School","048777","Morgan Local","Morgan","Region 12","Open","","Elementary School","NonDisabled",">95.0",">95.0","72.1",">95.0","80.5","90.2","65.9",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","285","86.1"
"142190","Fairfield Local Middle School","047621","Fairfield Local","Highland","Region 14","Open","011056","Middle School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","33","10.5"
"142190","Fairfield Local Middle School","047621","Fairfield Local","Highland","Region 14","Open","011056","Middle School","NonDisabled","--","--","--","--","80.6","76.1","88.1",">95.0","91.8","92.8","91.3",">95.0","94.3","84.9","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","281","89.5"
"142240","Belpre Elementary School","043604","Belpre City","Washington","Region 16","Open","002337","Elementary School","Disabled","63.6","63.6","36.4","18.2","18.8","12.5","12.5","46.7","33.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.3","--","--","91","15.8"
"142240","Belpre Elementary School","043604","Belpre City","Washington","Region 16","Open","002337","Elementary School","NonDisabled","90.6","92.2","87.3","80.0","65.5","58.6","51.7","89.0","71.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","484","84.2"
"142281","New London Middle School","047720","New London Local","Huron","Region 2","Open","026823","Middle School","Disabled","--","--","--","--","--","--","--","--","--","56.3","56.3","53.8","46.2","41.7","--","--","--","--","--","--","--","--","--","--","94.2","--","--","28","16.4"
"142281","New London Middle School","047720","New London Local","Huron","Region 2","Open","026823","Middle School","NonDisabled","--","--","--","--","--","--","--","--","--","92.1","68.4",">95.0","81.8","67.6","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","143","83.6"
"142331","Anna Middle School","049759","Anna Local","Shelby","Region 6","Open","000752","Middle School","Disabled","--","--","--","--","--","--","--","63.6","63.6","53.3","46.7","90.0","60.0","70.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","36","10.7"
"142331","Anna Middle School","049759","Anna Local","Shelby","Region 6","Open","000752","Middle School","NonDisabled","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","88.8",">95.0",">95.0","90.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","301","89.3"
"142398","Virtual High School","043752","Cincinnati City","Hamilton","Region 13","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","78.5","31.0","17.6","51","16.8"
"142398","Virtual High School","043752","Cincinnati City","Hamilton","Region 13","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","69.0","48.3","57.1","39.3","32.1",">95.0","82.1","92.3","81.5","59.3","92.3","29.8","15.9","252","83.2"
"142406","Fairview Elementary School","046714","Central Local","Defiance","Region 1","Open","027193","Elementary School","Disabled","50.0","40.0","68.4","52.6","60.0","70.0","70.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","67","14.3"
"142406","Fairview Elementary School","046714","Central Local","Defiance","Region 1","Open","027193","Elementary School","NonDisabled",">95.0",">95.0",">95.0",">95.0",">95.0","92.5","94.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","400","85.7"
"142505","Bellaire Elementary School","043570","Bellaire Local","Belmont","Region 12","Open","142513","Elementary School","Disabled",">95.0","86.4","66.7","58.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.8","--","--","125","24.3"
"142505","Bellaire Elementary School","043570","Bellaire Local","Belmont","Region 12","Open","142513","Elementary School","NonDisabled",">95.0","90.5","82.6","79.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.3","--","--","390","75.7"
"142513","Bellaire Middle School","043570","Bellaire Local","Belmont","Region 12","Open","002139","Middle School","Disabled","--","--","--","--","90.9",">95.0","72.7",">95.0",">95.0","78.9","84.2",">95.0","94.7","89.5","--","--","--","--","--","--","--","--","--","--","92.3","--","--","70","18.6"
"142513","Bellaire Middle School","043570","Bellaire Local","Belmont","Region 12","Open","002139","Middle School","NonDisabled","--","--","--","--",">95.0",">95.0",">95.0","86.4","82.7","88.3","89.6","92.0",">95.0","90.7","--","--","--","--","--","--","--","--","--","--","95.0","--","--","307","81.4"
"142554","Moreland Hills Elementary School","046581","Orange City","Cuyahoga","Region 3","Open","003400","Elementary School","Disabled","70.0","60.0","71.4","64.3","77.3","59.1","63.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","98","11.8"
"142554","Moreland Hills Elementary School","046581","Orange City","Cuyahoga","Region 3","Open","003400","Elementary School","NonDisabled","93.2","94.9",">95.0",">95.0","94.0","94.7","94.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","735","88.3"
"142638","Heritage Elementary School","046896","Pickerington Local","Fairfield","Region 11","Open","011369","Elementary School","Disabled","54.5","52.4","70.0","50.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.0","--","--","57","15.4"
"142638","Heritage Elementary School","046896","Pickerington Local","Fairfield","Region 11","Open","011369","Elementary School","NonDisabled",">95.0","93.7",">95.0","91.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","313","84.4"
"142901","Life Skills Center  of Canton","142901","Life Skills Center  of Canton","Stark","Region 9","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","50.8","29.4","19.0","34","26.8"
"142901","Life Skills Center  of Canton","142901","Life Skills Center  of Canton","Stark","Region 9","Open","","Community School Startup","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.3","84.6","92.3","69.2","53.8","--","--","--","--","--","52.6","6.3","4.2","93","73.2"
"142919","Life Skills Center of Elyria","142919","Life Skills Center of Elyria","Lorain","Region 2","Open","","Dropout Recovery","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","0.0","5.3","--","--"
"142919","Life Skills Center of Elyria","142919","Life Skills Center of Elyria","Lorain","Region 2","Open","","Dropout Recovery","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","84.6","92.3","71.4","71.4","--","--","--","--","--","0.0","2.2","4.6","--","--"
"142927","Focus Learning Academy of Southwest Columbus","142927","Focus Learning Academy of Southwest Columbus","Franklin","Region 11","Open","","Dropout Recovery","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","38.5","9.1","18.2","--","--","--","--","--","--","--","56.3","18.5","15.4","53","22.4"
"142927","Focus Learning Academy of Southwest Columbus","142927","Focus Learning Academy of Southwest Columbus","Franklin","Region 11","Open","","Dropout Recovery","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","71.4","36.0","66.7","58.3","45.8","88.2","70.6","82.4","76.5","43.8","55.8","10.5","21.3","184","77.6"
"142935","Focus Learning Academy of Southeastern Columbus","142935","Focus Learning Academy of Southeastern Columbus","Franklin","Region 11","Open","","Dropout Recovery","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","21.4","7.1","23.1","25.0","7.7","--","--","--","--","--","66.0","5.9","10.0","34","16.0"
"142935","Focus Learning Academy of Southeastern Columbus","142935","Focus Learning Academy of Southeastern Columbus","Franklin","Region 11","Open","","Dropout Recovery","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","58.8","44.1","64.7","35.3","26.5","85.7","57.1","77.3","38.1","33.3","56.0","8.4","16.8","179","84.0"
"142943","Focus Learning Academy of Northern Columbus","123257","North Central Ohio ESC","Franklin","Region 11","Open","","Community School Conversion","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"142943","Focus Learning Academy of Northern Columbus","123257","North Central Ohio ESC","Franklin","Region 11","Open","","Community School Conversion","NonDisabled","50.0","50.0","76.2","38.1","46.2","23.1","38.5","--","--","40.0","20.0","--","--","--","--","--","--","--","--","--","--","--","--","--","94.2","0.0","8.1","243",">95.0"
"142950","Ohio Virtual Academy","142950","Ohio Virtual Academy","Lucas","Region 1","Open","","Community School Startup","Disabled","42.0","37.5","57.6","37.2","31.3","26.0","31.3","57.1","32.1","52.7","34.0","60.6","38.2","27.1","61.0","37.1","48.7","45.8","39.7","78.7","64.0","70.9","69.3","62.3",">95.0","26.4","37.4","1827","14.3"
"142950","Ohio Virtual Academy","142950","Ohio Virtual Academy","Lucas","Region 1","Open","","Community School Startup","NonDisabled","72.7","69.8","87.7","70.8","67.3","52.4","57.6","85.0","67.3","86.9","63.5","88.9","71.5","60.3","92.7","79.2","86.4","78.7","73.7",">95.0","90.7","94.0","91.5","88.1",">95.0","38.3","48.9","10970","85.7"
"142968","Hope Academy Northcoast","142968","Hope Academy Northcoast","Cuyahoga","Region 3","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","90.1","--","--","41","15.1"
"142968","Hope Academy Northcoast","142968","Hope Academy Northcoast","Cuyahoga","Region 3","Open","","Community School Startup","NonDisabled","44.1","54.5","68.2","40.9","28.6","23.8","19.0","72.4","58.6","61.9","66.7","75.0","80.0","45.0","--","--","--","--","--","--","--","--","--","--","91.7","--","--","231","85.2"
"143115","Mound Street IT Careers Academy","143115","Mound Street IT Careers Academy","Montgomery","Region 10","Open","","Dropout Recovery","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","50.0","11","16.7"
"143115","Mound Street IT Careers Academy","143115","Mound Street IT Careers Academy","Montgomery","Region 10","Open","","Dropout Recovery","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","64.1","16.3","15.7","55","83.3"
"143123","Mound Street Military Careers Academy","143123","Mound Street Military Careers Academy","Montgomery","Region 10","Open","","Dropout Recovery","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","76.5","--","--","--","--"
"143123","Mound Street Military Careers Academy","143123","Mound Street Military Careers Academy","Montgomery","Region 10","Open","","Dropout Recovery","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","76.1","5.9","17.6","--","--"
"143131","Mound Street Health Careers Acadmy","143131","Mound Street Health Careers Acadmy","Montgomery","Region 10","Open","","Dropout Recovery","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"143131","Mound Street Health Careers Acadmy","143131","Mound Street Health Careers Acadmy","Montgomery","Region 10","Open","","Dropout Recovery","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","81.8","54.5","63.6","45.5","27.3","--","--","--","--","--","68.8","16.1","17.6","61","89.7"
"143164","Life Skills Center Of Hamilton County","143164","Life Skills Center Of Hamilton County","Hamilton","Region 13","Open","","Dropout Recovery","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","44.8","17.4","35.6","36","45.0"
"143164","Life Skills Center Of Hamilton County","143164","Life Skills Center Of Hamilton County","Hamilton","Region 13","Open","","Dropout Recovery","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","53.6","5.7","8.0","44","55.0"
"143172","International Acad Of Columbus","143172","International Acad Of Columbus","Franklin","Region 11","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.0","--","--","21","9.6"
"143172","International Acad Of Columbus","143172","International Acad Of Columbus","Franklin","Region 11","Open","","Community School Startup","NonDisabled","77.8","66.7","62.5","50.0","50.0","50.0","31.3","84.2","68.4","78.6","57.1","94.4","94.4","50.0","--","--","--","--","--","--","--","--","--","--","94.4","--","--","197","90.4"
