"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 9/1/2014)","Feeder IRN","School Type","Disability Status","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"022863","Marion Local High School","048553","Marion Local","Mercer","Region 6","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","76.9","--","27","10.3"
"022863","Marion Local High School","048553","Marion Local","Mercer","Region 6","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","94.8","94.8",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","236","89.7"
"022871","Marion L Steele High School","045195","Amherst Exempted Village","Lorain","Region 2","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","58.2","46.4","75.5","48.1","43.6","65.1","44.2","59.5","55.8","51.2","93.7","72.1","75.0","191","14.5"
"022871","Marion L Steele High School","045195","Amherst Exempted Village","Lorain","Region 2","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","92.7","92.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.9",">95.0","94.7","1130","85.5"
"022905","Mark Twain Elementary School","044396","Miamisburg City","Montgomery","Region 10","Open","039156","Elementary School","Disabled","--","--","80.0","33.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.9","--","--","40","11.6"
"022905","Mark Twain Elementary School","044396","Miamisburg City","Montgomery","Region 10","Open","039156","Elementary School","NonDisabled","90.5",">95.0",">95.0",">95.0","90.0","91.7","86.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","305","88.4"
"022921","Market Street Elementary School","048306","Boardman Local","Mahoning","Region 5","Open","003053","Elementary School","Disabled","61.5","46.2","71.4","64.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","67","16.6"
"022921","Market Street Elementary School","048306","Boardman Local","Mahoning","Region 5","Open","003053","Elementary School","NonDisabled","90.7","81.5","94.9","91.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","337","83.4"
"022939","Marlboro Elementary School","049882","Marlington Local","Stark","Region 9","Open","061820","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.6","--","--","27","10.6"
"022939","Marlboro Elementary School","049882","Marlington Local","Stark","Region 9","Open","061820","Elementary School","NonDisabled",">95.0","92.3",">95.0","88.5","78.4","64.9","73.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","228","89.8"
"022947","Marlington High School","049882","Marlington Local","Stark","Region 9","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","44.0","32.0","40.0","44.0","28.0","76.2","76.2","71.4","76.2","76.2","94.2",">95.0","79.4","93","13.3"
"022947","Marlington High School","049882","Marlington Local","Stark","Region 9","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0","91.0",">95.0",">95.0",">95.0",">95.0",">95.0","95.0",">95.0",">95.0","604","86.7"
"022954","Union Elementary School","045625","Upper Sandusky Exempted Village","Wyandot","Region 7","Open","066480","Elementary School","Disabled","47.4","47.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","56","18.4"
"022954","Union Elementary School","045625","Upper Sandusky Exempted Village","Wyandot","Region 7","Open","066480","Elementary School","NonDisabled","90.0","88.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","248","81.6"
"022970","Marshall Elementary School","044909","Toledo City","Lucas","Region 1","Open","038950","Elementary School","Disabled","--","--","--","--","--","--","--","50.0","40.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.1","--","--","25","8.5"
"022970","Marshall Elementary School","044909","Toledo City","Lucas","Region 1","Open","038950","Elementary School","NonDisabled","57.1","53.6","90.5","66.7","46.2","50.0","38.5","78.9","57.9","70.0","35.0","75.0","35.0","20.0","--","--","--","--","--","--","--","--","--","--","93.8","--","--","270","91.8"
"022996","Marshallville Elementary School","050559","Green Local","Wayne","Region 9","Open","014456","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","26","17.6"
"022996","Marshallville Elementary School","050559","Green Local","Wayne","Region 9","Open","014456","Elementary School","NonDisabled",">95.0",">95.0","90.9","90.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","122","82.4"
"023036","Martins Ferry High School","044347","Martins Ferry City","Belmont","Region 12","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","54.2","29.2","37.5","41.7","8.3","76.2","81.0","85.0","81.0","57.1","92.8","66.7",">95.0","95","22.0"
"023036","Martins Ferry High School","044347","Martins Ferry City","Belmont","Region 12","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","94.3","94.3",">95.0",">95.0",">95.0","91.9",">95.0",">95.0","91.5","82.8","337","78.0"
"023069","Mary B Martin School","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","009555","Elementary School","Disabled","--","--","8.3","8.3","0.0","8.3","0.0","--","--","--","--","25.0","25.0","16.7","--","--","--","--","--","--","--","--","--","--","90.6","--","--","110","29.8"
"023069","Mary B Martin School","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","009555","Elementary School","NonDisabled","42.4","28.1","33.3","25.0","21.1","15.8","0.0","76.2","38.1","47.1","23.5","55.0","45.0","30.0","--","--","--","--","--","--","--","--","--","--","91.3","--","--","259","70.2"
"023077","Minerva Elementary School","049890","Minerva Local","Stark","Region 9","Open","025031","Elementary School","Disabled","28.6","50.0","68.4","47.4","40.0","35.0","20.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.7","--","--","114","14.0"
"023077","Minerva Elementary School","049890","Minerva Local","Stark","Region 9","Open","025031","Elementary School","NonDisabled","87.6","87.5","94.4","88.8","82.4","80.7","69.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","698","86.0"
"023085","Mary M Bethune","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","013680","Elementary School","Disabled","38.5","38.5","20.0","6.7","--","--","--","33.3","25.0","13.3","13.3","55.6","22.2","22.2","--","--","--","--","--","--","--","--","--","--","92.0","--","--","109","35.6"
"023085","Mary M Bethune","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","013680","Elementary School","NonDisabled","60.0","35.0","55.6","27.8","35.0","35.0","20.0","66.7","38.9","61.9","57.1","75.0","43.8","68.8","--","--","--","--","--","--","--","--","--","--","90.8","--","--","197","64.4"
"023093","Maryland Elementary School","043620","Bexley City","Franklin","Region 11","Open","070201","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","36","10.8"
"023093","Maryland Elementary School","043620","Bexley City","Franklin","Region 11","Open","070201","Elementary School","NonDisabled",">95.0","95.0","94.9","84.2","91.4","84.4","82.9",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","299","89.5"
"023119","Marysville High School","045476","Marysville Exempted Village","Union","Region 11","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","53.4","36.2","48.3","35.1","36.2","85.4","81.3","79.2","75.0","72.9","92.5","86.4","--","229","15.2"
"023119","Marysville High School","045476","Marysville Exempted Village","Union","Region 11","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","94.7","92.2",">95.0",">95.0",">95.0",">95.0",">95.0","93.6","93.7","95.0","1276","84.8"
"023127","Bunsold Middle School","045476","Marysville Exempted Village","Union","Region 11","Open","023119","Middle School","Disabled","--","--","--","--","--","--","--","--","--","60.9","41.3","73.6","62.5","38.0","--","--","--","--","--","--","--","--","--","--","94.3","--","--","162","19.6"
"023127","Bunsold Middle School","045476","Marysville Exempted Village","Union","Region 11","Open","023119","Middle School","NonDisabled","--","--","--","--","--","--","--","--","--",">95.0","92.2",">95.0",">95.0","87.4","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","663","80.4"
"023135","Mason Community Learning Center","043489","Akron City","Summit","Region 8","Open","009498","Elementary School","Disabled","--","--","42.9","28.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.2","--","--","72","27.0"
"023135","Mason Community Learning Center","043489","Akron City","Summit","Region 8","Open","009498","Elementary School","NonDisabled","74.1","85.2","79.2",">95.0","55.6","40.7","51.9","75.0","31.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.2","--","--","195","73.0"
"023143","Symmes Valley Elementary School","047969","Symmes Valley Local","Lawrence","Region 15","Open","036749","Elementary School","Disabled","75.0","91.7","--","--","75.0","41.7","66.7","88.2","94.1","46.2","53.8","36.4","63.6","45.5","--","--","--","--","--","--","--","--","--","--","94.7","--","--","89","16.4"
"023143","Symmes Valley Elementary School","047969","Symmes Valley Local","Lawrence","Region 15","Open","036749","Elementary School","NonDisabled",">95.0","93.8","84.8","78.3","87.0","60.9","82.6","90.5",">95.0","80.9","91.5","91.7","93.3","80.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","453","83.6"
"023150","Mason Elementary School","043711","Canton City","Stark","Region 9","Open","014285","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.8","--","--","20","8.3"
"023150","Mason Elementary School","043711","Canton City","Stark","Region 9","Open","014285","Elementary School","NonDisabled","94.1","88.2","94.6","86.5","82.9","85.7","74.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","220","91.7"
"023192","Matamoras Elementary School","050492","Frontier Local","Washington","Region 16","Open","010194","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.8","--","--","25","19.7"
"023192","Matamoras Elementary School","050492","Frontier Local","Washington","Region 16","Open","010194","Elementary School","NonDisabled","76.9","92.3",">95.0","88.2","62.5","62.5","87.5","90.9","81.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","102","80.3"
"023218","Mathews High School","050153","Mathews Local","Trumbull","Region 5","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","90.9","36.4","90.9","81.8","72.7","--","--","--","--","--",">95.0","--","--","43","16.9"
"023218","Mathews High School","050153","Mathews Local","Trumbull","Region 5","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","91.5",">95.0","89.4","83.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.9","94.5","95.0","212","83.1"
"023226","Maude Marshall Elementary School","046151","Talawanda City","Butler","Region 13","Open","099754","Elementary School","Disabled","--","--","72.7","36.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.9","--","--","42","10.5"
"023226","Maude Marshall Elementary School","046151","Talawanda City","Butler","Region 13","Open","099754","Elementary School","NonDisabled","93.8","87.5","93.8","85.9","93.1","87.9","91.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","359","89.5"
"023234","Gateway Middle School","044362","Maumee City","Lucas","Region 1","Open","023242","Middle School","Disabled","--","--","--","--","--","--","--","71.4","57.1","72.4","55.2","60.7","50.0","35.7","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","96","16.1"
"023234","Gateway Middle School","044362","Maumee City","Lucas","Region 1","Open","023242","Middle School","NonDisabled","--","--","--","--","--","--","--",">95.0","92.3",">95.0","90.3",">95.0",">95.0","87.1","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","502","83.9"
"023242","Maumee High School","044362","Maumee City","Lucas","Region 1","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","68.0","56.0","48.0","48.0","36.0","88.9","83.3",">95.0","76.5","70.6","94.1","81.5","91.4","108","13.0"
"023242","Maumee High School","044362","Maumee City","Lucas","Region 1","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","94.5",">95.0","90.1","87.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.3",">95.0","725","87.0"
"023259","Max S Hayes High School","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","36.0","21.6","19.6","25.0","19.6","26.3","26.3","34.2","21.1","15.8","82.1","75.7","78.0","228","38.6"
"023259","Max S Hayes High School","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","74.5","58.2","71.6","54.7","49.5","85.3","72.0","85.3","62.7","54.7","79.0","61.0","73.3","363","61.4"
"023275","Maybury Elementary School","043802","Columbus City School District","Franklin","Region 11","Closed","042499","Elementary School","Disabled","--","--","60.0","60.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.8","--","--","51","18.8"
"023275","Maybury Elementary School","043802","Columbus City School District","Franklin","Region 11","Closed","042499","Elementary School","NonDisabled","75.0","70.8","61.3","54.8","44.0","48.0","24.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.7","--","--","221","81.3"
"023283","Mayfield Elementary School","044404","Middletown City","Butler","Region 13","Open","013284","Elementary School","Disabled","--","--","--","--","35.7","35.7","35.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.4","--","--","67","13.1"
"023283","Mayfield Elementary School","044404","Middletown City","Butler","Region 13","Open","013284","Elementary School","NonDisabled","90.9","81.8","82.4","80.9","83.0","79.2","66.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.0","--","--","446","86.9"
"023291","Fulton/Kobacker at Robinson","044909","Toledo City","Lucas","Region 1","Open","008262","Ungraded","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","52.6","26.7","217",">95.0"
"023291","Fulton/Kobacker at Robinson","044909","Toledo City","Lucas","Region 1","Open","008262","Ungraded","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"023317","Mayfield Center Elementary School","044370","Mayfield City","Cuyahoga","Region 3","Open","062349","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","42","11.0"
"023317","Mayfield Center Elementary School","044370","Mayfield City","Cuyahoga","Region 3","Open","062349","Elementary School","NonDisabled",">95.0",">95.0",">95.0","94.3","85.7","82.1","73.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","340","89.0"
"023325","Mayfield High School","044370","Mayfield City","Cuyahoga","Region 3","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","85.2","60.7","77.4","77.0","62.9","82.1","79.5","79.5","74.4","69.2","92.9","83.0","81.0","384","24.4"
"023325","Mayfield High School","044370","Mayfield City","Cuyahoga","Region 3","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.5","94.2",">95.0","1193","75.6"
"023358","Maysville High School","048850","Maysville Local","Muskingum","Region 12","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","59.4","53.1","59.4","65.6","46.9","86.4","77.3","86.4","68.2","63.6","93.6",">95.0",">95.0","101","16.0"
"023358","Maysville High School","048850","Maysville Local","Muskingum","Region 12","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","93.9",">95.0",">95.0","91.2",">95.0",">95.0",">95.0",">95.0",">95.0","94.2",">95.0",">95.0","532","84.0"
"023374","Central Elementary","050393","Vinton County Local","Vinton","Region 16","Open","111526","Elementary School","Disabled","45.5","54.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.0","--","--","78","20.1"
"023374","Central Elementary","050393","Vinton County Local","Vinton","Region 16","Open","111526","Elementary School","NonDisabled","91.5",">95.0","88.0","79.2","63.8","57.4","66.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.9","--","--","310","79.9"
"023382","McEbright Community Learning Center","043489","Akron City","Summit","Region 8","Open","018804","Elementary School","Disabled","50.0","70.0","61.5","23.1","21.4","7.1","14.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.6","--","--","64","23.2"
"023382","McEbright Community Learning Center","043489","Akron City","Summit","Region 8","Open","018804","Elementary School","NonDisabled","72.7","63.6",">95.0",">95.0","38.5","53.8","23.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.7","--","--","212","76.8"
"023390","St. Marys Middle School","044727","St Marys City","Auglaize","Region 6","Open","024208","Middle School","Disabled","--","--","--","--","--","--","--","61.9","71.4","48.1","33.3","39.3","25.0","25.0","--","--","--","--","--","--","--","--","--","--","95.0","--","--","81","17.0"
"023390","St. Marys Middle School","044727","St Marys City","Auglaize","Region 6","Open","024208","Middle School","NonDisabled","--","--","--","--","--","--","--","93.8",">95.0",">95.0",">95.0",">95.0",">95.0","87.8","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","395","83.0"
"023424","McClain High School","045401","Greenfield Exempted Village","Highland","Region 14","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","55.6","33.3","50.0","33.3","33.3","52.6","36.8","52.6","55.6","36.8","92.7","86.4","81.0","83","15.2"
"023424","McClain High School","045401","Greenfield Exempted Village","Highland","Region 14","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","91.2",">95.0","92.9","84.1",">95.0","95.0",">95.0","93.0","95.0","94.8","82.1","84.5","464","84.8"
"023440","McComb Local Elementary School","047456","McComb Local","Hancock","Region 1","Open","017665","Elementary School","Disabled","--","--","--","--","40.0","30.0","30.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","47","13.4"
"023440","McComb Local Elementary School","047456","McComb Local","Hancock","Region 1","Open","017665","Elementary School","NonDisabled",">95.0","90.2","87.8","82.9","76.1","73.9","80.4","88.5","90.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","303","86.6"
"023457","McComb Local High School","047456","McComb Local","Hancock","Region 1","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.8","--","80.0","22","10.8"
"023457","McComb Local High School","047456","McComb Local","Hancock","Region 1","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0","83.3",">95.0",">95.0",">95.0",">95.0",">95.0","94.5","91.9","93.6","182","89.2"
"023473","McCormick Junior High","044131","Huron City Schools","Erie","Region 2","Open","017194","Junior High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","69.2","30.8","38.5","--","--","--","--","--","--","--","--","--","--","94.9","--","--","22","9.2"
"023473","McCormick Junior High","044131","Huron City Schools","Erie","Region 2","Open","017194","Junior High School","NonDisabled","--","--","--","--","--","--","--","--","--",">95.0","93.9",">95.0","94.2","89.3","--","--","--","--","--","--","--","--","--","--","95.0","--","--","219","91.3"
"023515","McDonald High School","050229","McDonald Local","Trumbull","Region 5","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","90.0","90.0","70.0","--","--","--","--","--","--","--","--","--","--","92.3","--","--","49","11.7"
"023515","McDonald High School","050229","McDonald Local","Trumbull","Region 5","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--",">95.0","77.9",">95.0","91.7","89.6",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.5","89.1",">95.0","372","88.6"
"023523","McDowell Elementary School","050021","Hudson City","Summit","Region 8","Open","114090","Elementary School","Disabled","64.3","57.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","43","12.5"
"023523","McDowell Elementary School","050021","Hudson City","Summit","Region 8","Open","114090","Elementary School","NonDisabled",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","300","87.5"
"023531","McGregor Elementary School","043711","Canton City","Stark","Region 9","Open","005124","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.9","--","--","39","13.0"
"023531","McGregor Elementary School","043711","Canton City","Stark","Region 9","Open","005124","Elementary School","NonDisabled","85.4","81.3","89.2","73.0","66.7","42.9","38.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","261","87.0"
"023549","Mcgregor Elementary School","048231","Washington Local","Lucas","Region 1","Open","018127","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","34","8.4"
"023549","Mcgregor Elementary School","048231","Washington Local","Lucas","Region 1","Open","018127","Elementary School","NonDisabled","94.2","92.3","94.4","92.6","87.5","83.3",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","372","91.6"
"023572","McGuffey Elementary School","044453","Newark City","Licking","Region 11","Open","041657","Elementary School","Disabled","81.8","63.6","--","--","70.0","90.0","80.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.1","--","--","70","14.7"
"023572","McGuffey Elementary School","044453","Newark City","Licking","Region 11","Open","041657","Elementary School","NonDisabled","94.0","90.0",">95.0","92.3","84.3","90.2","92.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","406","85.5"
"023606","Columbus Alternative High School","043802","Columbus City School District","Franklin","Region 11","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.9","69.2",">95.0","46","6.3"
"023606","Columbus Alternative High School","043802","Columbus City School District","Franklin","Region 11","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","92.1",">95.0",">95.0","85.2",">95.0",">95.0",">95.0",">95.0",">95.0","95.0",">95.0",">95.0","680","93.7"
"023648","McKinley Elementary School","044909","Toledo City","Lucas","Region 1","Open","035865","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.7","--","--","50","16.3"
"023648","McKinley Elementary School","044909","Toledo City","Lucas","Region 1","Open","035865","Elementary School","NonDisabled","77.1","81.8","82.8","72.4","76.2","47.6","38.1","85.7","50.0","68.0","52.0","85.7","66.7","23.8","--","--","--","--","--","--","--","--","--","--","94.8","--","--","256","83.7"
"023671","McKinley Elementary School","045153","Xenia Community City","Greene","Region 10","Open","005678","Elementary School","Disabled","63.6","72.7","--","--","63.6","45.5","54.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.9","--","--","60","15.4"
"023671","McKinley Elementary School","045153","Xenia Community City","Greene","Region 10","Open","005678","Elementary School","NonDisabled","77.4","72.6","86.0","75.4","80.0","62.5","60.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","330","84.6"
"023689","McKinley School","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","004895","Elementary School","Disabled","15.4","7.7","--","--","--","--","--","--","--","33.3","25.0","--","--","--","--","--","--","--","--","--","--","--","--","--","93.4","--","--","78","29.3"
"023689","McKinley School","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","004895","Elementary School","NonDisabled","60.0","66.7","70.6","68.8","54.5","36.4","9.1","53.8","30.8","75.0","25.0","80.0","45.0","20.0","--","--","--","--","--","--","--","--","--","--","93.9","--","--","188","70.7"
"023705","Horace Mann Elementary School","044198","Lakewood City","Cuyahoga","Region 3","Open","009116","Elementary School","Disabled","69.2","76.9","29.4","41.2","36.4","27.3","27.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","74","22.7"
"023705","Horace Mann Elementary School","044198","Lakewood City","Cuyahoga","Region 3","Open","009116","Elementary School","NonDisabled","94.6","81.1","92.1","86.8","75.0","59.4","68.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","252","77.3"
"023804","Mckinley Elementary School","045369","Fairport Harbor Exempted Village","Lake","Region 4","Open","******","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","28","11.1"
"023804","Mckinley Elementary School","045369","Fairport Harbor Exempted Village","Lake","Region 4","Open","******","Elementary School","NonDisabled","92.3","87.2","90.9",">95.0","81.8","69.7","84.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","225","89.3"
"023812","Mckinley Elementary School","043943","Elyria City Schools","Lorain","Region 2","Open","******","Elementary School","Disabled","20.0","20.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.6","--","--","39","11.0"
"023812","Mckinley Elementary School","043943","Elyria City Schools","Lorain","Region 2","Open","******","Elementary School","NonDisabled","87.9","86.2","79.1","81.4","79.2","62.5","72.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","314","89.0"
"023820","McKinley Elementary School","045450","Lisbon Exempted Village","Columbiana","Region 5","Open","008136","Elementary School","Disabled","--","--","84.6","92.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.8","--","--","73","17.9"
"023820","McKinley Elementary School","045450","Lisbon Exempted Village","Columbiana","Region 5","Open","008136","Elementary School","NonDisabled","94.9","94.9","88.0","92.0","78.8","78.8","93.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.5","--","--","335","82.3"
