"District IRN","District Name","County","Region","Gifted ","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"045013","Washington Court House City","Fayette","Region 14","Gifted",">95.0","94.3","69.2","69.2",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","261","11.6"
"045021","Wellston City","Jackson","Region 16","Gifted",">95.0",">95.0","89.3",">95.0","89.5","78.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","211","14.1"
"045039","Wellsville Local","Columbiana","Region 5","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","26","3.4"
"045047","Westerville City","Franklin","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","4254","30.6"
"045054","West Carrollton City","Montgomery","Region 10","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0","93.3",">95.0",">95.0",">95.0",">95.0","94.3",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","362","9.8"
"045062","Westlake City","Cuyahoga","Region 3","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","690","18.6"
"045070","Whitehall City","Franklin","Region 11","Gifted","92.9","92.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.4","90.5",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","93.5",">95.0",">95.0","204","6.7"
"045088","Wickliffe City","Lake","Region 4","Gifted",">95.0",">95.0","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","140","10.6"
"045096","Willard City","Huron","Region 7","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","92.9","--","38","2.3"
"045104","Willoughby-Eastlake City","Lake","Region 4","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","1306","16.7"
"045112","Wilmington City","Clinton","Region 14","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","345","11.4"
"045120","Wooster City","Wayne","Region 9","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","558","15.0"
"045138","Worthington City","Franklin","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","3397","36.8"
"045146","Wyoming City","Hamilton","Region 13","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","913","48.0"
"045153","Xenia Community City","Greene","Region 10","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","90.9",">95.0",">95.0","92.6",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","753","17.5"
"045161","Youngstown City","Mahoning","Region 5","Gifted","--","--","--","--","90.5",">95.0",">95.0","--","--",">95.0",">95.0","85.0","75.0","65.0","92.6","88.9",">95.0","92.6","88.9",">95.0","92.6",">95.0",">95.0","92.6","94.8","89.5",">95.0","187","3.7"
"045179","Zanesville City","Muskingum","Region 12","Gifted","--","--",">95.0",">95.0",">95.0","80.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","91.2",">95.0","90.0",">95.0","95.0","80.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","169","5.1"
"045187","Ada Exempted Village","Hardin","Region 6","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","90.9","135","14.9"
"045195","Amherst Exempted Village","Lorain","Region 2","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","1017","27.6"
"045203","Barnesville Exempted Village","Belmont","Region 12","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.3",">95.0",">95.0",">95.0",">95.0",">95.0","94.4",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","304","24.0"
"045211","Bluffton Exempted Village","Allen","Region 6","Gifted",">95.0","95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0",">95.0","--","213","19.4"
"045229","Bradford Exempted Village","Miami","Region 10","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.7","--","--","43","7.4"
"045237","Bridgeport Exempted Village","Belmont","Region 12","Gifted","--","--","--","--","80.0","80.0","80.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","83.3","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","102","13.0"
"045245","Harrison Hills City","Harrison","Region 12","Gifted","--","--","--","--","87.5","83.3","87.5","--","--","--","--",">95.0",">95.0","95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.3",">95.0",">95.0","127","8.4"
"045252","Caldwell Exempted Village","Noble","Region 12","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--",">95.0","64","8.1"
"045260","Carey Exempted Village","Wyandot","Region 7","Gifted","--","--","--","--","--","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--",">95.0","53","6.3"
"045278","Carrollton Exempted Village","Carroll","Region 12","Gifted","--","--","--","--",">95.0",">95.0","94.7",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","225","10.3"
"045286","Chagrin Falls Exempted Village","Cuyahoga","Region 3","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","555","28.7"
"045294","Chesapeake Union Exempted Village","Lawrence","Region 15","Gifted",">95.0",">95.0","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","81.8","140","10.4"
"045302","Clyde-Green Springs Exempted Village","Sandusky","Region 1","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","93.5","310","14.2"
"045310","Coldwater Exempted Village","Mercer","Region 6","Gifted",">95.0",">95.0",">95.0",">95.0","92.3",">95.0","92.3",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","426","30.5"
"045328","Columbiana Exempted Village","Columbiana","Region 5","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","95.0",">95.0",">95.0","78","7.8"
"045336","Covington Exempted Village","Miami","Region 10","Gifted","--","--","--","--","--","--","--",">95.0",">95.0","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0",">95.0","93.8","114","13.5"
"045344","Crestline Exempted Village","Crawford","Region 7","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","19","2.8"
"045351","Crooksville Exempted Village","Perry","Region 16","Gifted","--","--","--","--",">95.0",">95.0","93.8",">95.0",">95.0","--","--",">95.0",">95.0",">95.0",">95.0","94.7",">95.0",">95.0","94.7",">95.0",">95.0","94.4",">95.0",">95.0","93.9",">95.0",">95.0","120","11.0"
"045369","Fairport Harbor Exempted Village","Lake","Region 4","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"045377","Georgetown Exempted Village","Brown","Region 14","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","54","5.4"
"045385","Gibsonburg Exempted Village","Sandusky","Region 1","Gifted","--","--",">95.0",">95.0",">95.0","90.9",">95.0",">95.0",">95.0",">95.0","94.7","95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.1",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","158","15.1"
"045393","Granville Exempted Village","Licking","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","1144","47.4"
"045401","Greenfield Exempted Village","Highland","Region 14","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","90.0",">95.0",">95.0","92.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","91.7","205","10.5"
"045419","Hicksville Exempted Village","Defiance","Region 1","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0","--",">95.0","51","5.6"
"045427","Hubbard Exempted Village","Trumbull","Region 5","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0","94.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.9",">95.0",">95.0","371","18.6"
"045435","Indian Hill Exempted Village","Hamilton","Region 13","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","986","55.0"
"045443","Leetonia Exempted Village","Columbiana","Region 5","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","94.4","--","--","88","11.8"
"045450","Lisbon Exempted Village","Columbiana","Region 5","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--",">95.0","146","16.2"
"045468","Loudonville-Perrysville Exempted Village","Ashland","Region 7","Gifted","--","--",">95.0",">95.0","94.4",">95.0","88.9",">95.0",">95.0",">95.0",">95.0","83.3",">95.0","83.3",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","198","16.1"
"045476","Marysville Exempted Village","Union","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","735","15.6"
"045484","Mechanicsburg Exempted Village","Champaign","Region 6","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0","--","110","12.6"
"045492","Mentor Exempted Village","Lake","Region 4","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","1969","25.5"
"045500","Milford Exempted Village","Clermont","Region 13","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","1763","27.9"
"045518","Milton-Union Exempted Village","Miami","Region 10","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","253","16.5"
"045526","Montpelier Exempted Village","Williams","Region 1","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","104","10.7"
"045534","Mount Gilead Exempted Village","Morrow","Region 7","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","62","4.9"
"045542","Newcomerstown Exempted Village","Tuscarawas","Region 12","Gifted",">95.0",">95.0",">95.0",">95.0","--","--","--","90.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.9",">95.0","127","11.8"
"045559","New Richmond Exempted Village","Clermont","Region 13","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","396","16.4"
"045567","Newton Falls Exempted Village","Trumbull","Region 5","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.9",">95.0","93.8","156","12.7"
"045575","Paulding Exempted Village","Paulding","Region 1","Gifted",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0","94.7",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--",">95.0","150","10.7"
"045583","Perrysburg Exempted Village","Wood","Region 1","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","873","19.2"
"045591","Rittman Exempted Village","Wayne","Region 9","Gifted",">95.0",">95.0","--","--",">95.0",">95.0",">95.0","92.3",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0","--","--","123","11.3"
"045609","Rossford Exempted Village","Wood","Region 1","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","238","14.1"
"045617","Tipp City Exempted Village","Miami","Region 10","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","839","34.3"
"045625","Upper Sandusky Exempted Village","Wyandot","Region 7","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","12","0.7"
"045633","Versailles Exempted Village","Darke","Region 10","Gifted","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","236","17.5"
"045641","Wauseon Exempted Village","Fulton","Region 1","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","460","24.3"
"045658","Wellington Exempted Village","Lorain","Region 2","Gifted","--","--",">95.0",">95.0",">95.0","85.7",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","200","16.1"
"045666","Windham Exempted Village","Portage","Region 8","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","44","7.3"
"045674","Yellow Springs Exempted Village","Greene","Region 10","Gifted","--","--",">95.0",">95.0",">95.0",">95.0","92.9",">95.0",">95.0","--","--",">95.0",">95.0","92.9",">95.0",">95.0",">95.0",">95.0",">95.0","94.4","94.4","94.4","94.4","94.4",">95.0",">95.0","--","114","15.8"
"045757","Allen East Local","Allen","Region 6","Gifted","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","113","10.2"
"045765","Bath Local","Allen","Region 6","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","15","0.8"
"045773","Elida Local","Allen","Region 6","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","212","8.3"
"045781","Perry Local","Allen","Region 6","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","22","2.5"
"045799","Shawnee Local","Allen","Region 6","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0","94.4",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","91.7",">95.0","369","14.5"
"045807","Spencerville Local","Allen","Region 6","Gifted","--","--",">95.0",">95.0",">95.0","93.3",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0","90.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","101","10.2"
"045823","Hillsdale Local","Ashland","Region 7","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","92","9.8"
"045831","Mapleton Local","Ashland","Region 7","Gifted",">95.0",">95.0",">95.0",">95.0","--","--","--",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--",">95.0",">95.0","93.8",">95.0",">95.0",">95.0","--",">95.0","104","11.7"
"045856","Buckeye Local","Ashtabula","Region 5","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0","94.4",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.2","169","9.3"
"045864","Grand Valley Local","Ashtabula","Region 5","Gifted",">95.0",">95.0","--","--",">95.0",">95.0",">95.0","--","--",">95.0",">95.0",">95.0","92.3","92.3",">95.0",">95.0","93.8",">95.0",">95.0","--","--","--","--","--",">95.0",">95.0",">95.0","157","11.5"
"045872","Jefferson Area Local","Ashtabula","Region 5","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","90.5",">95.0","92.3",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","92.3",">95.0","92.3",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","199","11.2"
"045880","Pymatuning Valley Local","Ashtabula","Region 5","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.1",">95.0","132","10.1"
"045906","Alexander Local","Athens","Region 16","Gifted","93.3","93.3",">95.0",">95.0","92.3",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","345","21.8"
"045914","Federal Hocking Local","Athens","Region 16","Gifted","--","--",">95.0","91.7",">95.0",">95.0",">95.0","--","--",">95.0","68.4",">95.0","94.4","88.9","93.8","93.8",">95.0","93.8","93.8",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","133","13.2"
"045922","Trimble Local","Athens","Region 16","Gifted",">95.0",">95.0",">95.0",">95.0","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","92.3","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0","92.9","95.0",">95.0",">95.0","135","15.9"
"045948","Minster Local","Auglaize","Region 6","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","238","27.5"
"045955","New Bremen Local","Auglaize","Region 6","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","197","23.9"
"045963","New Knoxville Local","Auglaize","Region 6","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","49","11.8"
"045971","Waynesfield-Goshen Local","Auglaize","Region 6","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","30","5.6"
"045997","St Clairsville-Richland City","Belmont","Region 12","Gifted","--","--","--","--","94.1","82.4","94.1",">95.0",">95.0",">95.0","94.4",">95.0","84.1","84.1",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","318","18.5"
"046003","Shadyside Local","Belmont","Region 12","Gifted","90.0","90.0",">95.0",">95.0",">95.0","85.7",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","88.9","83.3",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","162","20.0"
"046011","Union Local","Belmont","Region 12","Gifted","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0","89.5",">95.0",">95.0",">95.0",">95.0","90.7",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.2",">95.0","210","13.8"
"046037","Eastern Local","Brown","Region 14","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0","--","68","5.1"
"046045","Fayetteville-Perry Local","Brown","Region 14","Gifted","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0","--","84","9.4"
