"District IRN","District Name","County","Region","Limited English Proficiency","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"045963","New Knoxville Local","Auglaize","Region 6","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"045971","Waynesfield-Goshen Local","Auglaize","Region 6","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"045997","St Clairsville-Richland City","Belmont","Region 12","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046003","Shadyside Local","Belmont","Region 12","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046011","Union Local","Belmont","Region 12","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046037","Eastern Local","Brown","Region 14","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046045","Fayetteville-Perry Local","Brown","Region 14","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046060","Western Brown Local","Brown","Region 14","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046078","Ripley-Union-Lewis-Huntington Local","Brown","Region 14","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046094","Edgewood City","Butler","Region 13","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046102","Fairfield City","Butler","Region 13","LEP","62.1","66.3","88.1","85.1","54.2","50.0","68.8","80.9","70.2","57.1","42.9","69.0","58.6","41.4","73.9","47.8","73.9","65.2","43.5","81.0","71.4","76.2","76.2","38.1",">95.0","74.1",">95.0","675","7.1"
"046110","Lakota Local","Butler","Region 13","LEP","73.5","68.8","84.4","76.3","68.9","70.2","68.0","82.8","78.5","81.6","66.7","86.2","83.1","69.2","78.6","54.8","73.8","78.6","53.7","85.7","83.3","71.4","76.2","61.9",">95.0","64.5","68.2","1169","7.3"
"046128","Madison Local","Butler","Region 13","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046136","New Miami Local","Butler","Region 13","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046144","Ross Local","Butler","Region 13","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046151","Talawanda City","Butler","Region 13","LEP",">95.0",">95.0","90.9","90.9","84.2","78.9","78.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","98","3.2"
"046177","Brown Local","Carroll","Region 12","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046193","Graham Local","Champaign","Region 6","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046201","Triad Local","Champaign","Region 6","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046219","West Liberty-Salem Local","Champaign","Region 6","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046235","Greenon Local","Clark","Region 10","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046243","Tecumseh Local","Clark","Region 10","LEP","47.6","42.9","76.9","61.5","47.4","57.9","57.9","--","--","78.6","64.3","--","--","--","66.7","66.7","80.0","60.0","60.0","--","--","--","--","--",">95.0","--","--","238","7.9"
"046250","Northeastern Local","Clark","Region 10","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046268","Northwestern Local","Clark","Region 10","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046276","Southeastern Local","Clark","Region 10","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046284","Clark-Shawnee Local","Clark","Region 10","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046300","Batavia Local","Clermont","Region 13","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","13","0.6"
"046318","Bethel-Tate Local","Clermont","Region 13","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046326","Clermont Northeastern Local","Clermont","Region 13","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046334","Felicity-Franklin Local","Clermont","Region 13","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046342","Goshen Local","Clermont","Region 13","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","15","0.6"
"046359","West Clermont Local","Clermont","Region 13","LEP","84.6","69.2","73.3","66.7","69.2","53.8","53.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0","--","119","1.5"
"046367","Williamsburg Local","Clermont","Region 13","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046383","Blanchester Local","Clinton","Region 14","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046391","Clinton-Massie Local","Clinton","Region 14","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046409","East Clinton Local","Clinton","Region 14","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046425","Beaver Local","Columbiana","Region 5","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046433","Crestview Local","Columbiana","Region 5","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046441","Southern Local","Columbiana","Region 5","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046458","United Local","Columbiana","Region 5","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046474","Ridgewood Local","Coshocton","Region 12","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046482","River View Local","Coshocton","Region 12","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046508","Buckeye Central Local","Crawford","Region 7","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046516","Colonel Crawford Local","Crawford","Region 7","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046524","Wynford Local","Crawford","Region 7","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046557","Cuyahoga Heights Local","Cuyahoga","Region 3","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046565","Independence Local","Cuyahoga","Region 3","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046573","Olmsted Falls City","Cuyahoga","Region 3","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","48","1.3"
"046581","Orange City","Cuyahoga","Region 3","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","33","1.6"
"046599","Richmond Heights Local","Cuyahoga","Region 3","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","25","3.2"
"046607","Solon City","Cuyahoga","Region 3","LEP","93.8",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","91.7","91.7",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","84.6","--","240","5.0"
"046623","Ansonia Local","Darke","Region 10","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046631","Arcanum-Butler Local","Darke","Region 10","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046649","Franklin Monroe Local","Darke","Region 10","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046672","Mississinawa Valley Local","Darke","Region 10","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046680","Tri-Village Local","Darke","Region 10","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046706","Ayersville Local","Defiance","Region 1","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046714","Central Local","Defiance","Region 1","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046722","Northeastern Local","Defiance","Region 1","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046748","Big Walnut Local","Delaware","Region 11","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","14","0.5"
"046755","Buckeye Valley Local","Delaware","Region 11","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","14","0.6"
"046763","Olentangy Local","Delaware","Region 11","LEP","83.7","79.1","93.5","82.2","58.3","59.5","61.1","76.0","72.0","--","--","75.0",">95.0","62.5","--","--","--","--","--","--","--","--","--","--",">95.0","89.5",">95.0","347","2.0"
"046789","Edison Local (formerly Berlin-Milan)","Erie","Region 2","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046805","Margaretta Local","Erie","Region 2","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046813","Perkins Local","Erie","Region 2","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","15","0.7"
"046821","Vermilion Local","Erie","Region 2","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046847","Amanda-Clearcreek Local","Fairfield","Region 11","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046854","Berne Union Local","Fairfield","Region 11","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0","--","--"
"046862","Bloom-Carroll Local","Fairfield","Region 11","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046870","Fairfield Union Local","Fairfield","Region 11","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046888","Liberty Union-Thurston Local","Fairfield","Region 11","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"046896","Pickerington Local","Fairfield","Region 11","LEP","76.7","78.0","82.5","63.4","68.0","62.0","54.0","77.8","77.8","72.2","50.0","63.2","47.4","21.1","82.4","76.5","76.5","70.6","70.6",">95.0","86.7",">95.0","73.3","60.0",">95.0","78.9","--","375","3.8"
"046904","Walnut Township Local","Fairfield","Region 11","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.9",">95.0","--","--"
"046920","Miami Trace Local","Fayette","Region 14","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","22","0.9"
"046946","Canal Winchester Local","Franklin","Region 11","LEP","80.0","90.0","71.4","64.3","--","--","--","81.8","81.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","102","2.9"
"046953","Hamilton Local","Franklin","Region 11","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","35","1.2"
"046961","Gahanna-Jefferson City","Franklin","Region 11","LEP","83.9","80.6","79.2","87.5","90.9","68.2","63.6","94.4","88.9","--","--","75.0","66.7","41.7","70.6","76.5","82.4","88.2","76.5","--","--","--","--","--",">95.0","75.0","--","284","4.0"
"046979","Groveport Madison Local","Franklin","Region 11","LEP","89.2","73.0","--","--","68.8","50.0","56.3","50.0","56.3","75.0","45.0","--","--","--","60.0","80.0","40.0","60.0","40.0","--","--","--","--","--",">95.0","--","--","230","4.3"
"046995","New Albany-Plain Local","Franklin","Region 11","LEP","94.4","83.3","80.0","70.0","61.5","69.2","61.5","78.6","71.4","--","--","66.7","83.3","66.7","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","157","3.4"
"047001","Reynoldsburg City","Franklin","Region 11","LEP","79.5","88.6","92.1","84.2","75.0","81.8","84.1","78.8","66.7","82.6","73.9","78.3","69.6","52.2","73.3","66.7","86.7","60.0","73.3","83.3","77.8","88.9","72.2","61.1",">95.0","82.4","--","436","6.8"
"047019","Hilliard City","Franklin","Region 11","LEP","71.5","71.7","69.5","62.8","68.2","72.0","67.4","83.9","83.9","80.5","85.0","87.8","84.4","61.1","83.9","85.7","89.3","78.6","73.2","91.2","91.2","89.5","86.0","84.2",">95.0","56.3","75.0","1459","9.9"
"047027","Dublin City","Franklin","Region 11","LEP","80.6","78.3","86.3","83.1","67.9","80.7","70.9","77.5","78.6","77.8","70.7","70.2","68.9","52.6","82.4","74.5","82.4","88.2","78.4","86.2","93.1","75.9","72.4","72.4",">95.0","86.2","87.3","1430","10.4"
"047043","Archbold-Area Local","Fulton","Region 1","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","12","1.0"
"047050","Evergreen Local","Fulton","Region 1","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047068","Fayette Local","Fulton","Region 1","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047076","Pettisville Local","Fulton","Region 1","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047084","Pike-Delta-York Local","Fulton","Region 1","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","13","1.0"
"047092","Swanton Local","Fulton","Region 1","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047167","Berkshire Local","Geauga","Region 4","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047175","Cardinal Local","Geauga","Region 4","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","31","2.6"
"047183","Chardon Local","Geauga","Region 4","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","30","1.0"
"047191","Kenston Local","Geauga","Region 4","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","14","0.5"
"047209","Ledgemont Local","Geauga","Region 4","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047217","Newbury Local","Geauga","Region 4","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047225","West Geauga Local","Geauga","Region 4","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","18","0.9"
"047241","Beavercreek City","Greene","Region 10","LEP","82.4","82.4","92.6","80.8","77.3","73.9","72.7","61.9","71.4","--","--","87.5","87.5","62.5","--","--","--","--","--","--","--","--","--","--","94.9","--","71.4","266","3.7"
"047258","Cedar Cliff Local","Greene","Region 10","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047266","Greeneview Local","Greene","Region 10","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047274","Bellbrook-Sugarcreek Local","Greene","Region 10","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","42","1.7"
"047308","Rolling Hills Local","Guernsey","Region 12","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047332","Finneytown Local","Hamilton","Region 13","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","43","3.0"
"047340","Forest Hills Local","Hamilton","Region 13","LEP","--","--","72.7","81.8","75.0","91.7","75.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","98","1.4"
"047365","Northwest Local","Hamilton","Region 13","LEP","69.4","66.7","75.0","67.9","65.0","60.0","55.0","69.2","61.5","50.0","50.0","38.5","53.8","7.7","42.9","57.1","50.0","64.3","28.6","66.7","58.3","75.0","75.0","50.0",">95.0",">95.0","90.9","267","3.1"
"047373","Oak Hills Local","Hamilton","Region 13","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","50","0.7"
"047381","Southwest Local","Hamilton","Region 13","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047399","Three Rivers Local","Hamilton","Region 13","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047415","Arcadia Local","Hancock","Region 1","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047423","Arlington Local","Hancock","Region 1","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047431","Cory-Rawson Local","Hancock","Region 1","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047449","Liberty-Benton Local","Hancock","Region 1","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047456","McComb Local","Hancock","Region 1","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.4","--","--","--","--"
"047464","Van Buren Local","Hancock","Region 1","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047472","Vanlue Local","Hancock","Region 1","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047498","Hardin Northern Local","Hardin","Region 6","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047506","Ridgemont Local","Hardin","Region 6","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047514","Riverdale Local","Hardin","Region 6","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047522","Upper Scioto Valley Local","Hardin","Region 6","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047548","Conotton Valley Union Local","Harrison","Region 12","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047571","Holgate Local","Henry","Region 1","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047589","Liberty Center Local","Henry","Region 1","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047597","Patrick Henry Local","Henry","Region 1","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047613","Bright Local","Highland","Region 14","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047621","Fairfield Local","Highland","Region 14","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047639","Lynchburg-Clay Local","Highland","Region 14","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047688","East Holmes Local","Holmes","Region 12","LEP","88.8",">95.0",">95.0",">95.0","80.0","90.0","75.6","91.3","89.9","75.0","79.5","84.0","80.0","52.0","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0","--","725","41.8"
"047696","West Holmes Local","Holmes","Region 9","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.7","--","--","13","0.5"
"047712","Monroeville Local","Huron","Region 2","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047720","New London Local","Huron","Region 2","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047738","South Central Local","Huron","Region 2","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047746","Western Reserve Local","Huron","Region 2","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047761","Oak Hill Union Local","Jackson","Region 16","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047787","Buckeye Local","Jefferson","Region 12","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047795","Edison Local","Jefferson","Region 12","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047803","Indian Creek Local","Jefferson","Region 12","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047829","Centerburg Local","Knox","Region 7","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047837","Danville Local","Knox","Region 7","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047845","East Knox Local","Knox","Region 7","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047852","Fredericktown Local","Knox","Region 7","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047878","Kirtland Local","Lake","Region 4","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047886","Madison Local","Lake","Region 4","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","43","1.4"
"047894","Riverside Local","Lake","Region 4","LEP","75.0","66.7","52.6","63.2","53.3","66.7","60.0","--","--","54.5","63.6","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","133","3.1"
"047902","Perry Local","Lake","Region 4","LEP","--","--","--","--","40.0","40.0","26.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","75","4.3"
"047928","Dawson-Bryant Local","Lawrence","Region 15","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047936","Fairland Local","Lawrence","Region 15","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"047944","Rock Hill Local","Lawrence","Region 15","LEP","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
