"District IRN","District Name","County","Region","Teachers Attendance Rate 2013-14","Average Years of Teacher Experience","Average Number of Full Time Teachers","Average Teacher Salary","Average Number of Full Time Teachers Who Have At Least a Bachelors","% of Teachers Who Have At Least a Bachelors","Average Number of Full Time Teachers Who Have At Least a Masters","% of Teachers Who Have At Least a Masters","% of Core Courses Taught by a Properly Certified Teacher","# of Core Courses Taught by a Properly Certified Teacher","Total # of Core Courses","% of Core Courses Taught by a Highly Qualified Teacher","# of Core Courses Taught by a Highly Qualified Teacher","% of Core Courses Taught by Teacher with a Temporary Certificate","# of Core Courses Taught by Teacher with a Temporary Certificate"
"048496","Highland Local","Medina","Region 8","96.1","12","170","61440","170","100.0","118","69.5","99.9","1040.0","1041.0","100.0","1041.0","0","0.0"
"048512","Eastern Local","Meigs","Region 16","95","15","55","44235","55","100.0","27","49.2","89.5","247.0","276.0","94.2","260.0","0","0.0"
"048520","Meigs Local","Meigs","Region 16","94.9","15","132","43458","127","96.2","57","43.2","96.6","688.0","712.0","100.0","712.0","0","0.0"
"048538","Southern Local","Meigs","Region 16","95.3","6","58","35399","57","98.3","15","26.7","100","234.0","234.0","100.0","234.0","0","0.0"
"048553","Marion Local","Mercer","Region 6","96.4","14","55","53448","55","100.0","46","83.3","99.4","314.0","316.0","100.0","316.0","0","0.0"
"048579","Parkway Local","Mercer","Region 6","95.9","19","63","53204","63","100.0","49","78.1","100","312.0","312.0","100.0","312.0","0","0.0"
"048587","St Henry Consolidated Local","Mercer","Region 6","95.8","16","65","48829","65","100.0","52","80.3","99.7","317.0","318.0","96.2","306.0","0","0.0"
"048595","Fort Recovery Local","Mercer","Region 6","96.2","14","63","49511","61","96.8","46","73.0","98.2","279.0","284.0","100.0","284.0","0","0.0"
"048611","Bethel Local","Miami","Region 10","95.8","21","52","50249","52","100.0","42","82.0","95.4","272.0","285.0","100.0","285.0","0","0.0"
"048629","Miami East Local","Miami","Region 10","95.9","16","69","58022","69","100.0","55","79.7","95.1","389.0","409.0","100.0","409.0","0","0.0"
"048637","Newton Local","Miami","Region 10","97","8","41","47991","40","97.6","22","54.1","87.2","191.0","219.0","100.0","219.0","0","0.0"
"048652","Switzerland Of Ohio Local","Monroe","Region 12","92.8","20","171","43255","169","98.8","107","62.6","97","679.0","700.0","99.1","694.0","0","0.0"
"048678","Brookville Local","Montgomery","Region 10","96.6","15","81","54818","81","100.0","58","71.5","100","442.0","442.0","99.3","439.0","0","0.0"
"048686","Jefferson Township Local","Montgomery","Region 10","94.7","6","41","37081","38","92.6","14","34.1","97.6","166.0","170.0","100.0","170.0","0","0.0"
"048694","Trotwood-Madison City","Montgomery","Region 10","95.1","15","164","55004","164","100.0","103","62.8","100","662.0","662.0","99.7","660.0","0","0.0"
"048702","Mad River Local","Montgomery","Region 10","95.5","13","233","57463","228","97.9","168","71.9","100","872.0","872.0","100.0","872.0","0","0.0"
"048710","New Lebanon Local","Montgomery","Region 10","95.5","15","83","49088","83","100.0","57","69.5","100","318.0","318.0","100.0","318.0","0","0.0"
"048728","Northmont City","Montgomery","Region 10","95.6","8","323","56515","322","99.7","220","68.3","100","1346.0","1346.0","100.0","1346.0","0","0.0"
"048736","Northridge Local","Montgomery","Region 10","94.2","16","115","60533","105","91.3","77","67.3","98.8","563.0","570.0","100.0","570.0","0","0.0"
"048744","Valley View Local","Montgomery","Region 10","94.7","11","110","60649","110","100.0","97","88.3","100","570.0","570.0","100.0","570.0","0","0.0"
"048751","Huber Heights City","Montgomery","Region 10","94.5","17","315","65140","315","100.0","230","72.9","100","1877.0","1877.0","100.0","1877.0","0","0.0"
"048777","Morgan Local","Morgan","Region 12","94.9","15","151","45558","148","98.0","94","62.1","99.1","567.0","572.0","97.0","555.0","0","0.0"
"048793","Cardington-Lincoln Local","Morrow","Region 7","94.7","15","67","51748","66","98.5","51","76.1","100","310.0","310.0","100.0","310.0","0","0.0"
"048801","Highland Local","Morrow","Region 7","96.6","12","111","51102","111","100.0","75","67.4","99.7","671.0","673.0","99.9","672.0","0","0.0"
"048819","Northmor Local","Morrow","Region 7","94.6","13","78","50345","78","100.0","28","35.7","100","388.0","388.0","100.0","388.0","0","0.0"
"048835","East Muskingum Local","Muskingum","Region 12","96.6","17","137","52216","137","100.0","82","60.3","100","599.0","599.0","100.0","599.0","0","0.0"
"048843","Franklin Local","Muskingum","Region 12","95.6","17","146","53746","145","99.3","104","71.0","100","567.0","567.0","100.0","567.0","0","0.0"
"048850","Maysville Local","Muskingum","Region 12","97.3","13","150","48949","150","100.0","96","63.9","97.3","676.0","695.0","99.9","694.0","0","0.0"
"048876","Tri-Valley Local","Muskingum","Region 12","96.7","13","169","52328","169","100.0","110","65.1","98.4","730.0","742.0","100.0","742.0","0","0.0"
"048884","West Muskingum Local","Muskingum","Region 12","95.2","14","102","46916","102","100.0","64","62.8","99.4","474.0","477.0","98.3","469.0","0","0.0"
"048900","Noble Local","Noble","Region 12","95.5","15","66","49447","66","100.0","36","54.8","100","281.0","281.0","100.0","281.0","0","0.0"
"048926","Benton Carroll Salem Local","Ottawa","Region 1","96.1","16","91","62311","91","100.0","65","71.8","98.6","484.0","491.0","100.0","491.0","0","0.0"
"048934","Danbury Local","Ottawa","Region 1","94.6","21","40","73258","40","100.0","29","72.0","100","205.0","205.0","100.0","205.0","0","0.0"
"048942","Genoa Area Local","Ottawa","Region 1","94.9","15","78","50246","78","100.0","36","45.6","99.8","407.0","408.0","100.0","408.0","0","0.0"
"048975","Put-In-Bay Local","Ottawa","Region 1","94.2","21","14","65595","14","100.0","12","86.0","100","73.0","73.0","100.0","73.0","0","0.0"
"048991","Antwerp Local","Paulding","Region 1","97","13","46","47047","46","100.0","32","69.0","95.7","268.0","280.0","95.7","268.0","0","0.0"
"049031","Wayne Trace Local","Paulding","Region 1","96","15","62","48418","62","100.0","42","66.9","98.9","344.0","348.0","100.0","348.0","0","0.0"
"049056","Northern Local","Perry","Region 12","95.2","16","120","54588","120","100.0","85","70.6","100","685.0","685.0","100.0","685.0","0","0.0"
"049064","Southern Local","Perry","Region 16","95","14","54","45929","54","100.0","28","51.8","99.6","229.0","230.0","100.0","230.0","0","0.0"
"049080","Logan Elm Local","Pickaway","Region 11","94.9","15","127","52252","127","100.0","104","81.8","99.8","526.0","527.0","100.0","527.0","0","0.0"
"049098","Teays Valley Local","Pickaway","Region 11","95.8","15","209","59802","209","100.0","149","71.2","99.9","790.0","791.0","99.7","789.0","0","0.0"
"049106","Westfall Local","Pickaway","Region 11","96","7","115","45936","115","100.0","63","54.8","98.4","477.0","485.0","100.0","485.0","0","0.0"
"049122","Eastern Local","Pike","Region 15","94.7","12","55","49360","55","100.0","35","64.2","86.3","189.0","219.0","92.7","203.0","0","0.0"
"049130","Scioto Valley Local","Pike","Region 15","94.9","13","83","52063","83","100.0","35","41.8","92.2","261.0","283.0","100.0","283.0","0","0.0"
"049148","Waverly City","Pike","Region 15","95.1","14","101","54576","101","100.0","64","63.5","90.4","395.0","437.0","86.0","376.0","0","0.0"
"049155","Western Local","Pike","Region 15","93.9","13","41","51329","41","100.0","28","67.4","95.1","294.0","309.0","96.8","299.0","0","0.0"
"049171","Aurora City","Portage","Region 8","95.8","16","168","71334","168","100.0","149","88.3","100","702.0","702.0","100.0","702.0","0","0.0"
"049189","Crestwood Local","Portage","Region 8","95.8","15","132","54071","131","98.9","90","68.0","99.5","558.0","561.0","99.6","559.0","0","0.0"
"049197","Field Local","Portage","Region 8","95.2","13","150","50079","150","100.0","96","63.6","99.8","612.0","613.0","100.0","613.0","0","0.0"
"049205","James A Garfield Local","Portage","Region 8","96.1","17","85","56142","85","100.0","63","73.6","100","387.0","387.0","100.0","387.0","0","0.0"
"049213","Rootstown Local","Portage","Region 8","95.4","12","74","50637","74","100.0","40","53.8","100","433.0","433.0","100.0","433.0","0","0.0"
"049221","Southeast Local","Portage","Region 8","95.6","14","121","44484","121","100.0","81","67.0","99.2","627.0","632.0","100.0","632.0","0","0.0"
"049239","Streetsboro City","Portage","Region 8","94.2","12","132","59614","132","100.0","79","60.4","99.3","565.0","569.0","100.0","569.0","0","0.0"
"049247","Waterloo Local","Portage","Region 8","95.7","13","72","50645","71","98.6","41","57.5","100","330.0","330.0","100.0","330.0","0","0.0"
"049270","National Trail Local","Preble","Region 10","95.9","12","77","44102","77","100.0","47","60.3","100","326.0","326.0","100.0","326.0","0","0.0"
"049288","Preble Shawnee Local","Preble","Region 10","95","12","80","45471","80","100.0","36","45.1","100","495.0","495.0","100.0","495.0","0","0.0"
"049296","Twin Valley Community Local","Preble","Region 10","95.4","18","58","45330","58","100.0","43","73.7","98","246.0","251.0","100.0","251.0","0","0.0"
"049312","Columbus Grove Local","Putnam","Region 1","95.8","12","67","52161","67","100.0","50","74.7","99.4","333.0","335.0","100.0","335.0","0","0.0"
"049320","Continental Local","Putnam","Region 1","95.9","20","39","49098","39","100.0","26","65.8","98.8","325.0","329.0","97.0","319.0","0","0.0"
"049338","Jennings Local","Putnam","Region 1","96","28","26","49045","26","100.0","21","79.9","98.6","141.0","143.0","99.3","142.0","0","0.0"
"049346","Kalida Local","Putnam","Region 1","95.8","22","41","49249","41","100.0","27","65.4","100","209.0","209.0","100.0","209.0","0","0.0"
"049353","Leipsic Local","Putnam","Region 1","96.4","25","50","50883","50","100.0","39","78.3","100","247.0","247.0","100.0","247.0","0","0.0"
"049361","Miller City-New Cleveland Local","Putnam","Region 1","94.9","16","33","49004","33","100.0","19","57.9","100","195.0","195.0","100.0","195.0","0","0.0"
"049379","Ottawa-Glandorf Local","Putnam","Region 1","95.2","22","87","54629","87","100.0","69","79.1","97.6","444.0","455.0","100.0","455.0","0","0.0"
"049387","Ottoville Local","Putnam","Region 1","97.5","21","32","52705","32","100.0","30","93.0","100","176.0","176.0","100.0","176.0","0","0.0"
"049395","Pandora-Gilboa Local","Putnam","Region 1","95.6","23","41","48325","41","100.0","21","51.6","100","218.0","218.0","100.0","218.0","0","0.0"
"049411","Clear Fork Valley Local","Richland","Region 7","96.7","14","112","45843","112","100.0","60","53.9","98.3","512.0","521.0","100.0","521.0","0","0.0"
"049429","Crestview Local","Richland","Region 7","95.4","15","82","50741","82","100.0","53","64.5","100","378.0","378.0","100.0","378.0","0","0.0"
"049437","Lexington Local","Richland","Region 7","95.7","16","147","49234","147","100.0","100","67.7","100","880.0","880.0","100.0","880.0","0","0.0"
"049445","Lucas Local","Richland","Region 7","95.5","16","39","47787","39","100.0","34","85.8","98.9","179.0","181.0","100.0","181.0","0","0.0"
"049452","Madison Local","Richland","Region 7","95.6","12","226","46891","222","98.2","145","64.0","100","901.0","901.0","100.0","901.0","0","0.0"
"049460","Plymouth-Shiloh Local","Richland","Region 7","96","14","60","49008","60","100.0","37","61.4","100","282.0","282.0","99.6","281.0","0","0.0"
"049478","Ontario Local","Richland","Region 7","96.8","17","100","58309","100","100.0","59","58.5","100","519.0","519.0","100.0","519.0","0","0.0"
"049494","Adena Local","Ross","Region 15","95","17","62","52764","62","100.0","44","70.9","96.4","326.0","338.0","100.0","338.0","0","0.0"
"049502","Huntington Local","Ross","Region 15","93.6","13","80","56488","80","100.0","53","66.5","97.8","360.0","368.0","99.2","365.0","0","0.0"
"049510","Paint Valley Local","Ross","Region 15","94.7","15","70","49159","70","100.0","48","68.7","99.4","327.0","329.0","99.4","327.0","0","0.0"
"049528","Southeastern Local","Ross","Region 15","94.8","11","77","48906","77","100.0","23","29.8","95.7","357.0","373.0","97.3","363.0","0","0.0"
"049536","Union-Scioto Local","Ross","Region 15","95.7","7","133","48937","132","99.2","46","34.5","99.5","648.0","651.0","100.0","651.0","0","0.0"
"049544","Zane Trace Local","Ross","Region 15","95.8","14","97","53505","97","100.0","70","71.8","100","527.0","527.0","100.0","527.0","0","0.0"
"049569","Lakota Local","Sandusky","Region 1","92.7","14","54","42998","54","100.0","30","55.3","100","332.0","332.0","100.0","332.0","0","0.0"
"049577","Woodmore Local","Sandusky","Region 1","95.8","11","67","54527","67","100.0","17","25.6","98","294.0","300.0","100.0","300.0","0","0.0"
"049593","Bloom-Vernon Local","Scioto","Region 15","95.7","16","61","49381","61","100.0","36","58.3","97","355.0","366.0","97.8","358.0","0","0.0"
"049601","Clay Local","Scioto","Region 15","95.1","11","45","44779","45","100.0","21","47.3","97.5","197.0","202.0","100.0","202.0","0","0.0"
"049619","Green Local","Scioto","Region 15","93.6","14","42","44539","42","100.0","28","65.7","96.6","198.0","205.0","99.5","204.0","0","0.0"
"049627","Minford Local","Scioto","Region 15","95.1","16","96","49557","96","100.0","65","68.1","99.1","319.0","322.0","100.0","322.0","0","0.0"
"049635","Northwest Local","Scioto","Region 15","94.2","15","102","51895","101","99.0","55","53.7","98.2","387.0","394.0","97.7","385.0","0","0.0"
"049643","Valley Local","Scioto","Region 15","94.2","12","56","52659","56","100.0","29","52.3","98.8","247.0","250.0","100.0","250.0","0","0.0"
"049650","Washington-Nile Local","Scioto","Region 15","95.5","15","91","52532","91","100.0","62","67.9","100","411.0","411.0","100.0","411.0","0","0.0"
"049668","Wheelersburg Local","Scioto","Region 15","95.2","15","86","51524","86","100.0","70","81.4","99.1","428.0","432.0","100.0","432.0","0","0.0"
"049684","Seneca East Local","Seneca","Region 7","94.8","12","60","53254","60","100.0","19","32.2","100","320.0","320.0","100.0","320.0","0","0.0"
"049692","Bettsville Local","Seneca","Region 7","97.9","7","22","34935","22","100.0","6","29.6","100","84.0","84.0","100.0","84.0","0","0.0"
"049700","Hopewell-Loudon Local","Seneca","Region 7","96.5","20","48","52420","48","100.0","37","76.5","98.9","265.0","268.0","100.0","268.0","0","0.0"
"049718","New Riegel Local","Seneca","Region 7","96.2","14","29","47154","29","100.0","20","69.3","100","159.0","159.0","100.0","159.0","0","0.0"
"049726","Old Fort Local","Seneca","Region 7","96.6","11","33","47028","33","100.0","12","36.8","100","252.0","252.0","100.0","252.0","0","0.0"
"049759","Anna Local","Shelby","Region 6","96.3","17","64","62410","64","100.0","55","85.8","98.6","349.0","354.0","100.0","354.0","0","0.0"
"049767","Botkins Local","Shelby","Region 6","97.6","17","37","50514","37","100.0","29","78.6","100","238.0","238.0","100.0","238.0","0","0.0"
"049775","Fairlawn Local","Shelby","Region 6","94.8","10","36","42276","35","97.2","22","60.6","90.6","125.0","138.0","92.8","128.0","0","0.0"
"049783","Fort Loramie Local","Shelby","Region 6","96.6","17","52","55184","52","100.0","37","72.0","100","317.0","317.0","100.0","317.0","0","0.0"
"049791","Hardin-Houston Local","Shelby","Region 6","95.9","23","54","46183","53","98.1","37","68.3","99.6","239.0","240.0","99.6","239.0","0","0.0"
"049809","Jackson Center Local","Shelby","Region 6","97.2","20","36","47961","36","100.0","30","82.9","100","210.0","210.0","100.0","210.0","0","0.0"
"049817","Russia Local","Shelby","Region 6","96.3","24","31","48710","31","100.0","27","88.3","100","198.0","198.0","100.0","198.0","0","0.0"
"049833","Canton Local","Stark","Region 9","97.1","16","135","62033","132","97.8","96","71.1","100","531.0","531.0","100.0","531.0","0","0.0"
"049841","Fairless Local","Stark","Region 9","94.8","16","105","47701","105","100.0","24","22.6","98.4","423.0","430.0","98.4","423.0","0","0.0"
"049858","Jackson Local","Stark","Region 9","96.6","12","295","53406","294","99.7","187","63.3","99.4","1277.0","1285.0","100.0","1285.0","0","0.0"
"049866","Lake Local","Stark","Region 9","97.1","11","196","53966","196","100.0","99","50.3","99.6","903.0","907.0","100.0","907.0","0","0.0"
"049874","Louisville City","Stark","Region 9","96.1","17","164","55710","164","100.0","135","82.0","100","750.0","750.0","100.0","750.0","0","0.0"
"049882","Marlington Local","Stark","Region 9","95.5","14","138","48856","136","98.6","82","59.5","99.8","638.0","639.0","100.0","639.0","0","0.0"
"049890","Minerva Local","Stark","Region 9","96.4","25","99","49868","99","100.0","71","71.6","98.6","408.0","414.0","100.0","414.0","0","0.0"
"049908","Northwest Local","Stark","Region 9","95.8","15","110","53857","110","100.0","79","72.1","100","464.0","464.0","100.0","464.0","0","0.0"
"049916","Osnaburg Local","Stark","Region 9","96","18","62","47040","62","100.0","35","55.8","98.1","259.0","264.0","99.2","262.0","0","0.0"
"049924","Perry Local","Stark","Region 9","96.7","10","293","59146","285","97.3","190","64.8","99.9","1344.0","1346.0","99.0","1333.0","0","0.0"
"049932","Plain Local","Stark","Region 9","96.4","15","302","50014","300","99.3","205","67.7","100","1451.0","1451.0","100.0","1451.0","0","0.0"
"049940","Sandy Valley Local","Stark","Region 9","96.3","15","89","48537","89","100.0","52","59.0","99.3","450.0","453.0","100.0","453.0","0","0.0"
"049957","Tuslaw Local","Stark","Region 9","96.5","17","87","50501","87","100.0","53","61.5","100","412.0","412.0","100.0","412.0","0","0.0"
"049973","Woodridge Local","Summit","Region 8","94.8","13","127","62592","125","98.4","85","66.7","98.6","749.0","760.0","100.0","760.0","0","0.0"
"049981","Copley-Fairlawn City","Summit","Region 8","95.5","13","187","61648","185","98.9","140","75.1","100","1215.0","1215.0","100.0","1215.0","0","0.0"
"049999","Coventry Local","Summit","Region 8","94.7","14","136","52144","136","100.0","86","63.6","100","533.0","533.0","100.0","533.0","0","0.0"
"050005","Manchester Local","Summit","Region 8","96.4","11","80","50848","80","100.0","52","65.2","100","427.0","427.0","100.0","427.0","0","0.0"
"050013","Green Local","Summit","Region 8","93.4","12","229","58815","229","100.0","175","76.6","100","1017.0","1017.0","100.0","1017.0","0","0.0"
"050021","Hudson City","Summit","Region 8","95.4","18","288","72038","286","99.3","252","87.3","100","1237.0","1237.0","100.0","1237.0","0","0.0"
"050039","Mogadore Local","Summit","Region 8","95","9","57","65032","57","99.1","45","78.2","100","323.0","323.0","100.0","323.0","0","0.0"
"050047","Nordonia Hills City","Summit","Region 8","95.4","9","218","62389","217","99.1","163","74.6","99.2","941.0","949.0","100.0","949.0","0","0.0"
"050054","Revere Local","Summit","Region 8","95.2","17","185","69405","185","100.0","138","74.8","97.9","1041.0","1063.0","100.0","1063.0","0","0.0"
"050062","Springfield Local","Summit","Region 8","93.6","15","145","62037","144","99.3","101","69.3","100","865.0","865.0","100.0","865.0","0","0.0"
"050070","Twinsburg City","Summit","Region 8","94","4","218","70585","218","100.0","167","76.7","99.8","927.0","929.0","100.0","929.0","0","0.0"
"050096","Bloomfield-Mespo Local","Trumbull","Region 5","94.6","17","25","38674","25","100.0","9","36.7","100","129.0","129.0","97.7","126.0","0","0.0"
"050112","Bristol Local","Trumbull","Region 5","94.8","15","45","48281","45","100.0","22","50.3","100","211.0","211.0","100.0","211.0","0","0.0"
"050120","Brookfield Local","Trumbull","Region 5","96.4","16","70","47355","70","100.0","40","57.4","100","321.0","321.0","100.0","321.0","0","0.0"
"050138","Champion Local","Trumbull","Region 5","94.7","8","99","49943","99","100.0","68","69.2","98.2","388.0","395.0","100.0","395.0","0","0.0"
"050153","Mathews Local","Trumbull","Region 5","93.8","14","57","49682","57","100.0","39","67.4","100","257.0","257.0","100.0","257.0","0","0.0"
"050161","Howland Local","Trumbull","Region 5","95","15","184","57815","184","100.0","139","75.5","100","804.0","804.0","99.6","801.0","0","0.0"
"050179","Joseph Badger Local","Trumbull","Region 5","96.3","24","42","59586","42","100.0","28","65.8","100","164.0","164.0","100.0","164.0","0","0.0"
"050187","Lakeview Local","Trumbull","Region 5","94.9","14","102","50570","102","100.0","65","64.0","96.4","479.0","497.0","100.0","497.0","0","0.0"
"050195","Liberty Local","Trumbull","Region 5","95.2","10","81","48142","80","98.8","42","52.0","100","343.0","343.0","100.0","343.0","0","0.0"
"050203","Lordstown Local","Trumbull","Region 5","95.2","13","36","51484","36","100.0","15","40.4","98.8","168.0","170.0","100.0","170.0","0","0.0"
"050211","Maplewood Local","Trumbull","Region 5","95.7","16","54","54664","54","100.0","28","51.8","100","240.0","240.0","100.0","240.0","0","0.0"
"050229","Mcdonald Local","Trumbull","Region 5","94.5","17","47","51982","47","100.0","27","57.5","98.4","253.0","257.0","100.0","257.0","0","0.0"
"050237","Southington Local","Trumbull","Region 5","93.9","12","52","36285","52","100.0","20","39.0","98.5","191.0","194.0","100.0","194.0","0","0.0"
"050245","LaBrae Local","Trumbull","Region 5","95.2","15","87","53109","87","100.0","63","71.9","99.1","339.0","342.0","100.0","342.0","0","0.0"
"050252","Weathersfield Local","Trumbull","Region 5","94.3","10","55","51657","55","100.0","19","33.9","100","255.0","255.0","100.0","255.0","0","0.0"
"050278","Garaway Local","Tuscarawas","Region 12","96.8","14","70","50046","70","100.0","40","57.1","99.8","446.0","447.0","100.0","447.0","0","0.0"
"050286","Indian Valley Local","Tuscarawas","Region 12","95.7","15","102","49394","102","100.0","65","63.8","100","494.0","494.0","100.0","494.0","0","0.0"
"050294","Strasburg-Franklin Local","Tuscarawas","Region 12","95.5","15","45","44327","45","100.0","25","56.1","99.5","193.0","194.0","97.4","189.0","0","0.0"
"050302","Tuscarawas Valley Local","Tuscarawas","Region 12","94.8","14","93","47162","93","100.0","54","58.0","96.5","441.0","457.0","100.0","457.0","0","0.0"
"050328","Fairbanks Local","Union","Region 11","94.4","15","59","60616","59","100.0","40","68.3","100","324.0","324.0","100.0","324.0","0","0.0"
"050336","North Union Local","Union","Region 11","94.2","10","98","50057","95","96.9","35","35.9","100","474.0","474.0","100.0","474.0","0","0.0"
"050351","Crestview Local","Van Wert","Region 1","96.4","12","63","49169","63","100.0","43","67.4","99.7","314.0","315.0","100.0","315.0","0","0.0"
"050369","Lincolnview Local","Van Wert","Region 1","96.2","19","59","50838","59","100.0","43","73.4","99.7","375.0","376.0","100.0","376.0","0","0.0"
"050393","Vinton County Local","Vinton","Region 16","95.3","14","165","49614","165","100.0","129","78.2","96.4","678.0","703.0","99.7","701.0","0","0.0"
"050419","Carlisle Local","Warren","Region 13","95.7","14","106","49545","106","100.0","76","71.4","100","472.0","472.0","100.0","472.0","0","0.0"
"050427","Springboro Community City","Warren","Region 13","95.7","12","324","52596","324","99.9","229","70.6","100","1554.0","1554.0","100.0","1554.0","0","0.0"
"050435","Kings Local","Warren","Region 13","95.7","17","252","58548","251","99.6","169","66.9","100","1063.0","1063.0","100.0","1063.0","0","0.0"
"050443","Little Miami Local","Warren","Region 13","95.2","12","213","54156","213","100.0","138","64.5","100","1230.0","1230.0","100.0","1230.0","0","0.0"
"050450","Mason City","Warren","Region 13","96.1","13","563","65084","563","100.0","467","82.8","100","3319.0","3319.0","100.0","3319.0","0","0.0"
"050468","Wayne Local","Warren","Region 13","95.4","16","84","57021","84","100.0","59","70.0","100","427.0","427.0","100.0","427.0","0","0.0"
"050484","Fort Frye Local","Washington","Region 16","95.1","18","58","48528","58","100.0","35","59.8","99.2","474.0","478.0","100.0","478.0","0","0.0"
"050492","Frontier Local","Washington","Region 16","94.5","18","50","39898","50","100.0","17","34.3","92.7","255.0","275.0","100.0","275.0","0","0.0"
"050500","Warren Local","Washington","Region 16","95","15","137","51152","137","100.0","99","71.9","98.7","868.0","879.0","100.0","879.0","0","0.0"
"050518","Wolf Creek Local","Washington","Region 16","95.4","18","43","51581","43","100.0","27","62.6","92.9","275.0","296.0","100.0","296.0","0","0.0"
"050534","Chippewa Local","Wayne","Region 9","95.6","6","83","55506","83","100.0","48","57.6","97.6","483.0","495.0","100.0","495.0","0","0.0"
"050542","Dalton Local","Wayne","Region 9","96.8","18","55","51335","55","100.0","32","59.1","98","295.0","301.0","97.7","294.0","0","0.0"
"050559","Green Local","Wayne","Region 9","96.2","9","79","52745","79","100.0","50","63.7","96.5","330.0","342.0","97.7","334.0","0","0.0"
"050567","Norwayne Local","Wayne","Region 9","96.8","12","76","54656","75","98.7","42","55.1","99.7","360.0","361.0","100.0","361.0","0","0.0"
"050575","Northwestern Local","Wayne","Region 9","95.6","13","89","53743","89","100.0","59","67.0","100","421.0","421.0","100.0","421.0","0","0.0"
"050583","Southeast Local","Wayne","Region 9","96.3","15","90","51905","90","100.0","58","64.6","100","501.0","501.0","100.0","501.0","0","0.0"
"050591","Triway Local","Wayne","Region 9","97","15","126","49170","126","100.0","82","65.0","100","610.0","610.0","100.0","610.0","0","0.0"
"050617","Edgerton Local","Williams","Region 1","94.9","18","44","47092","44","100.0","32","71.7","96.5","277.0","287.0","99.7","286.0","0","0.0"
"050625","Edon-Northwest Local","Williams","Region 1","94.8","17","39","48557","39","100.0","25","64.0","100","232.0","232.0","100.0","232.0","0","0.0"
"050633","Millcreek-West Unity Local","Williams","Region 1","96.6","24","41","47784","41","100.0","30","73.0","100","257.0","257.0","100.0","257.0","0","0.0"
"050641","North Central Local","Williams","Region 1","93.1","7","46","44068","46","100.0","21","44.6","100","270.0","270.0","99.6","269.0","0","0.0"
"050658","Stryker Local","Williams","Region 1","96.6","14","40","42332","40","100.0","21","53.3","98.7","227.0","230.0","100.0","230.0","0","0.0"
"050674","Eastwood Local","Wood","Region 1","97.6","14","84","58292","82","97.6","60","70.6","99.2","488.0","492.0","100.0","492.0","0","0.0"
"050682","Elmwood Local","Wood","Region 1","96.2","15","81","51574","81","100.0","51","63.1","98","298.0","304.0","97.7","297.0","0","0.0"
"050690","Lake Local","Wood","Region 1","95.9","12","103","50848","103","100.0","68","65.4","99.6","464.0","466.0","100.0","466.0","0","0.0"
"050708","North Baltimore Local","Wood","Region 1","95.3","14","41","48784","40","97.6","20","48.9","100","383.0","383.0","100.0","383.0","0","0.0"
"050716","Northwood Local","Wood","Region 1","96.5","19","55","57327","55","100.0","42","76.8","100","323.0","323.0","100.0","323.0","0","0.0"
"050724","Otsego Local","Wood","Region 1","95.7","18","78","52025","77","99.7","50","65.0","92.5","382.0","413.0","100.0","413.0","0","0.0"
"050740","Mohawk Local","Wyandot","Region 7","95.8","16","54","50259","54","100.0","36","66.7","97.8","448.0","458.0","100.0","458.0","0","0.0"
"061903","Adams County/Ohio Valley Local","Adams","Region 14","93.6","15","266","50473","265","99.6","182","68.4","95.3","1033.0","1084.0","96.3","1044.0","0","0.0"
"065680","Gallia County Local","Gallia","Region 16","95","14","142","48121","142","100.0","61","43.0","98","1053.0","1075.0","98.3","1057.0","0","0.0"
"069682","East Guernsey Local","Guernsey","Region 12","95","17","54","43323","54","100.0","11","19.9","98.5","259.0","263.0","100.0","263.0","0","0.0"
"091397","Tri-County North Local","Preble","Region 10","96.7","23","60","52371","60","100.0","48","79.6","100","315.0","315.0","99.4","313.0","0","0.0"
"139303","Monroe Local","Butler","Region 13","96.9","12","122","55008","122","100.0","75","61.8","100","652.0","652.0","100.0","652.0","0","0.0"
