"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 9/1/2014)","Feeder IRN","School Type","Mobility Status","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"035311","Black River Education Center Middle School","048462","Black River Local","Medina","Region 7","Open","002782","Middle School","Longevity3orMore","--","--","--","--","--","--","--","87.2","88.5","92.0","86.0",">95.0","89.2","87.6","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","253","86.1"
"035337","Spencerville Elementary School","045807","Spencerville Local","Allen","Region 6","Open","061960","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"035337","Spencerville Elementary School","045807","Spencerville Local","Allen","Region 6","Open","061960","Elementary School","Longevity1to2","81.8","81.8","91.7","83.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","238","61.3"
"035337","Spencerville Elementary School","045807","Spencerville Local","Allen","Region 6","Open","061960","Elementary School","Longevity3orMore",">95.0",">95.0",">95.0","80.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","144","37.1"
"035345","Spencerville High School","045807","Spencerville Local","Allen","Region 6","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"035345","Spencerville High School","045807","Spencerville Local","Allen","Region 6","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","73.3","66.7","66.7","56.3","62.5","90.9","54.5","72.7","81.8","81.8","94.0","92.3","--","48","17.4"
"035345","Spencerville High School","045807","Spencerville Local","Allen","Region 6","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.9","91.8",">95.0","87.8","85.7",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","92.6","224","81.2"
"035352","Spring Elementary School","044909","Toledo City","Lucas","Region 1","Open","042150","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","20","7.4"
"035352","Spring Elementary School","044909","Toledo City","Lucas","Region 1","Open","042150","Elementary School","Longevity1to2","60.0","40.0","--","--","--","--","--","--","--","--","--","58.3","25.0","8.3","--","--","--","--","--","--","--","--","--","--","93.8","--","--","135","50.0"
"035352","Spring Elementary School","044909","Toledo City","Lucas","Region 1","Open","042150","Elementary School","Longevity3orMore","25.0","8.3","56.3","31.3","36.8","10.5","21.1","18.8","12.5","50.0","5.0","68.4","31.6","26.3","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","115","42.6"
"035402","Elyria Early Childhood Center","043943","Elyria City Schools","Lorain","Region 2","Open","028340","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","13","9.6"
"035402","Elyria Early Childhood Center","043943","Elyria City Schools","Lorain","Region 2","Open","028340","Elementary School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.1","--","--","122","89.7"
"035402","Elyria Early Childhood Center","043943","Elyria City Schools","Lorain","Region 2","Open","028340","Elementary School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"035428","Springcreek Primary Elementary School","044644","Piqua City","Miami","Region 10","Open","041269","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"035428","Springcreek Primary Elementary School","044644","Piqua City","Miami","Region 10","Open","041269","Elementary School","Longevity1to2","61.1","64.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.0","--","--","167","66.3"
"035428","Springcreek Primary Elementary School","044644","Piqua City","Miami","Region 10","Open","041269","Elementary School","Longevity3orMore","85.7","81.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","76","30.2"
"035436","Springdale Elementary School","044677","Princeton City","Hamilton","Region 13","Open","030742","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","12","2.9"
"035436","Springdale Elementary School","044677","Princeton City","Hamilton","Region 13","Open","030742","Elementary School","Longevity1to2","79.3","79.3","94.1","82.4","82.4","70.6","88.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","238","58.2"
"035436","Springdale Elementary School","044677","Princeton City","Hamilton","Region 13","Open","030742","Elementary School","Longevity3orMore","83.3","81.0",">95.0","81.0","89.2","75.7","86.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","159","38.9"
"035451","Springfield Intermediate Middle School","048371","Springfield Local","Mahoning","Region 5","Open","035469","Middle School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"035451","Springfield Intermediate Middle School","048371","Springfield Local","Mahoning","Region 5","Open","035469","Middle School","Longevity1to2","--","--","--","--","80.0","73.3","66.7","88.9","77.8","--","--",">95.0","70.0","90.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","49","13.9"
"035451","Springfield Intermediate Middle School","048371","Springfield Local","Mahoning","Region 5","Open","035469","Middle School","Longevity3orMore","--","--","--","--","93.0","86.0","82.6",">95.0","84.9",">95.0","83.1",">95.0",">95.0","91.9","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","303","85.8"
"035469","Springfield High School","048371","Springfield Local","Mahoning","Region 5","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"035469","Springfield High School","048371","Springfield Local","Mahoning","Region 5","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.4","--","--","33","9.8"
"035469","Springfield High School","048371","Springfield Local","Mahoning","Region 5","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","85.3",">95.0","86.8","80.9",">95.0",">95.0",">95.0",">95.0","93.4",">95.0",">95.0",">95.0","302","89.3"
"035477","Springfield High School","048223","Springfield Local","Lucas","Region 1","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","11","0.9"
"035477","Springfield High School","048223","Springfield Local","Lucas","Region 1","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","88.5","83.9","86.2","82.6","67.8",">95.0","94.1",">95.0",">95.0","91.8","91.9","77.8","85.9","290","24.5"
"035477","Springfield High School","048223","Springfield Local","Lucas","Region 1","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.6","92.1","93.1","90.5","84.2",">95.0",">95.0",">95.0",">95.0",">95.0","94.9",">95.0",">95.0","885","74.6"
"035485","Springfield Junior/Senior High School","050062","Springfield Local","Summit","Region 8","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","19","1.6"
"035485","Springfield Junior/Senior High School","050062","Springfield Local","Summit","Region 8","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","89.1","56.4","74.1","53.7","38.9","90.0","77.5","87.5","79.5","72.5","88.0","88.0","92.0","80.0","76.0","91.2","85.7","85.2","275","22.5"
"035485","Springfield Junior/Senior High School","050062","Springfield Local","Summit","Region 8","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","88.3","74.5","87.7","80.1","64.4","85.8","83.7","81.6","77.9","83.7","90.6","90.0","85.0","86.3","80.6","92.8",">95.0",">95.0","926","75.8"
"035493","Edison Jr. High School","047795","Edison Local","Jefferson","Region 12","Open","018218","Junior High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"035493","Edison Jr. High School","047795","Edison Local","Jefferson","Region 12","Open","018218","Junior High School","Longevity1to2","--","--","--","--","--","--","--","--","--","75.0","66.7","90.0","80.0","75.0","--","--","--","--","--","--","--","--","--","--","94.0","--","--","47","18.7"
"035493","Edison Jr. High School","047795","Edison Local","Jefferson","Region 12","Open","018218","Junior High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","81.1","72.6","90.8","87.4","77.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","199","79.0"
"035501","Springfield Middle School","048223","Springfield Local","Lucas","Region 1","Open","035477","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","26","2.7"
"035501","Springfield Middle School","048223","Springfield Local","Lucas","Region 1","Open","035477","Elementary School","Longevity1to2","--","--","--","--","--","--","--","82.4","60.3","83.8","71.3","85.1","74.3","56.8","--","--","--","--","--","--","--","--","--","--","92.9","--","--","236","24.9"
"035501","Springfield Middle School","048223","Springfield Local","Lucas","Region 1","Open","035477","Elementary School","Longevity3orMore","--","--","--","--","--","--","--","93.7","82.2","86.6","76.2","92.5","87.3","83.7","--","--","--","--","--","--","--","--","--","--","95.0","--","--","686","72.4"
"035527","Springfield High School","044818","Springfield City","Clark","Region 10","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","71.4","44","2.5"
"035527","Springfield High School","044818","Springfield City","Clark","Region 10","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","69.6","59.3","68.5","68.5","57.6","88.6","84.1","90.9","81.8","86.4","90.9","72.5","88.7","412","23.4"
"035527","Springfield High School","044818","Springfield City","Clark","Region 10","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","78.1","67.5","76.5","70.9","54.3","86.1","82.5","84.1","80.9","74.1","93.4","86.0","92.2","1304","74.1"
"035568","Spruce Elementary School","044529","North Olmsted City","Cuyahoga","Region 3","Open","006189","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"035568","Spruce Elementary School","044529","North Olmsted City","Cuyahoga","Region 3","Open","006189","Elementary School","Longevity1to2",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","146","70.9"
"035568","Spruce Elementary School","044529","North Olmsted City","Cuyahoga","Region 3","Open","006189","Elementary School","Longevity3orMore","93.5","87.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","54","26.2"
"035584","St Bernard-Elmwood Place High School","044719","St Bernard-Elmwood Place City","Hamilton","Region 13","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","10","2.3"
"035584","St Bernard-Elmwood Place High School","044719","St Bernard-Elmwood Place City","Hamilton","Region 13","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","78.6","50.0","65.6","50.0","28.1","86.7","76.7","86.7","86.7","73.3",">95.0","94.9",">95.0",">95.0",">95.0","91.4","71.4","87.5","191","44.4"
