"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 9/1/2014)","Feeder IRN","School Type","Mobility Status","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"011430","Defiance Elementary School","043869","Defiance City","Defiance","Region 1","Open","008292","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","30","2.5"
"011430","Defiance Elementary School","043869","Defiance City","Defiance","Region 1","Open","008292","Elementary School","Longevity1to2","89.2","78.4","77.3","86.4","79.5","65.9","84.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","658","54.6"
"011430","Defiance Elementary School","043869","Defiance City","Defiance","Region 1","Open","008292","Elementary School","Longevity3orMore","87.2","86.5","88.0","78.5","70.5","62.8","77.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","517","42.9"
"011436","Pleasant Education Academy","011436","Pleasant Education Academy","Marion","Region 7","Open","","Dropout Recovery","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","38.5","--","--","--"
"011436","Pleasant Education Academy","011436","Pleasant Education Academy","Marion","Region 7","Open","","Dropout Recovery","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","53.8","38.5","61.5","30.8","38.5","--","--","--","--","--","56.4","55.6","--","36","87.8"
"011436","Pleasant Education Academy","011436","Pleasant Education Academy","Marion","Region 7","Open","","Dropout Recovery","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011439","Renaissance Academy","011439","Renaissance Academy","Franklin","Region 11","Open","","Community School Startup","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","24","11.8"
"011439","Renaissance Academy","011439","Renaissance Academy","Franklin","Region 11","Open","","Community School Startup","Longevity1to2","43.8","37.5","42.9","14.3","25.0","23.5","6.3","45.5","20.0","41.7","29.2","63.6","45.5","28.6","--","--","--","--","--","--","--","--","--","--","91.5","--","--","169","82.8"
"011439","Renaissance Academy","011439","Renaissance Academy","Franklin","Region 11","Open","","Community School Startup","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.1","--","--","11","5.4"
"011444","Rushmore Academy","011444","Rushmore Academy","Marion","Region 7","Open","","Dropout Recovery","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","45.5","78.4","26","12.3"
"011444","Rushmore Academy","011444","Rushmore Academy","Marion","Region 7","Open","","Dropout Recovery","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","68.6","54.3","74.3","54.3","34.3","81.4","86.0","88.4","76.7","67.4","93.4","72.1","85.3","179","84.4"
"011444","Rushmore Academy","011444","Rushmore Academy","Marion","Region 7","Open","","Dropout Recovery","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011445","Favorite Hill Primary Elementary School","044644","Piqua City","Miami","Region 10","Open","002394","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","11","3.8"
"011445","Favorite Hill Primary Elementary School","044644","Piqua City","Miami","Region 10","Open","002394","Elementary School","Longevity1to2",">95.0","90.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.3","--","--","192","66.0"
"011445","Favorite Hill Primary Elementary School","044644","Piqua City","Miami","Region 10","Open","002394","Elementary School","Longevity3orMore","72.6","76.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.2","--","--","88","30.2"
"011452","Fayetteville-Perry Elementary School","046045","Fayetteville-Perry Local","Brown","Region 14","Open","082578","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","12","3.1"
"011452","Fayetteville-Perry Elementary School","046045","Fayetteville-Perry Local","Brown","Region 14","Open","082578","Elementary School","Longevity1to2","94.1","94.1","90.0","80.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","179","46.3"
"011452","Fayetteville-Perry Elementary School","046045","Fayetteville-Perry Local","Brown","Region 14","Open","082578","Elementary School","Longevity3orMore","93.3","88.9",">95.0",">95.0","78.2","69.1","78.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","196","50.6"
"011460","Fayetteville-Perry High School","046045","Fayetteville-Perry Local","Brown","Region 14","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011460","Fayetteville-Perry High School","046045","Fayetteville-Perry Local","Brown","Region 14","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","81.8",">95.0","90.9","81.8","70.0","80.0","90.0","70.0","80.0",">95.0","--","90.0","42","14.7"
"011460","Fayetteville-Perry High School","046045","Fayetteville-Perry Local","Brown","Region 14","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","79.2","77.4","90.6","77.4","75.5","93.1","91.4","93.1","91.4","86.2","94.7","94.4",">95.0","241","84.6"
"011462","South Central Junior High School","047738","South Central Local","Huron","Region 2","Open","034918","Middle School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011462","South Central Junior High School","047738","South Central Local","Huron","Region 2","Open","034918","Middle School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0","81.8","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","29","15.7"
"011462","South Central Junior High School","047738","South Central Local","Huron","Region 2","Open","034918","Middle School","Longevity3orMore","--","--","--","--","--","--","--","80.4","80.4","91.7","91.7","89.3","76.8","75.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","150","81.1"
"011463","Teays Valley West Middle School","049098","Teays Valley Local","Pickaway","Region 11","Open","036962","Middle School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011463","Teays Valley West Middle School","049098","Teays Valley Local","Pickaway","Region 11","Open","036962","Middle School","Longevity1to2","--","--","--","--","--","--","--","80.0","80.0","92.9","82.1","82.4","76.5","76.5","--","--","--","--","--","--","--","--","--","--","93.5","--","--","70","18.6"
"011463","Teays Valley West Middle School","049098","Teays Valley Local","Pickaway","Region 11","Open","036962","Middle School","Longevity3orMore","--","--","--","--","--","--","--","92.6","89.8","93.9","90.4",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","302","80.3"
"011468","Columbus Bilingual Academy-North","011468","Columbus Bilingual Academy-North","Franklin","Region 11","Open","","Community School Startup","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011468","Columbus Bilingual Academy-North","011468","Columbus Bilingual Academy-North","Franklin","Region 11","Open","","Community School Startup","Longevity1to2","46.2","57.7","50.0","25.0","36.4","27.3","18.2","38.5","53.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.7","--","--","216","91.1"
"011468","Columbus Bilingual Academy-North","011468","Columbus Bilingual Academy-North","Franklin","Region 11","Open","","Community School Startup","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","15","6.3"
"011470","A.B. Graham Academy","046193","Graham Local","Champaign","Region 6","Closed","","Community School Conversion","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","10","3.9"
"011470","A.B. Graham Academy","046193","Graham Local","Champaign","Region 6","Closed","","Community School Conversion","Longevity1to2","--","--","81.8","90.9","--","--","--","--","--","72.2","33.3","69.0","51.7","41.4",">95.0","85.7","85.7","76.2","81.0",">95.0","90.5",">95.0","90.5","90.5",">95.0","81.8","76.9","193","74.8"
"011470","A.B. Graham Academy","046193","Graham Local","Champaign","Region 6","Closed","","Community School Conversion","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","84.6","--","55","21.3"
"011478","Federal Hocking High School","045914","Federal Hocking Local","Athens","Region 16","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011478","Federal Hocking High School","045914","Federal Hocking Local","Athens","Region 16","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","87.5","81.3","93.8","75.0","62.5","--","--","--","--","--","93.6","80.0","91.3","50","17.3"
"011478","Federal Hocking High School","045914","Federal Hocking Local","Athens","Region 16","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","82.1","80.6","88.1","80.6","77.6",">95.0","90.6","94.3","92.5","88.7",">95.0",">95.0",">95.0","233","80.6"
"011479","LifeLinks Community School","011479","LifeLinks Community School","Van Wert","Region 1","Open","","Dropout Recovery","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","11","22.4"
"011479","LifeLinks Community School","011479","LifeLinks Community School","Van Wert","Region 1","Open","","Dropout Recovery","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","81.8","27.3","20.0","45.5","9.1","--","--","--","--","--","87.7","38.5","54.5","35","71.4"
"011479","LifeLinks Community School","011479","LifeLinks Community School","Van Wert","Region 1","Open","","Dropout Recovery","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011482","Fairwood Elementary School","044107","Hamilton City","Butler","Region 13","Open","013102","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","34","4.8"
"011482","Fairwood Elementary School","044107","Hamilton City","Butler","Region 13","Open","013102","Elementary School","Longevity1to2","94.1","94.1",">95.0","84.6","50.0","25.0","25.0","75.0","58.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.8","--","--","392","55.4"
"011482","Fairwood Elementary School","044107","Hamilton City","Butler","Region 13","Open","013102","Elementary School","Longevity3orMore","81.7","81.7","83.7","83.7","58.8","50.0","26.5","80.4","60.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","281","39.7"
"011483","Linden Elementary School","044107","Hamilton City","Butler","Region 13","Open","013102","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","22","2.9"
"011483","Linden Elementary School","044107","Hamilton City","Butler","Region 13","Open","013102","Elementary School","Longevity1to2","84.0","79.2","58.3","58.3","53.8","53.8","38.5","87.5","56.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","401","52.8"
"011483","Linden Elementary School","044107","Hamilton City","Butler","Region 13","Open","013102","Elementary School","Longevity3orMore","86.8","72.4","87.8","78.0","56.4","55.1","44.9","85.3","77.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","336","44.3"
"011484","Ridgeway Elementary School","044107","Hamilton City","Butler","Region 13","Open","013102","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","21","3.1"
"011484","Ridgeway Elementary School","044107","Hamilton City","Butler","Region 13","Open","013102","Elementary School","Longevity1to2","83.3","77.8",">95.0","90.0","84.2","73.7","68.4",">95.0","88.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","345","51.4"
"011484","Ridgeway Elementary School","044107","Hamilton City","Butler","Region 13","Open","013102","Elementary School","Longevity3orMore","90.5","93.5","88.4","82.6","76.5","66.2","65.7",">95.0","71.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","306","45.6"
"011485","Bridgeport Elementary School","044107","Hamilton City","Butler","Region 13","Open","041640","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","34","4.7"
"011485","Bridgeport Elementary School","044107","Hamilton City","Butler","Region 13","Open","041640","Elementary School","Longevity1to2","81.3",">95.0","88.2","52.9","75.0","58.3","66.7","85.7","85.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","362","50.1"
"011485","Bridgeport Elementary School","044107","Hamilton City","Butler","Region 13","Open","041640","Elementary School","Longevity3orMore","84.8","69.7","79.5","77.1","69.4","64.5","62.9","86.3","72.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","326","45.2"
"011487","Falcon Academy of Creative Arts","049197","Field Local","Portage","Region 8","Open","","Community School Conversion","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011487","Falcon Academy of Creative Arts","049197","Field Local","Portage","Region 8","Open","","Community School Conversion","Longevity1to2","90.0","90.0",">95.0","91.3","79.6","71.4","79.6","--","--",">95.0","70.0","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","163","83.6"
"011487","Falcon Academy of Creative Arts","049197","Field Local","Portage","Region 8","Open","","Community School Conversion","Longevity3orMore","--","--","--","--","--","--","--",">95.0",">95.0","91.7",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","31","15.9"
"011493","Rayen Early College","045161","Youngstown City Schools","Mahoning","Region 5","Open","031138","Middle School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011493","Rayen Early College","045161","Youngstown City Schools","Mahoning","Region 5","Open","031138","Middle School","Longevity1to2","--","--","--","--","--","--","--",">95.0","90.0","88.2","82.4",">95.0","91.7","58.3","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","39","25.3"
"011493","Rayen Early College","045161","Youngstown City Schools","Mahoning","Region 5","Open","031138","Middle School","Longevity3orMore","--","--","--","--","--","--","--",">95.0","81.0","87.1","71.0",">95.0","82.9","46.3","--","--","--","--","--","--","--","--","--","--","94.3","--","--","113","73.4"
"011494","Felicity-Franklin Local  Elementary School","046334","Felicity-Franklin Local","Clermont","Region 13","Open","125351","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","10","2.8"
"011494","Felicity-Franklin Local  Elementary School","046334","Felicity-Franklin Local","Clermont","Region 13","Open","125351","Elementary School","Longevity1to2","88.9",">95.0","90.9","90.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.9","--","--","222","62.5"
"011494","Felicity-Franklin Local  Elementary School","046334","Felicity-Franklin Local","Clermont","Region 13","Open","125351","Elementary School","Longevity3orMore","79.6","83.3","87.0","87.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","122","34.4"
"011497","Whitaker","047332","Finneytown Local","Hamilton","Region 13","Open","011668","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","22","4.7"
"011497","Whitaker","047332","Finneytown Local","Hamilton","Region 13","Open","011668","Elementary School","Longevity1to2","86.8","73.7","92.7","68.3","65.0","65.0","57.5","80.0","72.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","167","35.8"
"011497","Whitaker","047332","Finneytown Local","Hamilton","Region 13","Open","011668","Elementary School","Longevity3orMore","81.3","79.7",">95.0","91.8","82.9","81.4","75.7",">95.0","94.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","276","59.2"
"011502","Felicity-Franklin Local  High School","046334","Felicity-Franklin Local","Clermont","Region 13","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011502","Felicity-Franklin Local  High School","046334","Felicity-Franklin Local","Clermont","Region 13","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","64.7","61.1","72.2","61.1","50.0","70.0","70.0",">95.0","70.0","70.0","91.0","69.2","60.0","50","16.8"
"011502","Felicity-Franklin Local  High School","046334","Felicity-Franklin Local","Clermont","Region 13","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","79.4","82.5","82.5","69.8","73.0","91.4","89.7","87.9","87.9","82.8","93.3","89.4","85.9","241","81.1"
"011506","Dayton Regional STEM School","011506","Dayton Regional STEM School","Montgomery","Region 10","","******","STEM School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011506","Dayton Regional STEM School","011506","Dayton Regional STEM School","Montgomery","Region 10","","******","STEM School","Longevity1to2","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","76.5",">95.0","92.1","94.7",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","70.0","--","476","89.0"
"011506","Dayton Regional STEM School","011506","Dayton Regional STEM School","Montgomery","Region 10","","******","STEM School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","58","10.8"
"011507","Achieve Career Preparatory Academy","011507","Achieve Career Preparatory Academy","Lucas","Region 1","Open","","Dropout Recovery","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0.0","0.0","12","6.9"
"011507","Achieve Career Preparatory Academy","011507","Achieve Career Preparatory Academy","Lucas","Region 1","Open","","Dropout Recovery","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","50.0","35.0","40.0","45.0","30.0","81.0","58.8","61.1","60.0","58.8","87.4","17.3","22.2","118","68.2"
"011507","Achieve Career Preparatory Academy","011507","Achieve Career Preparatory Academy","Lucas","Region 1","Open","","Dropout Recovery","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.8","64.3","--","43","24.9"
"011511","Lakeland Academy Community School","123257","North Central Ohio ESC","Harrison","Region 12","Open","","Community School Conversion","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011511","Lakeland Academy Community School","123257","North Central Ohio ESC","Harrison","Region 12","Open","","Community School Conversion","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.0","--","76.9","41","91.1"
"011511","Lakeland Academy Community School","123257","North Central Ohio ESC","Harrison","Region 12","Open","","Community School Conversion","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011518","Superior Intermediate School","043513","Ashtabula Area City","Ashtabula","Region 5","Open","007088","Middle School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011518","Superior Intermediate School","043513","Ashtabula Area City","Ashtabula","Region 5","Open","007088","Middle School","Longevity1to2","--","--","72.4","72.4","59.1","50.0","63.6","71.4","66.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.9","--","--","73","18.1"
"011518","Superior Intermediate School","043513","Ashtabula Area City","Ashtabula","Region 5","Open","007088","Middle School","Longevity3orMore","--","--","85.5","80.0","66.7","63.9","58.3","81.6","83.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","326","80.7"
"011528","Jacob Coy Middle School","047241","Beavercreek City","Greene","Region 10","Open","001966","Middle School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","14","1.3"
"011528","Jacob Coy Middle School","047241","Beavercreek City","Greene","Region 10","Open","001966","Middle School","Longevity1to2","--","--","--","--","--","--","--","90.3","94.3","94.8","85.9","91.8","85.4","76.5","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","244","22.6"
"011528","Jacob Coy Middle School","047241","Beavercreek City","Greene","Region 10","Open","001966","Middle School","Longevity3orMore","--","--","--","--","--","--","--","94.2","91.8","94.2","85.0","95.0","90.7","84.5","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","819","76.0"
"011532","National Inventors Hall of Fame School, Center for STEM","043489","Akron City","Summit","Region 8","Open","011692","Middle School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011532","National Inventors Hall of Fame School, Center for STEM","043489","Akron City","Summit","Region 8","Open","011692","Middle School","Longevity1to2","--","--","--","--","75.0","70.8","79.2",">95.0","80.0","89.5","78.9","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","63","16.3"
"011532","National Inventors Hall of Fame School, Center for STEM","043489","Akron City","Summit","Region 8","Open","011692","Middle School","Longevity3orMore","--","--","--","--","80.5","82.9","85.4","91.5","86.6",">95.0","93.2",">95.0","92.9","81.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","323","83.7"
"011533","Horizon Science Academy Lorain","011533","Horizon Science Academy Lorain","Lorain","Region 2","Open","","Community School Startup","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","18","3.6"
"011533","Horizon Science Academy Lorain","011533","Horizon Science Academy Lorain","Lorain","Region 2","Open","","Community School Startup","Longevity1to2","71.4","78.6","78.1","75.0","81.3","84.4","59.4","84.4","59.4","92.3","79.5","88.9","83.3","30.6",">95.0","63.6","81.8","81.8","72.7","--","--","--","--","--","94.2","--","--","387","76.8"
"011533","Horizon Science Academy Lorain","011533","Horizon Science Academy Lorain","Lorain","Region 2","Open","","Community School Startup","Longevity3orMore","85.0","95.0","76.5","64.7","76.5","41.2","47.1","90.0","60.0","84.6","61.5","84.6","84.6","38.5","--","--","--","--","--","--","--","--","--","--","94.5","--","--","100","19.8"
"011534","Horizon Science Academy Dayton High School","011534","Horizon Science Academy Dayton High School","Montgomery","Region 10","Open","","Community School Startup","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","19","5.8"
"011534","Horizon Science Academy Dayton High School","011534","Horizon Science Academy Dayton High School","Montgomery","Region 10","Open","","Community School Startup","Longevity1to2","--","--","--","--","30.0","25.0","25.0","42.9","19.0","44.7","15.8","75.0","44.7","13.2","73.2","58.5","75.6","46.3","34.1","93.5","87.1","93.5","83.9","61.3","92.4","36.1","80.5","275","84.4"
"011534","Horizon Science Academy Dayton High School","011534","Horizon Science Academy Dayton High School","Montgomery","Region 10","Open","","Community School Startup","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","81.8","90.9","81.8","63.6","45.5","--","--","--","--","--","91.0","64.0","--","32","9.8"
"011536","Fernway Elementary School","044750","Shaker Heights City","Cuyahoga","Region 3","Open","041939","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011536","Fernway Elementary School","044750","Shaker Heights City","Cuyahoga","Region 3","Open","041939","Elementary School","Longevity1to2",">95.0",">95.0","84.6","61.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","208","63.8"
"011536","Fernway Elementary School","044750","Shaker Heights City","Cuyahoga","Region 3","Open","041939","Elementary School","Longevity3orMore","87.0","85.2","90.4","88.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","111","34.0"
"011544","Riley Elementary School","043992","Fostoria City","Seneca","Region 1","Open","031757","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011544","Riley Elementary School","043992","Fostoria City","Seneca","Region 1","Open","031757","Elementary School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.4","--","--","227","75.4"
"011544","Riley Elementary School","043992","Fostoria City","Seneca","Region 1","Open","031757","Elementary School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","69","22.9"
"011551","Field High School","049197","Field Local","Portage","Region 8","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011551","Field High School","049197","Field Local","Portage","Region 8","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","88.9",">95.0","77.8","77.8","83.3",">95.0","95.0","85.0","85.0","95.0","93.7","66.7","87.5","83","13.2"
"011551","Field High School","049197","Field Local","Portage","Region 8","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","90.9","88.6","90.8","83.3","81.8",">95.0","91.8",">95.0","90.4","91.1","94.8",">95.0",">95.0","539","85.4"
"011569","Field Middle School","049197","Field Local","Portage","Region 8","Open","011551","Middle School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011569","Field Middle School","049197","Field Local","Portage","Region 8","Open","011551","Middle School","Longevity1to2","--","--","--","--","--","--","--","82.7","80.8","87.8","65.9","88.7","86.8","77.4","--","--","--","--","--","--","--","--","--","--","94.5","--","--","152","32.2"
"011569","Field Middle School","049197","Field Local","Portage","Region 8","Open","011551","Middle School","Longevity3orMore","--","--","--","--","--","--","--","87.6","86.6","89.3","72.8","91.8",">95.0","78.2","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","314","66.5"
