"District IRN","District Name","School IRN","School Name","Transfer"
"046177","Brown Local SD","000241","QDA, Tuscarawas - (E School)","4768.35"
"046177","Brown Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","13809.30"
"046177","Brown Local SD","014081","Insight School of Ohio, Franklin - (E School)","955.80"
"046177","Brown Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","80006.31"
"046177","Brown Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","54520.05"
"046177","Brown Local SD","143305","Treca Digital Academy, Marion - (E School)","7072.92"
"046177","Brown Local SD","143396","Alternative Education Academy, Lucas - (E School)","18556.35"
"046177","Brown Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","5342.85"
"046193","Graham Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","49303.50"
"046193","Graham Local SD","000241","QDA, Tuscarawas - (E School)","4825.80"
"046193","Graham Local SD","011470","A.B. Graham Academy, Champaign","570516.87"
"046193","Graham Local SD","014081","Insight School of Ohio, Franklin - (E School)","13764.09"
"046193","Graham Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","71946.09"
"046193","Graham Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","56458.50"
"046193","Graham Local SD","143305","Treca Digital Academy, Marion - (E School)","84895.17"
"046193","Graham Local SD","151027","London Academy, Madison - (E School)","7837.56"
"046201","Triad Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","3964.05"
"046201","Triad Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","21141.60"
"046201","Triad Local SD","011470","A.B. Graham Academy, Champaign","5620.98"
"046201","Triad Local SD","014081","Insight School of Ohio, Franklin - (E School)","5687.55"
"046201","Triad Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","59176.50"
"046201","Triad Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","49158.35"
"046201","Triad Local SD","143305","Treca Digital Academy, Marion - (E School)","22881.36"
"046201","Triad Local SD","151027","London Academy, Madison - (E School)","13982.67"
"046219","West Liberty-Salem Local SD","013930","Global Impact STEM Academy, Clark","6947.83"
"046219","West Liberty-Salem Local SD","014081","Insight School of Ohio, Franklin - (E School)","2929.95"
"046219","West Liberty-Salem Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","51288.51"
"046219","West Liberty-Salem Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","17235.00"
"046219","West Liberty-Salem Local SD","143305","Treca Digital Academy, Marion - (E School)","27361.89"
"046235","Greenon Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","43060.53"
"046235","Greenon Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","5745.00"
"046235","Greenon Local SD","000577","Emerson Academy of Dayton, Montgomery","5925.11"
"046235","Greenon Local SD","011506","Dayton Regional STEM School, Greene","17476.40"
"046235","Greenon Local SD","013930","Global Impact STEM Academy, Clark","20610.17"
"046235","Greenon Local SD","014081","Insight School of Ohio, Franklin - (E School)","6779.10"
"046235","Greenon Local SD","014148","Provost Academy Ohio, Franklin - (E School)","4998.15"
"046235","Greenon Local SD","132761","Summit Academy CS Xenia, Greene","30332.11"
"046235","Greenon Local SD","132795","Cliff Park High School, Clark","3622.55"
"046235","Greenon Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","57471.81"
"046235","Greenon Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","147522.35"
"046235","Greenon Local SD","143305","Treca Digital Academy, Marion - (E School)","19073.40"
"046235","Greenon Local SD","143396","Alternative Education Academy, Lucas - (E School)","5745.00"
"046235","Greenon Local SD","149088","Fairborn Digital Academy, Greene - (E School)","20703.30"
"046243","Tecumseh Local SD","000138","Pathway School of Discovery, Montgomery","31854.41"
"046243","Tecumseh Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","92379.60"
"046243","Tecumseh Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","6032.25"
"046243","Tecumseh Local SD","000610","Summit Academy MS Columbus, Franklin","3014.38"
"046243","Tecumseh Local SD","000621","Summit Acdy Transition High Da, Montgomery","2009.59"
"046243","Tecumseh Local SD","000813","Life Skills Center of Dayton, Montgomery","773.30"
"046243","Tecumseh Local SD","011470","A.B. Graham Academy, Champaign","9214.11"
"046243","Tecumseh Local SD","011506","Dayton Regional STEM School, Greene","18749.12"
"046243","Tecumseh Local SD","012000","Cruiser Academy, Franklin","1318.80"
"046243","Tecumseh Local SD","013930","Global Impact STEM Academy, Clark","6947.07"
"046243","Tecumseh Local SD","014081","Insight School of Ohio, Franklin - (E School)","1780.95"
"046243","Tecumseh Local SD","132787","Springfield Acad of Excellence, Clark","5127.87"
"046243","Tecumseh Local SD","132795","Cliff Park High School, Clark","9793.26"
"046243","Tecumseh Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","205072.29"
"046243","Tecumseh Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","178498.11"
"046243","Tecumseh Local SD","143305","Treca Digital Academy, Marion - (E School)","72416.40"
"046243","Tecumseh Local SD","143396","Alternative Education Academy, Lucas - (E School)","28667.55"
"046243","Tecumseh Local SD","149088","Fairborn Digital Academy, Greene - (E School)","11370.00"
"046250","Northeastern Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","31252.80"
"046250","Northeastern Local SD","000610","Summit Academy MS Columbus, Franklin","11016.34"
"046250","Northeastern Local SD","011470","A.B. Graham Academy, Champaign","17386.28"
"046250","Northeastern Local SD","013930","Global Impact STEM Academy, Clark","44906.46"
"046250","Northeastern Local SD","014081","Insight School of Ohio, Franklin - (E School)","1780.95"
"046250","Northeastern Local SD","014190","Life Skills HS of Springfield, Clark","28724.60"
"046250","Northeastern Local SD","132787","Springfield Acad of Excellence, Clark","12019.76"
"046250","Northeastern Local SD","132795","Cliff Park High School, Clark","32912.36"
"046250","Northeastern Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","86713.23"
"046250","Northeastern Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","185655.70"
"046250","Northeastern Local SD","143305","Treca Digital Academy, Marion - (E School)","48200.55"
"046250","Northeastern Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","10341.00"
"046250","Northeastern Local SD","149088","Fairborn Digital Academy, Greene - (E School)","402.15"
"046250","Northeastern Local SD","151027","London Academy, Madison - (E School)","19152.15"
"046268","Northwestern Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","7353.60"
"046268","Northwestern Local SD","000303","Summit Academy Sec Youngstown, Mahoning","416.42"
"046268","Northwestern Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","5745.00"
"046268","Northwestern Local SD","000510","Springfield Prep & Fitness, Clark","35770.68"
"046268","Northwestern Local SD","000614","Summit Academy Tr HS-Columbus, Franklin","4223.70"
"046268","Northwestern Local SD","011470","A.B. Graham Academy, Champaign","41728.74"
"046268","Northwestern Local SD","013930","Global Impact STEM Academy, Clark","27421.14"
"046268","Northwestern Local SD","014081","Insight School of Ohio, Franklin - (E School)","5630.10"
"046268","Northwestern Local SD","014136","Mosaica Online of Ohio, Franklin - (E School)","1953.30"
"046268","Northwestern Local SD","132787","Springfield Acad of Excellence, Clark","11826.95"
"046268","Northwestern Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","78373.85"
"046268","Northwestern Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","98908.46"
"046268","Northwestern Local SD","143305","Treca Digital Academy, Marion - (E School)","53970.42"
"046268","Northwestern Local SD","143396","Alternative Education Academy, Lucas - (E School)","5515.20"
"046268","Northwestern Local SD","149088","Fairborn Digital Academy, Greene - (E School)","6499.44"
"046276","Southeastern Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","11949.60"
"046276","Southeastern Local SD","000241","QDA, Tuscarawas - (E School)","3619.35"
"046276","Southeastern Local SD","013930","Global Impact STEM Academy, Clark","6878.93"
"046276","Southeastern Local SD","014190","Life Skills HS of Springfield, Clark","9711.29"
"046276","Southeastern Local SD","132795","Cliff Park High School, Clark","15859.41"
"046276","Southeastern Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","6600.63"
"046276","Southeastern Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","49189.32"
"046276","Southeastern Local SD","143305","Treca Digital Academy, Marion - (E School)","24839.70"
"046276","Southeastern Local SD","151027","London Academy, Madison - (E School)","32250.75"
"046284","Clark-Shawnee Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","6376.95"
"046284","Clark-Shawnee Local SD","000510","Springfield Prep & Fitness, Clark","15213.42"
"046284","Clark-Shawnee Local SD","000614","Summit Academy Tr HS-Columbus, Franklin","3615.64"
"046284","Clark-Shawnee Local SD","013930","Global Impact STEM Academy, Clark","73567.73"
"046284","Clark-Shawnee Local SD","014190","Life Skills HS of Springfield, Clark","16990.96"
"046284","Clark-Shawnee Local SD","132787","Springfield Acad of Excellence, Clark","18256.82"
"046284","Clark-Shawnee Local SD","132795","Cliff Park High School, Clark","17934.51"
"046284","Clark-Shawnee Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","91034.28"
"046284","Clark-Shawnee Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","99852.63"
"046284","Clark-Shawnee Local SD","143305","Treca Digital Academy, Marion - (E School)","31935.94"
"046284","Clark-Shawnee Local SD","143396","Alternative Education Academy, Lucas - (E School)","517.05"
"046284","Clark-Shawnee Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","18141.96"
"046300","Batavia Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","8602.71"
"046300","Batavia Local SD","000282","Greater Ohio Virtual School, Warren - (E School)","3332.10"
"046300","Batavia Local SD","000306","Summit Academy Cincinnati, Hamilton","674.91"
"046300","Batavia Local SD","014081","Insight School of Ohio, Franklin - (E School)","2700.15"
"046300","Batavia Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","90453.15"
"046300","Batavia Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","202115.55"
"046300","Batavia Local SD","143305","Treca Digital Academy, Marion - (E School)","11490.00"
"046318","Bethel-Tate Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","23590.59"
"046318","Bethel-Tate Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","154688.75"
"046318","Bethel-Tate Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","130682.37"
"046318","Bethel-Tate Local SD","143305","Treca Digital Academy, Marion - (E School)","5745.00"
"046318","Bethel-Tate Local SD","143396","Alternative Education Academy, Lucas - (E School)","631.95"
"046318","Bethel-Tate Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","5630.10"
"046326","Clermont-Northeastern Local","000236","Ohio Connections Academy, Cuyahoga - (E School)","48968.70"
"046326","Clermont-Northeastern Local","000282","Greater Ohio Virtual School, Warren - (E School)","14534.85"
"046326","Clermont-Northeastern Local","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","134287.44"
"046326","Clermont-Northeastern Local","142950","Ohio Virtual Academy, Lucas - (E School)","83647.20"
"046326","Clermont-Northeastern Local","143396","Alternative Education Academy, Lucas - (E School)","12926.25"
"046334","Felicity-Franklin Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","5745.00"
"046334","Felicity-Franklin Local SD","000608","Summit Academy Transition High, Hamilton","9824.64"
"046334","Felicity-Franklin Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","101279.23"
"046334","Felicity-Franklin Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","121349.51"
"046334","Felicity-Franklin Local SD","143396","Alternative Education Academy, Lucas - (E School)","18829.83"
"046342","Goshen Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","17177.55"
"046342","Goshen Local SD","000282","Greater Ohio Virtual School, Warren - (E School)","10053.75"
"046342","Goshen Local SD","000303","Summit Academy Sec Youngstown, Mahoning","4844.43"
"046342","Goshen Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","5687.55"
"046342","Goshen Local SD","013240","Cincinnati State STEM Academy, Hamilton","2579.50"
"046342","Goshen Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","140851.44"
"046342","Goshen Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","142141.90"
"046342","Goshen Local SD","143305","Treca Digital Academy, Marion - (E School)","3102.30"
"046342","Goshen Local SD","143396","Alternative Education Academy, Lucas - (E School)","16999.59"
"046359","West Clermont Local SD","000139","Alliance Academy of Cincinnati, Hamilton","6999.62"
"046359","West Clermont Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","211780.28"
"046359","West Clermont Local SD","000282","Greater Ohio Virtual School, Warren - (E School)","3274.65"
"046359","West Clermont Local SD","000306","Summit Academy Cincinnati, Hamilton","19149.07"
"046359","West Clermont Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","36180.24"
"046359","West Clermont Local SD","000541","Constellation: Outreach, Cuyahoga","10860.67"
"046359","West Clermont Local SD","000608","Summit Academy Transition High, Hamilton","9574.53"
"046359","West Clermont Local SD","000781","Cincinnati Speech & Reading, Hamilton","5931.87"
"046359","West Clermont Local SD","000804","Horizon Science Acad. Cincini, Hamilton","11863.76"
"046359","West Clermont Local SD","012683","Accel Achieve Acad N Cinci, Hamilton","4626.87"
"046359","West Clermont Local SD","014081","Insight School of Ohio, Franklin - (E School)","12926.25"
"046359","West Clermont Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","700210.31"
"046359","West Clermont Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","952351.04"
"046359","West Clermont Local SD","143305","Treca Digital Academy, Marion - (E School)","3561.90"
"046359","West Clermont Local SD","143396","Alternative Education Academy, Lucas - (E School)","47740.95"
"046359","West Clermont Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","31137.90"
"046367","Williamsburg Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","7123.80"
"046367","Williamsburg Local SD","014081","Insight School of Ohio, Franklin - (E School)","6147.15"
"046367","Williamsburg Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","94390.38"
"046367","Williamsburg Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","119829.03"
"046367","Williamsburg Local SD","143305","Treca Digital Academy, Marion - (E School)","4251.30"
"046367","Williamsburg Local SD","143396","Alternative Education Academy, Lucas - (E School)","36414.05"
"046367","Williamsburg Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","42449.22"
"046383","Blanchester Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","17349.90"
"046383","Blanchester Local SD","000282","Greater Ohio Virtual School, Warren - (E School)","11432.55"
"046383","Blanchester Local SD","000610","Summit Academy MS Columbus, Franklin","2078.11"
"046383","Blanchester Local SD","014081","Insight School of Ohio, Franklin - (E School)","976.65"
"046383","Blanchester Local SD","014148","Provost Academy Ohio, Franklin - (E School)","4193.85"
"046383","Blanchester Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","107498.30"
"046383","Blanchester Local SD","134288","East End Comm Heritage School, Hamilton","3953.09"
"046383","Blanchester Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","164033.79"
"046383","Blanchester Local SD","143305","Treca Digital Academy, Marion - (E School)","15683.85"
"046383","Blanchester Local SD","143396","Alternative Education Academy, Lucas - (E School)","5745.00"
"046383","Blanchester Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","3217.20"
"046391","Clinton-Massie Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","37741.50"
"046391","Clinton-Massie Local SD","000282","Greater Ohio Virtual School, Warren - (E School)","72243.03"
"046391","Clinton-Massie Local SD","000634","Summit Academy Second Middleto, Butler","45295.51"
"046391","Clinton-Massie Local SD","014081","Insight School of Ohio, Franklin - (E School)","7870.65"
"046391","Clinton-Massie Local SD","132761","Summit Academy CS Xenia, Greene","27326.05"
"046391","Clinton-Massie Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","88188.58"
"046391","Clinton-Massie Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","179195.02"
"046391","Clinton-Massie Local SD","143396","Alternative Education Academy, Lucas - (E School)","18807.45"
"046391","Clinton-Massie Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","14649.75"
"046409","East Clinton Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","7123.80"
"046409","East Clinton Local SD","000282","Greater Ohio Virtual School, Warren - (E School)","15207.42"
"046409","East Clinton Local SD","000610","Summit Academy MS Columbus, Franklin","4647.58"
"046409","East Clinton Local SD","014081","Insight School of Ohio, Franklin - (E School)","402.15"
"046409","East Clinton Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","57908.46"
"046409","East Clinton Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","88227.15"
"046409","East Clinton Local SD","143396","Alternative Education Academy, Lucas - (E School)","14429.25"
"046409","East Clinton Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","8219.88"
"046409","East Clinton Local SD","151027","London Academy, Madison - (E School)","6376.95"
"046425","Beaver Local SD","000241","QDA, Tuscarawas - (E School)","37802.10"
"046425","Beaver Local SD","000302","Summit Academy Community Schoo, Cuyahoga","4706.76"
"046425","Beaver Local SD","000303","Summit Academy Sec Youngstown, Mahoning","9836.08"
"046425","Beaver Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","334287.23"
"046425","Beaver Local SD","014081","Insight School of Ohio, Franklin - (E School)","3849.15"
"046425","Beaver Local SD","133306","Summit Academy Altern Canton, Stark","5508.21"
"046425","Beaver Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","25909.95"
"046425","Beaver Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","40126.50"
"046425","Beaver Local SD","143396","Alternative Education Academy, Lucas - (E School)","5745.00"
"046425","Beaver Local SD","148999","Mahoning Unlimited Classroom, Mahoning - (E School)","1608.60"
"046433","Crestview Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","7640.85"
"046433","Crestview Local SD","000303","Summit Academy Sec Youngstown, Mahoning","8812.73"
"046433","Crestview Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","32112.51"
"046433","Crestview Local SD","014081","Insight School of Ohio, Franklin - (E School)","1723.50"
"046433","Crestview Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","54886.05"
"046433","Crestview Local SD","143305","Treca Digital Academy, Marion - (E School)","12602.85"
"046433","Crestview Local SD","143453","Mollie Kessler, Mahoning","9852.74"
"046441","Southern Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","3249.72"
"046441","Southern Local SD","000241","QDA, Tuscarawas - (E School)","7813.20"
"046441","Southern Local SD","000303","Summit Academy Sec Youngstown, Mahoning","67371.11"
"046441","Southern Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","42458.55"
"046441","Southern Local SD","000623","Summit Academy-Youngstown, Mahoning","30632.80"
"046441","Southern Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","8732.40"
"046441","Southern Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","48239.07"
"046458","United Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","12753.90"
"046458","United Local SD","000241","QDA, Tuscarawas - (E School)","2929.95"
"046458","United Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","32233.98"
"046458","United Local SD","014081","Insight School of Ohio, Franklin - (E School)","4883.25"
"046458","United Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","9125.88"
"046458","United Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","54086.94"
"046458","United Local SD","143396","Alternative Education Academy, Lucas - (E School)","18613.80"
"046474","Ridgewood Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","11490.00"
"046474","Ridgewood Local SD","000241","QDA, Tuscarawas - (E School)","30125.10"
"046474","Ridgewood Local SD","000598","Coshocton Opportunity School, Coshocton","22524.61"
"046474","Ridgewood Local SD","014081","Insight School of Ohio, Franklin - (E School)","2642.70"
"046474","Ridgewood Local SD","014148","Provost Academy Ohio, Franklin - (E School)","2068.20"
"046474","Ridgewood Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","29557.95"
"046474","Ridgewood Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","9648.40"
"046474","Ridgewood Local SD","143396","Alternative Education Academy, Lucas - (E School)","631.95"
"046482","River View Local SD","000162","NDA, Licking - (E School)","11490.00"
"046482","River View Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","69284.70"
"046482","River View Local SD","000241","QDA, Tuscarawas - (E School)","7008.90"
"046482","River View Local SD","000598","Coshocton Opportunity School, Coshocton","79390.03"
"046482","River View Local SD","000941","Par Excellence Academy, Licking","1817.61"
"046482","River View Local SD","014081","Insight School of Ohio, Franklin - (E School)","2642.70"
"046482","River View Local SD","014148","Provost Academy Ohio, Franklin - (E School)","1608.60"
"046482","River View Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","101754.60"
"046482","River View Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","138647.19"
"046482","River View Local SD","143305","Treca Digital Academy, Marion - (E School)","17062.65"
"046482","River View Local SD","143396","Alternative Education Academy, Lucas - (E School)","11604.90"
"046482","River View Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","4940.70"
"046508","Buckeye Central Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","5745.00"
"046508","Buckeye Central Local SD","000311","Bridges Community Academy, Seneca","12073.94"
"046508","Buckeye Central Local SD","014081","Insight School of Ohio, Franklin - (E School)","804.30"
"046508","Buckeye Central Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","60709.80"
"046508","Buckeye Central Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","30152.00"
"046508","Buckeye Central Local SD","143305","Treca Digital Academy, Marion - (E School)","49051.53"
"046508","Buckeye Central Local SD","149047","Goal Digital Academy, Morrow - (E School)","6606.75"
"046516","Colonel Crawford Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","12409.20"
"046516","Colonel Crawford Local SD","000614","Summit Academy Tr HS-Columbus, Franklin","6640.56"
"046516","Colonel Crawford Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","9558.00"
"046516","Colonel Crawford Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","26484.45"
"046516","Colonel Crawford Local SD","143305","Treca Digital Academy, Marion - (E School)","73638.42"
"046516","Colonel Crawford Local SD","143396","Alternative Education Academy, Lucas - (E School)","5745.00"
"046516","Colonel Crawford Local SD","148981","Tomorrow Center, Morrow","66049.52"
"046516","Colonel Crawford Local SD","149047","Goal Digital Academy, Morrow - (E School)","22543.74"
"046524","Wynford Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","31743.84"
"046524","Wynford Local SD","000311","Bridges Community Academy, Seneca","7104.02"
"046524","Wynford Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","11490.00"
"046524","Wynford Local SD","011444","Rushmore Academy, Marion","9686.65"
"046524","Wynford Local SD","012867","Townsend North Community Sch, Erie","19870.36"
"046524","Wynford Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","38777.73"
"046524","Wynford Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","86462.25"
"046524","Wynford Local SD","143305","Treca Digital Academy, Marion - (E School)","78383.61"
"046524","Wynford Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","15526.17"
"046524","Wynford Local SD","148981","Tomorrow Center, Morrow","4122.71"
"046524","Wynford Local SD","149047","Goal Digital Academy, Morrow - (E School)","11490.00"
"046557","Cuyahoga Heights Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","7468.50"
"046557","Cuyahoga Heights Local SD","000318","Menlo Park Academy, Cuyahoga","11839.20"
"046557","Cuyahoga Heights Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","5745.00"
"046557","Cuyahoga Heights Local SD","000936","Promise Academy, Cuyahoga","348.85"
"046557","Cuyahoga Heights Local SD","013199","Nexus Academy of  Cleveland, Cuyahoga","1744.23"
"046557","Cuyahoga Heights Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","2642.70"
"046557","Cuyahoga Heights Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","10455.90"
"046557","Cuyahoga Heights Local SD","143305","Treca Digital Academy, Marion - (E School)","17235.00"
"046565","Independence Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","9558.00"
"046565","Independence Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","18118.05"
"046565","Independence Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","6664.20"
"046573","Olmsted Falls City SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","57450.00"
"046573","Olmsted Falls City SD","000302","Summit Academy Community Schoo, Cuyahoga","28799.53"
"046573","Olmsted Falls City SD","000316","Constellation Schools: Westpar, Cuyahoga","1847.87"
"046573","Olmsted Falls City SD","000318","Menlo Park Academy, Cuyahoga","74796.03"
"046573","Olmsted Falls City SD","000417","Buckeye On-Line School, Columbiana - (E School)","17235.00"
"046573","Olmsted Falls City SD","000541","Constellation: Outreach, Cuyahoga","12460.96"
"046573","Olmsted Falls City SD","013994","Albert Einstein Academy, Cuyahoga","53978.29"
"046573","Olmsted Falls City SD","132969","ConstellationElyria Community, Lorain","6022.36"
"046573","Olmsted Falls City SD","133256","Parma Community, Cuyahoga","3733.86"
"046573","Olmsted Falls City SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","93755.28"
"046573","Olmsted Falls City SD","142950","Ohio Virtual Academy, Lucas - (E School)","162645.49"
"046573","Olmsted Falls City SD","143305","Treca Digital Academy, Marion - (E School)","976.65"
"046573","Olmsted Falls City SD","143396","Alternative Education Academy, Lucas - (E School)","5515.20"
"046581","Orange City SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","2068.20"
"046581","Orange City SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","4481.10"
"046581","Orange City SD","142950","Ohio Virtual Academy, Lucas - (E School)","52844.75"
"046599","Richmond Heights Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","17235.00"
"046599","Richmond Heights Local SD","000543","Pinnacle Academy, Cuyahoga","79723.33"
"046599","Richmond Heights Local SD","000560","Apex Academy, Cuyahoga","20808.78"
"046599","Richmond Heights Local SD","000564","Virtual Schoolhouse, Inc., Cuyahoga","26757.58"
"046599","Richmond Heights Local SD","000677","New Day Academy Boarding, Cuyahoga","19099.20"
"046599","Richmond Heights Local SD","000858","Horizon Science Acad Cleve Mid, Cuyahoga","24903.32"
"046599","Richmond Heights Local SD","000930","Cleveland Entrepreneurship, Cuyahoga","6025.81"
"046599","Richmond Heights Local SD","000936","Promise Academy, Cuyahoga","2470.58"
"046599","Richmond Heights Local SD","008278","Noble Academy-Cleveland, Cuyahoga","135532.46"
"046599","Richmond Heights Local SD","010005","Horizon Science Academy Clevel, Cuyahoga","11106.30"
"046599","Richmond Heights Local SD","011291","Village Preparatory School, Cuyahoga","18990.15"
"046599","Richmond Heights Local SD","011390","Bella Academy of Excellence, Cuyahoga","65999.50"
"046599","Richmond Heights Local SD","012030","Near West Intergenerational, Cuyahoga","11701.00"
"046599","Richmond Heights Local SD","012852","Citizens Academy East, Cuyahoga","12473.61"
"046599","Richmond Heights Local SD","013199","Nexus Academy of  Cleveland, Cuyahoga","6025.81"
"046599","Richmond Heights Local SD","013226","Life Skills HS Cleveland, Cuyahoga","3896.71"
"046599","Richmond Heights Local SD","014081","Insight School of Ohio, Franklin - (E School)","13845.45"
