"District IRN","District Name","School IRN","School Name","Transfer"
"043661","Brunswick City SD","143305","Treca Digital Academy, Marion - (E School)","61861.34"
"043661","Brunswick City SD","143396","Alternative Education Academy, Lucas - (E School)","67791.00"
"043661","Brunswick City SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","5745.00"
"043661","Brunswick City SD","151191","Life Skills Ctr Of Summit Co, Summit","2359.86"
"043679","Bryan City SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","20703.30"
"043679","Bryan City SD","000417","Buckeye On-Line School, Columbiana - (E School)","3332.10"
"043679","Bryan City SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","46238.52"
"043679","Bryan City SD","142950","Ohio Virtual Academy, Lucas - (E School)","188534.80"
"043679","Bryan City SD","143305","Treca Digital Academy, Marion - (E School)","13636.95"
"043679","Bryan City SD","143396","Alternative Education Academy, Lucas - (E School)","28555.14"
"043687","Bucyrus City SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","62761.11"
"043687","Bucyrus City SD","000303","Summit Academy Sec Youngstown, Mahoning","2019.70"
"043687","Bucyrus City SD","000610","Summit Academy MS Columbus, Franklin","5537.91"
"043687","Bucyrus City SD","000614","Summit Academy Tr HS-Columbus, Franklin","2150.01"
"043687","Bucyrus City SD","009971","Ashland County Community Acade, Ashland","5967.14"
"043687","Bucyrus City SD","012867","Townsend North Community Sch, Erie","33365.48"
"043687","Bucyrus City SD","014081","Insight School of Ohio, Franklin - (E School)","9651.60"
"043687","Bucyrus City SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","212867.51"
"043687","Bucyrus City SD","142950","Ohio Virtual Academy, Lucas - (E School)","99591.45"
"043687","Bucyrus City SD","143305","Treca Digital Academy, Marion - (E School)","339451.38"
"043687","Bucyrus City SD","143396","Alternative Education Academy, Lucas - (E School)","9558.00"
"043687","Bucyrus City SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","30152.00"
"043687","Bucyrus City SD","148981","Tomorrow Center, Morrow","50023.29"
"043687","Bucyrus City SD","149047","Goal Digital Academy, Morrow - (E School)","50806.47"
"043695","Cambridge City SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","23863.05"
"043695","Cambridge City SD","000241","QDA, Tuscarawas - (E School)","23037.45"
"043695","Cambridge City SD","000614","Summit Academy Tr HS-Columbus, Franklin","10977.96"
"043695","Cambridge City SD","013255","Canton College Preparatory Sch, Stark","6637.76"
"043695","Cambridge City SD","133306","Summit Academy Altern Canton, Stark","16679.32"
"043695","Cambridge City SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","307522.50"
"043695","Cambridge City SD","142950","Ohio Virtual Academy, Lucas - (E School)","194046.08"
"043695","Cambridge City SD","143305","Treca Digital Academy, Marion - (E School)","23981.01"
"043695","Cambridge City SD","143396","Alternative Education Academy, Lucas - (E School)","3865.17"
"043695","Cambridge City SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","18441.45"
"043695","Cambridge City SD","149328","Foxfire High School, Muskingum","6426.76"
"043703","Campbell City SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","13500.75"
"043703","Campbell City SD","000241","QDA, Tuscarawas - (E School)","5745.00"
"043703","Campbell City SD","000303","Summit Academy Sec Youngstown, Mahoning","76015.64"
"043703","Campbell City SD","000417","Buckeye On-Line School, Columbiana - (E School)","59760.05"
"043703","Campbell City SD","000623","Summit Academy-Youngstown, Mahoning","8716.55"
"043703","Campbell City SD","000855","Stambaugh Charter Academy, Mahoning","14187.67"
"043703","Campbell City SD","007984","Youngstown Acad of Excellence, Mahoning","2027.47"
"043703","Campbell City SD","008251","Mahoning Valley Opportunity, Mahoning","29146.64"
"043703","Campbell City SD","009996","Mahoning County High School, Mahoning","57540.77"
"043703","Campbell City SD","011986","Horizon Science Academy Youngs, Mahoning","139.76"
"043703","Campbell City SD","013249","Acad Urban Scholars Yngstwn, Mahoning","44166.29"
"043703","Campbell City SD","014081","Insight School of Ohio, Franklin - (E School)","459.60"
"043703","Campbell City SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","115836.79"
"043703","Campbell City SD","133801","Life Skills Ctr Of Youngstown, Mahoning","152007.89"
"043703","Campbell City SD","142950","Ohio Virtual Academy, Lucas - (E School)","30354.90"
"043703","Campbell City SD","143396","Alternative Education Academy, Lucas - (E School)","11777.25"
"043703","Campbell City SD","143453","Mollie Kessler, Mahoning","10801.34"
"043703","Campbell City SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","689.40"
"043703","Campbell City SD","148999","Mahoning Unlimited Classroom, Mahoning - (E School)","68824.53"
"043711","Canton City SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","125530.98"
"043711","Canton City SD","000241","QDA, Tuscarawas - (E School)","9984.06"
"043711","Canton City SD","000300","Summit Academy Second Canton, Stark","468826.99"
"043711","Canton City SD","000303","Summit Academy Sec Youngstown, Mahoning","11446.25"
"043711","Canton City SD","000417","Buckeye On-Line School, Columbiana - (E School)","5745.00"
"043711","Canton City SD","000525","Canton Harbor HS, Stark","346551.45"
"043711","Canton City SD","011947","Imagine Akron Academy, Summit","6379.12"
"043711","Canton City SD","012052","Imagine on Superior, Stark","718770.09"
"043711","Canton City SD","012668","Garfield Academy, Stark","1528904.11"
"043711","Canton City SD","013164","Believe to Achieve-Canton, Stark","1314050.87"
"043711","Canton City SD","013254","Akron Preparatory School, Summit","8638.16"
"043711","Canton City SD","013255","Canton College Preparatory Sch, Stark","700971.23"
"043711","Canton City SD","014081","Insight School of Ohio, Franklin - (E School)","5687.55"
"043711","Canton City SD","014136","Mosaica Online of Ohio, Franklin - (E School)","6262.05"
"043711","Canton City SD","014148","Provost Academy Ohio, Franklin - (E School)","6951.45"
"043711","Canton City SD","133306","Summit Academy Altern Canton, Stark","1210347.33"
"043711","Canton City SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","516227.47"
"043711","Canton City SD","142901","Life Skills Center of  Canton, Stark","664303.49"
"043711","Canton City SD","142950","Ohio Virtual Academy, Lucas - (E School)","511459.06"
"043711","Canton City SD","143305","Treca Digital Academy, Marion - (E School)","31702.71"
"043711","Canton City SD","143396","Alternative Education Academy, Lucas - (E School)","200136.66"
"043711","Canton City SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","14156.04"
"043711","Canton City SD","151191","Life Skills Ctr Of Summit Co, Summit","3244.21"
"043729","Celina City SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","33033.75"
"043729","Celina City SD","000288","Auglaize County Educational, Allen - (E School)","26948.52"
"043729","Celina City SD","000613","Heir Force Community School, Allen","6242.98"
"043729","Celina City SD","014080","Aladdin Academy, Mercer","309893.83"
"043729","Celina City SD","014081","Insight School of Ohio, Franklin - (E School)","10111.20"
"043729","Celina City SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","60686.70"
"043729","Celina City SD","142950","Ohio Virtual Academy, Lucas - (E School)","193562.56"
"043729","Celina City SD","143305","Treca Digital Academy, Marion - (E School)","1034.10"
"043729","Celina City SD","143396","Alternative Education Academy, Lucas - (E School)","6032.25"
"043729","Celina City SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","17235.00"
"043737","Centerville City SD","000138","Pathway School of Discovery, Montgomery","5802.98"
"043737","Centerville City SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","103822.62"
"043737","Centerville City SD","000282","Greater Ohio Virtual School, Warren - (E School)","3734.25"
"043737","Centerville City SD","000417","Buckeye On-Line School, Columbiana - (E School)","30152.00"
"043737","Centerville City SD","000445","General Chappie James Leader, Montgomery","7098.88"
"043737","Centerville City SD","000577","Emerson Academy of Dayton, Montgomery","7459.00"
"043737","Centerville City SD","000614","Summit Academy Tr HS-Columbus, Franklin","2135.44"
"043737","Centerville City SD","000621","Summit Acdy Transition High Da, Montgomery","30152.00"
"043737","Centerville City SD","000813","Life Skills Center of Dayton, Montgomery","7412.16"
"043737","Centerville City SD","011506","Dayton Regional STEM School, Greene","129174.89"
"043737","Centerville City SD","011534","Horizon Science Academy Dayton, Montgomery","5771.45"
"043737","Centerville City SD","014081","Insight School of Ohio, Franklin - (E School)","11919.95"
"043737","Centerville City SD","014148","Provost Academy Ohio, Franklin - (E School)","7640.85"
"043737","Centerville City SD","132761","Summit Academy CS Xenia, Greene","36340.08"
"043737","Centerville City SD","132944","Miami Valley Academies, Montgomery","3623.57"
"043737","Centerville City SD","133348","Richard Allen Preparatory, Montgomery","21596.64"
"043737","Centerville City SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","81715.20"
"043737","Centerville City SD","133736","Richard Allen Academy, Montgomery","3982.30"
"043737","Centerville City SD","142950","Ohio Virtual Academy, Lucas - (E School)","255928.77"
"043737","Centerville City SD","143115","Mound Street IT Careers Academ, Montgomery","10986.95"
"043737","Centerville City SD","143131","Mound Street Health Careers Ac, Montgomery","857.57"
"043737","Centerville City SD","143305","Treca Digital Academy, Marion - (E School)","11145.30"
"043737","Centerville City SD","143396","Alternative Education Academy, Lucas - (E School)","14937.00"
"043737","Centerville City SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","24922.59"
"043737","Centerville City SD","143560","Richard Allen Academy II, Montgomery","28331.92"
"043737","Centerville City SD","143610","Arts & College Preparatory Aca, Franklin","976.65"
"043737","Centerville City SD","149088","Fairborn Digital Academy, Greene - (E School)","1838.40"
"043745","Chillicothe City SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","37572.30"
"043745","Chillicothe City SD","000241","QDA, Tuscarawas - (E School)","19360.65"
"043745","Chillicothe City SD","014081","Insight School of Ohio, Franklin - (E School)","8732.40"
"043745","Chillicothe City SD","014148","Provost Academy Ohio, Franklin - (E School)","10341.00"
"043745","Chillicothe City SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","354196.92"
"043745","Chillicothe City SD","142950","Ohio Virtual Academy, Lucas - (E School)","110844.27"
"043745","Chillicothe City SD","143305","Treca Digital Academy, Marion - (E School)","19246.31"
"043745","Chillicothe City SD","143396","Alternative Education Academy, Lucas - (E School)","7525.95"
"043745","Chillicothe City SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","29435.70"
"043745","Chillicothe City SD","151027","London Academy, Madison - (E School)","4998.15"
"043752","Cincinnati City SD","000139","Alliance Academy of Cincinnati, Hamilton","2485998.95"
"043752","Cincinnati City SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","448098.11"
"043752","Cincinnati City SD","000282","Greater Ohio Virtual School, Warren - (E School)","64028.13"
"043752","Cincinnati City SD","000300","Summit Academy Second Canton, Stark","10198.50"
"043752","Cincinnati City SD","000302","Summit Academy Community Schoo, Cuyahoga","9663.30"
"043752","Cincinnati City SD","000303","Summit Academy Sec Youngstown, Mahoning","15738.39"
"043752","Cincinnati City SD","000306","Summit Academy Cincinnati, Hamilton","861896.00"
"043752","Cincinnati City SD","000417","Buckeye On-Line School, Columbiana - (E School)","74652.60"
"043752","Cincinnati City SD","000481","P.A.C.E. High School, Hamilton","622331.19"
"043752","Cincinnati City SD","000559","Orion Academy, Hamilton","3859820.26"
"043752","Cincinnati City SD","000576","King Academy Community Sch, Hamilton","740180.41"
"043752","Cincinnati City SD","000608","Summit Academy Transition High, Hamilton","532554.59"
"043752","Cincinnati City SD","000614","Summit Academy Tr HS-Columbus, Franklin","1979.51"
"043752","Cincinnati City SD","000623","Summit Academy-Youngstown, Mahoning","8705.48"
"043752","Cincinnati City SD","000781","Cincinnati Speech & Reading, Hamilton","1518937.34"
"043752","Cincinnati City SD","000804","Horizon Science Acad. Cincini, Hamilton","3137098.88"
"043752","Cincinnati City SD","000813","Life Skills Center of Dayton, Montgomery","1650.16"
"043752","Cincinnati City SD","000909","V L T Academy, Hamilton","4127748.79"
"043752","Cincinnati City SD","000953","Mt. Healthy Prep&Fitness Acdy, Hamilton","303643.91"
"043752","Cincinnati City SD","009154","Cincinnati Leadership Academy, Hamilton","1508055.94"
"043752","Cincinnati City SD","010180","Mount Auburn International Aca, Hamilton","3323930.72"
"043752","Cincinnati City SD","010182","Performance Academy Eastland, Franklin","131.93"
"043752","Cincinnati City SD","011985","Theodore Roosevelt, Hamilton","684809.59"
"043752","Cincinnati City SD","012513","Cincinnati College Prep East, Hamilton","1924654.73"
"043752","Cincinnati City SD","012624","Accelerated Achievement Acad, Hamilton","1193006.37"
"043752","Cincinnati City SD","012631","Impact Academy, Hamilton","717465.41"
"043752","Cincinnati City SD","012683","Accel Achieve Acad N Cinci, Hamilton","845263.46"
"043752","Cincinnati City SD","013240","Cincinnati State STEM Academy, Hamilton","559525.75"
