"School IRN","School Name","Address","City","State","Postal Code","County","District IRN","District Name","Grades Served","# of students","Letter grade standards met","Letter grade performance index","Performance index score","Letter grade overall value-add","Letter grade gifted value-add","Letter grade disabled value-add","Letter grade lowest 20% value-add","Letter grade of AMO","Attendance rate","Graduation rate","Read 3rd Grade % at or above Proficient","Letter grade of four year graduation rate","% of kids in poverty","% of kids with special needs","% gifted","% white","% non-white"
"065557","Pointview Elementary School","720 Pointview Dr","Westerville","OH","43081-3435","Franklin","045047","Westerville City","K-5","251","F","C","89.673","A","C","B","A","F","95.6","NA","75.0","NA","74.1","14.7","8.4","39.8","60.2"
"061812","Lake High School","1025 Lake Center St SW","Uniontown","OH","44685-9466","Stark","049866","Lake Local","9-12","1155","A","B","107.835","NA","NA","NA","NA","C","95.5","NA","NA","A","18.4","12.2","15.1","94.9","5.1"
"018978","Kidron Elementary School","PO Box 227","Kidron","OH","44636-0227","Wayne","050542","Dalton Local","K-2","189","NA","NA","NA","NA","NA","NA","NA","NA","96.7","NA","NA","NA","31.7","8.5","NA",">95.0","<5.0"
"147603","William H. Taft Elementary School","1000 Robinson St","Marion","OH","43302-1956","Marion","044339","Marion City","K-5,P","449","F","D","82.231","F","NA","A","C","F","94.1","NA","64.3","NA",">95.0","14.7","NA","71.5","28.5"
"001362","Avon Village Elementary School","36600 Detroit Rd","Avon","OH","44011-1507","Lorain","048116","Avon Local","K","284","NA","NA","NA","NA","NA","NA","NA","NA","96.2","NA","NA","NA","6.7","19.7","NA","87.3","12.7"
"027227","Nicklin Learning Center Elementary School","818 Nicklin Ave","Piqua","OH","45356-1714","Miami","044644","Piqua City","K","244","NA","NA","NA","NA","NA","NA","NA","NA","94.6","NA","NA","NA","54.9","11.5","NA","84.8","15.2"
"028134","Northwest Middle School","8614 Erie Ave NW","Canal Fulton","OH","44614-8852","Stark","049908","Northwest Local","6-8","495","A","B","105.707","A","C","A","A","B","95.1","NA","NA","NA","28.5","16.2","23.2",">95.0","<5.0"
"020255","Lexington High School","103 Clever Ln","Lexington","OH","44904-1209","Richland","049437","Lexington Local","9-12","750","A","B","107.154","NA","NA","NA","NA","B","95.2","NA","NA","A","18.4","16.0","37.3","90.5","9.5"
"000760","Ansonia Elementary School","PO Box 279","Ansonia","OH","45303-0279","Darke","046623","Ansonia Local","K-6","383","B","B","101.941","A","NA","C","C","D","96.7","NA","89.7","NA","39.9","15.1","7.6",">95.0","<5.0"
"137463","Piqua Junior High School","1 Tomahawk Trl","Piqua","OH","45356-8242","Miami","044644","Piqua City","7-8","485","D","C","94.573","A","C","C","C","F","95.3","NA","NA","NA","54.0","17.5","16.3","87.0","13.0"
"028647","Onaway Elementary School","3115 Woodbury Rd","Shaker Heights","OH","44120-2442","Cuyahoga","044750","Shaker Heights City","K-4","375","A","A","109.710","B","C","C","NA","B","96.5","NA","93.3","NA","26.4","15.7","20.3","52.3","47.7"
"030064","North Central Elementary School","400 E Baubice St","Pioneer","OH","43554-9637","Williams","050641","North Central Local","K-6","324","D","B","96.937","A","NA","C","C","B","96.7","NA","83.3","NA","55.2","15.7","10.8","88.6","11.4"
"029744","Perrysburg High School","13385 Roachton Rd","Perrysburg","OH","43551-1363","Wood","045583","Perrysburg Exempted Village","9-12","1342","A","A","108.885","NA","NA","NA","NA","C","96.9","NA","NA","A","10.8","9.6","28.8","87.1","12.9"
"011932","Forest Hill Community Learning Center","850 Damon St","Akron","OH","44310-3425","Summit","043489","Akron City","K-5","342","F","D","76.038","A","NA","C","A","F","94.5","NA","69.0","NA",">95.0","13.5","4.1","31.9","68.1"
"030841","Port Clinton High School","821 Jefferson St","Port Clinton","OH","43452-2415","Ottawa","044651","Port Clinton City","9-12","531","A","B","101.294","NA","NA","NA","NA","B","96.1","NA","NA","A","40.1","17.1","11.3","84.2","15.8"
"037812","Poland Union Elementary School","30 Riverside Dr","Poland","OH","44514-2049","Mahoning","048348","Poland Local","K-4","288","A","A","108.371","A","NA","NA","NA","A","96.9","NA","91.5","NA","13.5","6.6","NA","90.6","9.4"
"010355","Toth Elementary School","200 E 7th St","Perrysburg","OH","43551-2304","Wood","045583","Perrysburg Exempted Village","K-5","533","A","B","105.411","A","B","C","NA","A","97.2","NA","90.7","NA","12.6","10.9","4.7","88.6","11.4"
"064790","West Holmes Middle School","10901 State Route 39","Millersburg","OH","44654-9732","Holmes","047696","West Holmes Local","6-8","575","C","B","97.071","C","C","F","D","D","95.4","NA","NA","NA","52.9","19.5","14.3",">95.0","<5.0"
"017798","Jackson-Milton High School","13910 Mahoning Ave","North Jackson","OH","44451-9616","Mahoning","048322","Jackson-Milton Local","9-12","293","A","B","102.262","NA","NA","NA","NA","A","93.8","NA","NA","A","41.3","14.3","3.8",">95.0","<5.0"
"065318","Trimble Junior High","18500 Jacksonville Rd","Glouster","OH","45732-9337","Athens","045922","Trimble Local","7-8","125","F","C","93.741","B","A","A","C","F","93.7","NA","NA","NA","68.8","21.6","21.6",">95.0","<5.0"
"033688","Sayler Park Elementary School","6700 Home City Ave","Cincinnati","OH","45233-1119","Hamilton","043752","Cincinnati City","P,K-8","340","F","C","86.269","C","NA","C","B","F","96.2","NA","94.3","NA","85.0","26.8","2.9","79.4","20.6"
"026955","New Riegel High School","44 N Perry St","New Riegel","OH","44853-9776","Seneca","049718","New Riegel Local","7-12","169","A","B","100.896","F","F","NA","NA","A","96.5","NA","NA","A","27.8","10.1","26.0",">95.0","<5.0"
"034363","Sheridan High School","8725 Sheridan Dr","Thornville","OH","43076-9757","Perry","049056","Northern Local","9-12","741","A","B","100.822","NA","NA","NA","NA","C","94.8","NA","NA","B","36.4","15.0","19.6",">95.0","<5.0"
"026286","North Nimishillen Elementary School","7337 Easton St","Louisville","OH","44641-9055","Stark","049874","Louisville City","K-2,P","258","NA","NA","0.000","NA","NA","NA","NA","NA","96.2","NA","NA","NA","35.7","19.0","3.9",">95.0","<5.0"
"036210","Stow-Munroe Falls High School","3227 Graham Rd","Stow","OH","44224-3644","Summit","044834","Stow-Munroe Falls City School District","9-12","1652","A","B","106.772","NA","NA","NA","NA","C","95.2","NA","NA","A","18.8","11.3","22.5","90.5","9.5"
"005199","Celina Middle School","615 Holly St","Celina","OH","45822-1352","Mercer","043729","Celina City","7-8","396","B","B","100.149","D","D","D","C","D","94.9","NA","NA","NA","45.2","15.9","15.4","89.9","10.1"
"142158","Morgan Junior High School","820 Raider Dr","Mc Connelsville","OH","43756-9299","Morgan","048777","Morgan Local","7-8","288","D","C","95.807","A","D","A","A","F","94.7","NA","NA","NA","61.5","13.5","13.5","91.3","8.7"
"025130","Tuslaw Middle School","1723 Manchester Ave NW","Massillon","OH","44647-9624","Stark","049957","Tuslaw Local","5-8","457","A","B","100.577","C","B","B","C","D","95.7","NA","NA","NA","31.3","13.3","25.2",">95.0","<5.0"
"040808","Westview Elementary School","155 Moore Rd","Avon Lake","OH","44012-1127","Lorain","048124","Avon Lake City","K-4","219","A","A","109.653","C","NA","B","NA","A","96.7","NA","87.5","NA","8.7","14.6","NA","88.1","11.9"
"035097","Lima South Science-Technology Magnet K-8","755 Saint Johns Ave","Lima","OH","45804-1552","Allen","044222","Lima City","K-8","194","F","C","85.182","F","NA","NA","F","F","95.7","NA","86.4","NA",">95.0","14.9","15.5","37.6","62.4"
"027607","North Rd Elementary School","863 North Rd SE","Warren","OH","44484-4837","Trumbull","050161","Howland Local","3-5","325","D","B","99.347","C","B","C","D","D","95.7","NA","91.2","NA","44.6","10.2","15.1","88.6","11.4"
"015198","East Portsmouth Elementary","5929 Harding Ave","Sciotoville","OH","45662-5453","Scioto","044669","Portsmouth City","K-6,P","207","F","C","86.036","D","NA","B","C","F","94.3","NA","60.9","NA",">95.0","32.9","NA","86.5","13.5"
"028340","Oakwood Elementary School","925 Spruce St","Elyria","OH","44035-3246","Lorain","043943","Elyria City","1-5","325","F","D","83.084","A","D","B","B","F","95.1","NA","72.4","NA",">95.0","16.0","10.5","40.0","60.0"
"127639","Bluffton Middle School","116 S Jackson St","Bluffton","OH","45817-1218","Allen","045211","Bluffton Exempted Village","6-8","242","A","B","107.670","F","C","A","C","A","95.8","NA","NA","NA","24.8","10.3","24.0","90.5","9.5"
"020206","Tri-County North Elementary School","PO Box 219","Lewisburg","OH","45338-0219","Preble","091397","Tri-County North Local","K-4","364","C","B","101.970","C","C","C","NA","F","96.1","NA","76.1","NA","50.5","10.2","11.8",">95.0","<5.0"
"024604","Midview Middle School","37999 Capel Rd","Grafton","OH","44044-1109","Lorain","048173","Midview Local","7-8","515","B","B","97.974","A","C","B","A","F","95.7","NA","NA","NA","36.5","12.2","31.5","90.3","9.7"
"031427","Hannah J Ashton Middle School","1482 Jackson St","Reynoldsburg","OH","43068-2637","Franklin","047001","Reynoldsburg City","5-8","500","F","C","94.586","A","D","B","A","F","94.7","NA","NA","NA","74.2","14.4","8.6","34.2","65.8"
"009258","East Elementary School","714 E Vine St","Mount Vernon","OH","43050-3651","Knox","044420","Mount Vernon City","K-5","248","B","B","104.050","A","C","C","NA","B","96.1","NA","82.5","NA","48.4","21.0","14.1","89.1","10.9"
"018572","Fairless Middle School","11836 Navarre Rd SW","Navarre","OH","44662-9485","Stark","049841","Fairless Local","6-8","375","B","B","105.476","A","B","A","A","B","95.6","NA","NA","NA","44.5","18.4","25.3",">95.0","<5.0"
"009522","Milkovich Middle School","19800 Stafford Ave","Maple Heights","OH","44137-1829","Cuyahoga","044305","Maple Heights City","6-8","859","F","D","81.748","A","NA","C","A","F","93.3","NA","NA","NA","94.6","13.2","2.6","1.6","98.4"
"027151","Newton Falls High School","907 Milton Blvd","Newton Falls","OH","44444-9707","Trumbull","045567","Newton Falls Exempted Village","9-12","411","A","B","103.170","NA","NA","NA","NA","A","93.7","NA","NA","C","48.4","16.5","14.4",">95.0","<5.0"
"064576","Cleveland School Of The Arts High School","10700 Churchill Ave","Cleveland","OH","44106-1209","Cuyahoga","043786","Cleveland Municipal","6-12","535","C","B","97.628","D","NA","NA","C","D","95.6","NA","NA","A",">95.0","8.2","12.7","6.7","93.3"
"114090","East Woods Elementary School","120 N Hayden Pkwy","Hudson","OH","44236-3152","Summit","050021","Hudson City","4-5","653","A","B","106.518","A","A","A","B","B","96.6","NA","NA","NA","6.4","16.4","49.3","88.8","11.2"
"040659","Western Elementary School","385 W Main St","Lexington","OH","44904-9543","Richland","049437","Lexington Local","K-3","305","A","A","109.795","NA","NA","NA","NA","A","96.2","NA","100.0","NA","29.8","14.4","5.2","90.5","9.5"
"014324","Green Elementary School","13495 Maysville Williams Rd","Logan","OH","43138-8971","Hocking","044248","Logan-Hocking Local","K-4,P","263","F","C","95.714","F","B","D","D","F","96.2","NA","78.6","NA","55.5","24.3","7.6",">95.0","<5.0"
"011484","Ridgeway Elementary School","267 Wasserman Rd","Hamilton","OH","45013-4155","Butler","044107","Hamilton City","K-6,P","671","D","B","97.938","F","C","C","C","D","96.1","NA","88.9","NA","53.1","14.0","11.3","87.8","12.2"
"011485","Bridgeport Elementary School","2171 Bridgeport Drive","Hamilton","OH","45013","Butler","044107","Hamilton City","K-6,P","722","F","C","92.584","A","A","D","A","F","95.7","NA","84.1","NA","74.5","13.9","5.4","78.1","21.9"
"015107","Hannibal Elementary School","PO Box 56","Hannibal","OH","43931-0056","Monroe","048652","Switzerland of Ohio Local","5-8","150","F","C","86.773","F","F","NA","D","F","95.3","NA","NA","NA","49.3","14.0","41.3",">95.0","<5.0"
"004911","Carlisle High School","250 Jamaica Rd","Carlisle","OH","45005-3106","Warren","050419","Carlisle Local","9-12","493","A","B","101.550","NA","NA","NA","NA","B","95.5","NA","NA","A","31.4","10.5","25.8","94.3","5.7"
"005447","Wellston Middle School","227 Golden Rocket Drive","Wellston","OH","45692-9305","Jackson","045021","Wellston City","6-8","320","C","B","96.331","B","C","D","D","D","94.7","NA","NA","NA",">95.0","18.4","15.6",">95.0","<5.0"
"011483","Linden Elementary School","801 Hoadley Ave","Hamilton","OH","45015-2113","Butler","044107","Hamilton City","K-6","759","F","C","90.000","F","C","C","C","F","95.8","NA","86.1","NA","69.7","15.8","7.6","81.9","18.1"
"014696","Groveport Elementary School","715 Main St","Groveport","OH","43125-1423","Franklin","046979","Groveport Madison Local","K-5","414","D","C","91.193","C","D","C","C","F","95.4","NA","85.9","NA","44.0","14.3","24.2","66.4","33.6"
"001024","Arrowhead Primary Elementary School","1600 Raleigh Blvd","Copley","OH","44321-2024","Summit","049981","Copley-Fairlawn City","K-4","302","A","A","110.160","B","C","NA","NA","A","96.8","NA","95.8","NA","18.2","7.3","18.2","81.1","18.9"
"011247","Fairview-Clifton German Language School","3689 Clifton Ave","Cincinnati","OH","45220-1703","Hamilton","043752","Cincinnati City","K-6,P","751","B","B","105.867","F","D","C","C","C","98.6","NA","96.5","NA","21.4","10.0","24.5","65.8","34.2"
"004267","Paul C Bunn Elementary School","1825 Sequoya Dr","Youngstown","OH","44514-1274","Mahoning","045161","Youngstown City","K-6,P","353","F","C","85.368","F","NA","D","C","F","93.5","NA","73.8","NA",">95.0","18.7","NA","39.4","60.6"
"018754","Kensington Intermediate Elementary School","20140 Lake Rd","Rocky River","OH","44116-1515","Cuyahoga","044701","Rocky River City","3-5","603","A","A","111.446","A","A","A","A","C","97.3","NA","98.6","NA","12.6","10.6","31.3","90.0","10.0"
"016378","Hillside Middle School","1 Educational Park Dr","Seven Hills","OH","44131-4439","Cuyahoga","044636","Parma City","5-7","668","B","B","99.113","D","D","F","D","F","95.3","NA","NA","NA","32.6","14.2","12.9","89.1","10.9"
"026443","Nathan Hale School","3588 Martin Luther King Dr","Cleveland","OH","44105-2465","Cuyahoga","043786","Cleveland Municipal City","K-8","380","F","D","67.967","B","NA","D","C","F","87.9","NA","65.6","NA",">95.0","18.9","NA","NA","NA"
"015610","Hatton CLC","1933 Baker Ave","Akron","OH","44312-2127","Summit","043489","Akron City","K-5","527","F","C","89.364","F","C","D","F","F","95.1","NA","83.1","NA",">95.0","15.9","13.1","74.4","25.6"
"020131","Leipsic Elementary School","232 Oak St","Leipsic","OH","45856-1312","Putnam","049353","Leipsic Local","K-5","271","F","C","95.599","A","NA","B","C","F","96.2","NA","87.0","NA","68.6","19.6","NA","42.1","57.9"
"034785","Smithville Elementary School","PO Box 176","Smithville","OH","44677-0176","Wayne","050559","Green Local","K-4","257","A","B","107.880","A","B","NA","C","A","97.1","NA","97.9","NA","31.9","8.6","10.1","94.2","5.8"
"009324","Fort Recovery Middle School","865 Sharpsburg Rd","Fort Recovery","OH","45846-9746","Mercer","048595","Fort Recovery Local","6-8","215","A","B","104.467","F","C","C","C","B","97.4","NA","NA","NA","16.7","11.2","51.6",">95.0","<5.0"
"089649","Highland  Elementary School","PO Box 69","Sparta","OH","43350-0069","Morrow","048801","Highland Local","K-5","827","C","B","100.856","F","C","D","D","F","95.6","NA","95.3","NA","40.5","11.2","5.3",">95.0","<5.0"
"012914","Garfield Elementary School","234 S Broadway St","Medina","OH","44256-2602","Medina","044388","Medina City","K-5","304","F","C","92.161","B","B","B","A","F","94.6","NA","84.5","NA","50.0","17.1","12.8","76.6","23.4"
"006296","Chillicothe High School","421 Yoctangee Pkwy","Chillicothe","OH","45601-1658","Ross","043745","Chillicothe City","9-12","895","C","C","93.407","NA","NA","NA","NA","F","93.0","NA","NA","C","56.1","11.8","12.4","77.2","22.8"
"004002","Bryan Middle School","1301 Center St","Bryan","OH","43506-9125","Williams","043679","Bryan City","4-8","717","A","B","99.326","A","B","D","C","D","96.6","NA","NA","NA","41.7","17.9","15.3","91.6","8.4"
"023259","Max S Hayes High School","4600 Detroit Ave","Cleveland","OH","44102-2215","Cuyahoga","043786","Cleveland Municipal","9-12","591","F","D","74.303","NA","NA","NA","NA","F","80.2","NA","NA","F",">95.0","38.6","5.9","24.5","75.5"
"023705","Horace Mann Elementary School","1215 W Clifton Blvd","Lakewood","OH","44107-1008","Cuyahoga","044198","Lakewood City","K-5","326","F","C","91.121","C","C","C","D","F","96.1","NA","88.0","NA","42.6","22.7","14.7","80.4","19.6"
"140814","Hilliard Tharp Sixth Grade Elementary School","4681 Leap Rd","Hilliard","OH","43026-9264","Franklin","047019","Hilliard City","6","647","A","B","106.297","A","A","A","A","B","96.7","NA","NA","NA","31.7","12.7","14.1","72.6","27.4"
"142554","Moreland Hills Elementary School","32000 Chagrin Blvd","Pepper Pike","OH","44124-5922","Cuyahoga","046581","Orange City","K-5","832","A","B","106.699","A","C","B","A","B","96.5","NA","89.8","NA","12.6","11.8","39.4","65.0","35.0"
"012682","Fullerton School","5920 Fullerton Ave","Cleveland","OH","44105-3433","Cuyahoga","043786","Cleveland Municipal City","K-8","281","F","F","54.027","D","NA","A","C","F","87.9","NA","24.2","NA",">95.0","19.2","NA","12.1","87.9"
"014522","South Range Middle School","11300 Columbiana Canfield Rd","Canfield","OH","44406-9405","Mahoning","048363","South Range Local","5-8","398","A","B","105.036","F","B","F","C","B","95.9","NA","NA","NA","26.1","15.6","13.3",">95.0","<5.0"
"138966","Diley Middle School","750 Preston Trails Dr","Pickerington","OH","43147-2056","Fairfield","046896","Pickerington Local","5-6","560","D","B","98.749","A","C","C","B","F","96.1","NA","NA","NA","19.8","14.1","28.2","63.2","36.8"
"011791","Fitch High School","4560 Falcon Dr","Youngstown","OH","44515-3701","Mahoning","048298","Austintown Local","9-12","1739","A","B","100.317","NA","NA","NA","NA","C","93.7","NA","NA","B","40.8","13.7","7.0","80.8","19.2"
"015032","Hanby Building Elementary School","56 S State St","Westerville","OH","43081-2136","Franklin","045047","Westerville City","1-5","211","B","B","101.483","F","D","C","C","C","97.0","NA","93.7","NA","23.2","7.1","53.6","66.8","33.2"
