"School IRN","School Name","Address","City","State","Postal Code","County","District IRN","District Name","Grades Served","# of students","Letter grade standards met","Letter grade performance index","Performance index score","Letter grade overall value-add","Letter grade gifted value-add","Letter grade disabled value-add","Letter grade lowest 20% value-add","Letter grade of AMO","Attendance rate","Graduation rate","Read 3rd Grade % at or above Proficient","Letter grade of four year graduation rate","% of kids in poverty","% of kids with special needs","% gifted","% white","% non-white"
"003582","C D Brillhart Elementary School","201 Rohrs Ave","Napoleon","OH","43545-2145","Henry","044438","Napoleon Area City","K-1","358","NA","NA","0.000","NA","NA","NA","NA","NA","96.6","NA","NA","NA","47.8","17.6","NA","83.8","16.2"
"037481","Edgewood High School","3045 Busenbark Rd","Trenton","OH","45067-7611","Butler","046094","Edgewood City","9-12","1076","A","B","100.075","NA","NA","NA","NA","C","94.1","NA","NA","B","32.0","14.1","17.3",">95.0","<5.0"
"146035","Unity Elementary School","925 E 3rd St","Lima","OH","45804-2505","Allen","044222","Lima City","K-4","185","F","D","81.795","C","NA","C","C","F","93.2","NA","61.1","NA",">95.0","40.5","NA","24.3","75.7"
"037994","Urbana High School","500 Washington Ave","Urbana","OH","43078-1759","Champaign","044941","Urbana City","9-12","556","C","C","95.324","NA","NA","NA","NA","F","95.3","NA","NA","C","37.8","17.4","18.5","86.0","14.0"
"064816","Fairfield South Elementary School","5460 Bibury Rd","Fairfield","OH","45014-3610","Butler","046102","Fairfield City","K-4,P","657","A","B","103.309","C","C","C","C","B","96.8","NA","94.2","NA","42.2","15.8","5.2","67.9","32.1"
"146043","Freedom Elementary School","575 Calumet Ave","Lima","OH","45804-1405","Allen","044222","Lima City","K-4,P","316","F","D","80.759","F","NA","B","C","F","94.6","NA","54.7","NA",">95.0","30.7","NA","42.4","57.6"
"002857","Bloom Carroll Intermediate School","PO Box 208","Lithopolis","OH","43136-0208","Fairfield","046862","Bloom-Carroll Local","3-5","283","A","B","105.438","C","C","A","D","B","96.3","NA","89.7","NA","19.1","10.6","21.6",">95.0","<5.0"
"119776","Independence Elementary School","7480 Princeton Rd","Liberty Township","OH","45044-9619","Butler","046110","Lakota Local","2-6","691","B","B","103.551","A","A","C","C","F","99.4","NA","91.6","NA","18.1","10.0","37.3","76.7","23.3"
"007021","Columbia High School","14168 W River Rd","Columbia Station","OH","44028-9430","Lorain","048140","Columbia Local","9-12","342","A","B","106.825","NA","NA","NA","NA","A","94.7","NA","NA","A","25.7","11.1","22.2","94.2","5.8"
"008359","Pike-Delta-York Middle School","1101 Panther Pride Dr","Delta","OH","43515-9345","Fulton","047084","Pike-Delta-York Local","5-8","375","D","B","97.236","A","NA","B","A","F","96.1","NA","NA","NA","50.7","17.6","NA","88.0","12.0"
"013870","Fayette Jr/Sr High School","400 E Gamble Rd","Fayette","OH","43521-9462","Fulton","047068","Fayette Local","7-12","218","A","B","102.270","D","NA","C","NA","A","93.2","NA","NA","C","40.4","13.3","15.1","86.2","13.8"
"032904","Royalview Elementary School","31500 Royalview Dr","Willowick","OH","44095-4256","Lake","045104","Willoughby-Eastlake City","K-5,P","857","A","B","102.763","A","C","A","A","B","96.2","NA","93.4","NA","38.3","13.5","14.6","90.1","9.9"
"061325","Grove City High School","4665 Hoover Rd","Grove City","OH","43123-8621","Franklin","044800","South-Western City","9-12","1846","A","B","102.649","NA","NA","NA","NA","D","94.1","NA","NA","B","26.7","13.1","30.0","89.0","11.0"
"025429","Montpelier Elementary School","1015 E Brown Rd","Montpelier","OH","43543-2026","Williams","045526","Montpelier Exempted Village","K-6","526","F","B","96.756","C","D","C","C","F","96.3","NA","87.1","NA","55.9","19.2","10.8","93.3","6.7"
"030395","Pleasantville Elementary School","300 W. Columbus Street","Pleasantville","OH","43148","Fairfield","046870","Fairfield Union Local","K-4","341","D","B","97.834","F","D","D","C","F","96.2","NA","82.1","NA","44.9","17.6","NA",">95.0","<5.0"
"013656","John Glenn High School","13115 John Glenn School Rd","New Concord","OH","43762-9762","Muskingum","048835","East Muskingum Local","9-12","647","A","B","103.703","NA","NA","NA","NA","A","94.8","NA","NA","A","32.1","13.3","30.0",">95.0","<5.0"
"020503","Barberton Middle School","477 4th St NW","Barberton","OH","44203-2030","Summit","043539","Barberton City","5-8","1200","F","C","87.214","B","C","F","D","F","93.5","NA","NA","NA","67.8","18.9","11.5","80.8","19.2"
"006775","North College Hill Elementary School","6955 Grace Ave","North College Hill","OH","45239-4459","Hamilton","044511","North College Hill City","K-4,P","678","F","C","85.955","B","NA","C","C","F","94.4","NA","72.6","NA","72.6","17.4","NA","15.5","84.5"
"039420","Washington Elementary School","151 Elmer St","Tiffin","OH","44883-2029","Seneca","044891","Tiffin City","K-1","430","NA","NA","0.000","NA","NA","NA","NA","NA","95.7","NA","NA","NA","57.4","22.3","NA","89.3","10.7"
"041384","Robert A. Taft Elementary School","3829 Guilford Ave NW","Canton","OH","44718-2931","Stark","049932","Plain Local","K-4","386","A","B","102.972","A","F","B","B","A","96.4","NA","85.7","NA","58.3","16.1","18.4","69.7","30.3"
"122028","Liberty-Benton Middle School","9190 County Road 9","Findlay","OH","45840-8811","Hancock","047449","Liberty-Benton Local","6-8","267","A","B","104.142","C","D","A","B","B","96.6","NA","NA","NA","24.7","9.7","30.3","90.6","9.4"
"024695","Miles Park School","4090 E 93rd St","Cleveland","OH","44105-5163","Cuyahoga","043786","Cleveland Municipal City","K-8","563","F","D","60.070","C","NA","C","A","F","89.1","NA","37.5","NA",">95.0","28.1","NA","5.9","94.1"
"008912","Duxberry Park Alternative Elementary School","1779 E Maynard Ave","Columbus","OH","43219-1080","Franklin","043802","Columbus City","K-5,P","272","F","D","79.010","F","NA","NA","C","F","94.1","NA","72.7","NA","83.5","11.8","8.8","5.9","94.1"
"013896","Gorrell Elementary School","2420 Schuler Ave NW","Massillon","OH","44647-6077","Stark","044354","Massillon City","K-3","412","A","B","102.344","NA","NA","NA","NA","F","95.1","NA","87.5","NA","45.6","10.4","20.4","90.3","9.7"
"036459","Summit Elementary School","8400 Northport Dr","Cincinnati","OH","45255-3202","Hamilton","047340","Forest Hills Local","K-6","579","A","B","105.537","D","C","C","D","C","97.5","NA","94.1","NA","16.4","10.2","25.9","86.5","13.5"
"033134","South Avondale Elementary School","636 Prospect Pl","Cincinnati","OH","45229-2916","Hamilton","043752","Cincinnati City","K-6,P","388","F","C","86.842","F","NA","A","C","F","95.2","NA","97.7","NA","93.3","19.6","NA","NA","NA"
"038406","Versailles Elementary School","PO Box 313","Versailles","OH","45380-0313","Darke","045633","Versailles Exempted Village","K-4","494","A","A","108.937","A","NA","C","A","A","97.7","NA","96.8","NA","20.4","8.5","NA",">95.0","<5.0"
"005892","Charles A Mooney School","3213 Montclair Ave","Cleveland","OH","44109-4121","Cuyahoga","043786","Cleveland Municipal City","K-8","477","F","D","69.209","C","NA","F","D","F","89.7","NA","33.3","NA",">95.0","32.5","NA","45.5","54.5"
"021618","Loveland Primary School","550 Loveland Madeira Rd","Loveland","OH","45140-2714","Hamilton","044271","Loveland City","1-2","533","NA","NA","NA","NA","NA","NA","NA","NA","96.4","NA","NA","NA","17.6","9.9","26.5","89.5","10.5"
"036798","Taft Elementary School","730 E Avondale Ave","Youngstown","OH","44502-2464","Mahoning","045161","Youngstown City","K-6,P","427","F","C","90.051","A","NA","A","A","F","93.1","NA","68.0","NA",">95.0","19.4","NA","13.3","86.7"
"007799","Crissey Elementary School","9220 Geiser Rd","Holland","OH","43528-9024","Lucas","048223","Springfield Local","K-5","438","B","B","101.959","A","A","C","B","B","95.8","NA","86.8","NA","42.0","11.9","5.5","76.9","23.1"
"038885","West Union Elementary School","555 Lloyd Rd","West Union","OH","45693-9654","Adams","061903","Adams County/Ohio Valley Local","K-6,P","764","C","B","97.071","C","F","A","A","D","94.9","NA","90.0","NA","72.4","16.8","9.2",">95.0","<5.0"
"041277","Wildwood Elementary School","3300 Wildwood Rd","Middletown","OH","45042-2562","Butler","044404","Middletown City","K-5","540","F","C","89.456","A","NA","D","C","F","95.2","NA","79.5","NA",">95.0","12.4","6.1","65.9","34.1"
"018853","Kenton Middle School","300 Oriental St","Kenton","OH","43326-1670","Hardin","044172","Kenton City","6-8","417","D","C","95.000","F","D","C","F","D","94.7","NA","NA","NA","59.7","14.4","7.4","93.0","7.0"
"003293","Bowling Green Middle School","1079 Fairview Ave","Bowling Green","OH","43402-1234","Wood","043638","Bowling Green City School District","6-8","690","B","B","100.996","A","C","C","C","D","95.9","NA","NA","NA","39.1","12.0","10.6","78.0","22.0"
"034157","Sharonville Elementary School","11150 Maple St","Cincinnati","OH","45241-2623","Hamilton","044677","Princeton City","K-5,P","440","F","C","92.108","A","NA","C","C","F","96.0","NA","82.3","NA","71.4","11.8","4.8","37.0","63.0"
"147397","John Hay School of Science & Medicine","2075 Stokes Blvd","Cleveland","OH","44106-3051","Cuyahoga","043786","Cleveland Municipal","9-12","337","A","A","109.565","NA","NA","NA","NA","A","96.4","NA","NA","A",">95.0","5.6","16.0","9.5","90.5"
"001982","Beavertown Elementary School","2700 Wilmington Pike","Kettering","OH","45419-2141","Montgomery","044180","Kettering City","K-5","335","A","B","103.921","A","C","A","A","B","96.1","NA","94.6","NA","56.1","13.1","16.4","87.2","12.8"
"006510","Claymont Junior High School","215 E 6th St","Uhrichsville","OH","44683-1637","Tuscarawas","043778","Claymont City","7-8","302","D","B","96.869","F","F","C","D","D","95.5","NA","NA","NA","59.6","19.5","15.2","95.0","5.0"
"039040","Walnut Creek Elementary School","PO Box 145","Walnut Creek","OH","44687-0145","Holmes","047688","East Holmes Local","K-6","185","B","B","104.430","C","C","B","A","A","96.7","NA","95.7","NA","33.5","16.2","14.6",">95.0","<5.0"
"039685","Washington Park","3875 Washington Park Blvd","Newburgh Heights","OH","44105-3178","Cuyahoga","043786","Cleveland Municipal","9-12","185","F","D","77.660","NA","NA","NA","NA","D","86.7","NA","NA","C",">95.0","29.2","5.4","29.2","70.8"
"021204","Rodger O. Borror Middle School","275 Thorne Ave","Wilmington","OH","45177-1217","Clinton","045112","Wilmington City","6-8","724","C","B","97.153","C","C","C","C","F","94.6","NA","NA","NA","53.5","9.8","17.8","85.4","14.6"
"062018","Southeast Primary Elementary School","8301 Tallmadge Rd","Ravenna","OH","44266-9231","Portage","049221","Southeast Local","K-2","358","NA","NA","NA","NA","NA","NA","NA","NA","94.5","NA","NA","NA","53.4","9.5","15.4",">95.0","<5.0"
"062349","Mayfield Middle School","1123 Som Center Rd","Cleveland","OH","44124-2006","Cuyahoga","044370","Mayfield City","6-8","832","B","B","101.703","A","C","B","C","D","96.1","NA","NA","NA","27.3","14.3","33.7","74.3","25.7"
"001735","Bath Elementary School","1246 N Cleveland Massillon Rd","Akron","OH","44333-2126","Summit","050054","Revere Local","4-5","402","A","B","105.205","A","B","C","D","F","96.7","NA","NA","NA","10.7","9.0","44.0","87.1","12.9"
"007773","Crim Elementary School","1020 Scott Hamilton Ave","Bowling Green","OH","43402-3245","Wood","043638","Bowling Green City","K-5","434","D","B","96.914","A","NA","B","C","F","95.8","NA","84.2","NA","61.8","18.9","2.3","69.4","30.6"
"040386","Fairfield West Elementary School","4700 River Rd","Fairfield","OH","45014-1606","Butler","046102","Fairfield City","K-4,P","659","A","B","105.252","A","A","B","C","C","96.9","NA","84.4","NA","42.8","12.7","5.8","80.7","19.3"
"113878","Parkside Elementary School","6845 Som Center Rd","Solon","OH","44139-4207","Cuyahoga","046607","Solon City","K-4","362","A","A","114.201","B","NA","NA","NA","A","97.0","NA","97.7","NA","10.2","7.7","NA","61.0","39.0"
"123463","Cornerstone Elementary School","101 W Bowman St","Wooster","OH","44691-3401","Wayne","045120","Wooster City","K-4","448","D","C","92.105","D","D","D","C","F","94.7","NA","64.5","NA","68.8","22.5","6.7","83.9","16.1"
"002501","Berne Union High School","506 N Main St","Sugar Grove","OH","43155-9500","Fairfield","046854","Berne Union Local","7-12","408","B","B","99.599","C","NA","C","D","F","96.4","NA","NA","A","40.2","12.3","8.6",">95.0","<5.0"
"016113","Highland Elementary School","40 S Highland Ave","Columbus","OH","43223-1062","Franklin","043802","Columbus City","K-5,P","286","F","D","68.638","A","NA","NA","A","F","90.9","NA","61.3","NA",">95.0","15.0","3.8","32.2","67.8"
"038083","Valley Elementary School","3601 Jonathon Dr","Beavercreek","OH","45434-5957","Greene","047241","Beavercreek City","K-5","436","A","A","108.063","D","C","A","NA","A","96.4","NA","94.9","NA","16.7","13.3","20.6","87.8","12.2"
"006999","Colonial Hills Elementary School","5800 Greenwich St","Worthington","OH","43085-3648","Franklin","045138","Worthington City","K-6","374","D","B","98.100","A","B","C","C","F","96.6","NA","87.5","NA","40.1","12.8","28.9","59.1","40.9"
"036525","Sunview Elementary School","5520 Meadow Wood Blvd","Lyndhurst","OH","44124-3810","Cuyahoga","044792","South Euclid-Lyndhurst City","K-3","366","A","B","106.477","NA","NA","NA","NA","A","96.9","NA","88.6","NA","33.6","12.8","11.7","59.8","40.2"
"013250","Genoa Area Middle School","2950 N Genoa Clay Center Rd","Genoa","OH","43430-9733","Ottawa","048942","Genoa Area Local","6-8","332","D","B","97.350","D","NA","D","C","F","96.1","NA","NA","NA","40.7","11.7","NA","91.6","8.4"
"142638","Heritage Elementary School","100 N East St","Pickerington","OH","43147-1128","Fairfield","046896","Pickerington Local","K-4","371","A","B","102.989","C","C","C","C","F","96.0","NA","87.1","NA","25.3","15.4","25.3","76.5","23.5"
"067942","Pfeiffer Intermediate School","4315 13th St SW","Massillon","OH","44646-3449","Stark","049924","Perry Local","5-6","742","B","B","100.678","A","A","A","B","F","96.1","NA","NA","NA","41.1","10.5","28.4","87.3","12.7"
"021105","Little Hocking Elementary School","95 Federal Rd","Little Hocking","OH","45742-5001","Washington","050500","Warren Local","K-8","385","C","B","97.418","A","B","NA","B","D","95.8","NA","91.7","NA","37.4","8.8","27.3",">95.0","<5.0"
"041012","White Oak Middle School","3130 Jessup Rd","Cincinnati","OH","45239-6257","Hamilton","047365","Northwest Local","6-8","725","D","C","93.072","F","C","D","D","F","94.5","NA","NA","NA","52.3","14.5","13.5","72.0","28.0"
"019836","Larchmont Elementary School","1515 Slater St","Toledo","OH","43612-2016","Lucas","044909","Toledo City","K-8","482","F","C","88.022","C","NA","B","B","F","95.6","NA","87.5","NA","66.2","17.4","4.8","60.2","39.8"
"027979","Northwood Middle School","700 Gulf Rd","Elyria","OH","44035-3649","Lorain","043943","Elyria City Schools","6-8","502","F","C","91.795","F","F","F","C","D","94.2","NA","NA","NA","62.2","15.5","18.5","61.2","38.8"
"006353","Clara E Westropp School","19101 Puritas Ave","Cleveland","OH","44135-1029","Cuyahoga","043786","Cleveland Municipal City","P,K-8","408","F","D","78.584","C","NA","D","C","F","92.9","NA","75.0","NA",">95.0","31.4","NA","27.9","72.1"
"042523","Three Rivers Elementary","56 Cooper Ave","Cleves","OH","45002-1002","Hamilton","047399","Three Rivers Local","K-6,P","1059","B","B","101.380","A","B","B","C","F","95.3","NA","95.1","NA","41.7","17.8","17.5","93.0","7.0"
"136788","Southeast Intermediate Elementary School","8301 Tallmadge Rd","Ravenna","OH","44266-9231","Portage","049221","Southeast Local","3-5","353","D","B","98.894","C","A","C","C","C","95.1","NA","86.1","NA","48.7","17.3","16.4",">95.0","<5.0"
"001180","Seneca East Elementary","13343 E US Highway 224","Attica","OH","44807-9301","Seneca","049684","Seneca East Local","K-5","438","F","B","97.366","F","C","B","C","F","96.6","NA","94.4","NA","34.2","16.4","7.3",">95.0","<5.0"
"040634","Bellefontaine Intermediate School","509 N Park St","Bellefontaine","OH","43311-2243","Logan","043588","Bellefontaine City","3-5","573","B","B","98.872","A","A","A","B","B","96.6","NA","86.3","NA","55.1","13.8","14.0","83.2","16.8"
"006429","Clark School","5550 Clark Ave","Cleveland","OH","44102-4569","Cuyahoga","043786","Cleveland Municipal City","K-8","593","F","C","94.130","A","NA","A","A","D","94.1","NA","74.0","NA",">95.0","17.0","2.9","21.2","78.8"
"039206","Warner Girls Leadership Academy","8315 Jeffries Ave","Cleveland","OH","44105-6558","Cuyahoga","043786","Cleveland Municipal City","P,K-8","370","F","C","85.968","A","NA","NA","A","F","95.0","NA","68.3","NA",">95.0","7.3","10.5","NA","NA"
"095828","Rossford Junior High School","651 Superior St","Rossford","OH","43460-1247","Wood","045609","Rossford Exempted Village","7-8","243","D","B","98.485","A","C","D","C","A","95.7","NA","NA","NA","43.2","11.1","17.3","83.1","16.9"
"118414","Cuyahoga Hts Middle School","4840 E 71st St","Cuyahoga Heights","OH","44125-1043","Cuyahoga","046557","Cuyahoga Heights Local","6-8","192","A","B","106.595","B","C","C","C","A","96.2","NA","NA","NA","27.6","10.4","29.2","92.7","7.3"
"039750","Waterford High School","PO Box 67","Waterford","OH","45786-0067","Washington","050518","Wolf Creek Local","9-12","209","A","B","103.364","NA","NA","NA","NA","A","95.8","NA","NA","A","12.9","10.5","10.5",">95.0","<5.0"
"037804","Granville Middle School","210 New Burg St","Granville","OH","43023-1043","Licking","045393","Granville Exempted Village","7-8","422","A","A","108.484","C","C","A","C","B","96.3","NA","NA","NA","5.0","12.1","54.5","94.3","5.7"
"024398","Madeira Elementary School","7840 Thomas Dr","Cincinnati","OH","45243-1928","Hamilton","044289","Madeira City","K-4","490","A","A","113.750","F","C","C","NA","A","97.0","NA","99.1","NA","9.4","10.8","34.1","86.9","13.1"
"001743","Bath Elementary School","2501 Slabtown Rd","Lima","OH","45801-2200","Allen","045765","Bath Local","K-4","695","C","B","100.875","D","NA","C","F","F","95.6","NA","91.0","NA","53.1","10.1","NA","86.6","13.4"
"145557","Western Hills University High School","2144 Ferguson Rd","Cincinnati","OH","45238-3720","Hamilton","043752","Cincinnati City","7-12","1097","F","D","70.884","F","NA","F","F","F","89.1","NA","NA","F","88.1","32.2","2.6","13.1","86.9"
"021725","Luckey Elementary School","524 Krotzer Ave","Luckey","OH","43443-9752","Wood","050674","Eastwood Local","K-4","246","A","B","104.785","A","NA","NA","C","A","97.2","NA","91.5","NA","31.7","17.9","8.9","94.7","5.3"
"033647","Saville Elementary School","5800 Burkhardt Rd","Dayton","OH","45431-2932","Montgomery","048702","Mad River Local","K-4","401","D","C","95.352","A","NA","B","A","F","94.4","NA","77.3","NA","71.3","9.7","3.7","83.0","17.0"
"035956","Stebbins High School","1900 Harshman Rd","Dayton","OH","45424-5022","Montgomery","048702","Mad River Local","9-12","1126","C","C","92.092","NA","NA","NA","NA","F","93.2","NA","NA","D","55.5","12.8","10.0","79.2","20.8"
"030445","Poland Middle School","47 College St","Poland","OH","44514-2008","Mahoning","048348","Poland Local","7-8","362","A","B","106.238","C","C","F","C","C","95.8","NA","NA","NA","14.6","10.5","8.3","93.9","6.1"
"038539","West Boulevard Elementary School","6125 West Blvd","Youngstown","OH","44512-2746","Mahoning","048306","Boardman Local","K-4","472","A","A","112.386","A","A","D","NA","A","96.7","NA","98.8","NA","42.6","10.8","11.7","79.0","21.0"
"020073","Lee Burneson Middle School","2240 Dover Center Rd","Westlake","OH","44145-3157","Cuyahoga","045062","Westlake City","7-8","595","A","B","107.060","A","A","B","A","C","97.0","NA","NA","NA","18.2","12.4","20.0","84.4","15.6"
"038331","Sailorway Middle School","5355 Sailorway Dr","Vermilion","OH","44089-1500","Erie","046821","Vermilion Local","4-7","601","D","B","98.040","B","F","A","A","F","95.2","NA","NA","NA","40.8","15.5","16.6","94.5","5.5"
"002436","Berkshire High School","PO Box 365","Burton","OH","44021-0365","Geauga","047167","Berkshire Local","7-12","483","A","B","103.030","F","NA","C","C","B","95.6","NA","NA","A","19.9","11.6","NA",">95.0","<5.0"
"041657","Wilson Middle School","805 W Church St","Newark","OH","43055-2717","Licking","044453","Newark City","6-8","425","D","C","94.602","F","NA","D","D","D","95.0","NA","NA","NA","65.4","21.6","6.4","87.3","12.7"
"033480","Salem-Liberty Elementary School","10930 State Route 821","Lower Salem","OH","45745-8830","Washington","050484","Fort Frye Local","K-6","120","D","B","99.038","C","NA","NA","C","B","96.4","NA","78.6","NA","48.3","12.5","9.2",">95.0","<5.0"
"016758","Hoover High School","525 7th St NE","North Canton","OH","44720-2012","Stark","044503","North Canton City","9-12","1554","A","A","108.017","NA","NA","NA","NA","B","95.9","NA","NA","A","16.2","9.3","38.6","93.2","6.8"
"019992","LaBrae Middle School","1001 N Leavitt Rd","Leavittsburg","OH","44430-9644","Trumbull","050245","LaBrae Local","6-8","330","B","B","101.522","A","A","C","C","B","93.9","NA","NA","NA","62.4","14.8","15.8","92.4","7.6"
"017152","Elm Street Elementary School","585 Elm St","Painesville","OH","44077-4324","Lake","044628","Painesville City Local","K-5","481","F","D","77.661","F","NA","A","C","F","97.3","NA","61.1","NA",">95.0","8.5","2.1","19.5","80.5"
"000342","Youngstown Virtual Academy","20 W Wood St","Youngstown","OH","44503-1028","Mahoning","045161","Youngstown City Schools","9-12","42","NA","NA","NA","NA","NA","NA","NA","NA","98.8","NA","NA","F","92.9","NA","NA","NA","NA"
"000345","Elmwood Elementary School","7650 Jerry City Rd","Bloomdale","OH","44817-9763","Wood","050682","Elmwood Local","K-4,P","440","C","B","99.943","F","F","F","F","A","96.4","NA","91.3","NA","43.0","14.5","NA","92.0","8.0"
"027771","Northridge High School","6066 Johnstown Utica Rd","Johnstown","OH","43031-9408","Licking","048033","Northridge Local","9-12","462","A","B","104.495","NA","NA","NA","NA","A","94.4","NA","NA","B","16.9","8.7","17.1",">95.0","<5.0"
"000349","Upper Scioto Valley Middle School","PO Box 305","Mc Guffey","OH","45859-0305","Hardin","047522","Upper Scioto Valley Local","7-8","101","D","C","95.826","C","C","A","A","B","94.7","NA","NA","NA","31.7","15.8","13.9","93.1","6.9"
"000348","Palm Elementary School","2319 E 34th St","Lorain","OH","44055-2027","Lorain","044263","Lorain City","K-6","332","F","D","81.425","D","NA","D","B","F","95.8","NA","66.7","NA",">95.0","17.8","3.6","25.6","74.4"
"017400","Indian Valley Middle School","3950 S Tecumseh Rd","Springfield","OH","45502-9700","Clark","046235","Greenon Local","5-8","553","B","B","99.179","A","A","B","A","D","95.4","NA","NA","NA","37.3","12.1","13.9","91.3","8.7"
"010686","Ervin Carlisle Elementary School","746 St Rt 37 W","Delaware","OH","43015","Delaware","043877","Delaware City","K-4","490","C","B","100.218","F","D","C","C","C","96.0","NA","85.4","NA","29.0","13.7","11.6","87.3","12.7"
"099648","Mcvay Elementary School","270 S Hempstead Rd","Westerville","OH","43081-2714","Franklin","045047","Westerville City","K-5","463","D","B","101.744","A","C","A","B","F","96.5","NA","84.0","NA","35.4","15.1","20.1","60.5","39.5"
"070060","Magsig Middle School","192 W Franklin St","Centerville","OH","45459-4750","Montgomery","043737","Centerville City","6-8","584","A","B","107.190","A","A","C","C","C","95.7","NA","NA","NA","15.8","10.8","37.0","75.2","24.8"
"062307","Meigs Middle School","42353 Charles Chancey Dr","Pomeroy","OH","45769","Meigs","048520","Meigs Local","6-8","382","F","C","90.170","D","D","C","C","F","93.9","NA","NA","NA",">95.0","14.9","12.3",">95.0","<5.0"
"017970","Norwood Elementary School","899 Norwood Dr","West Jefferson","OH","43162-1041","Madison","048256","Jefferson Local","K-5,P","585","D","B","96.359","F","A","C","F","D","95.9","NA","91.7","NA","43.9","14.9","3.6",">95.0","<5.0"
"001297","Aurora High School","109 W Pioneer Trl","Aurora","OH","44202-9103","Portage","049171","Aurora City","9-12","993","A","A","112.048","NA","NA","NA","NA","A","96.8","NA","NA","A","9.0","6.0","32.4","89.7","10.3"
"043380","Brookville Intermediate School","2 Blue Pride Drive","Brookville","OH","45309","Montgomery","048678","Brookville Local","4-8","564","A","B","103.166","A","D","D","D","C","96.6","NA","NA","NA","33.9","10.6","19.5",">95.0","<5.0"
"028738","Orchard Hill Intermediate School","1305 Jonathan Ave SW","North Canton","OH","44720-4115","Stark","044503","North Canton City","3-5","382","A","B","106.766","A","A","A","B","D","96.5","NA","91.5","NA","32.5","11.3","15.4","91.1","8.9"
"017087","Hudson Middle School","77 N Oviatt St","Hudson","OH","44236-3043","Summit","050021","Hudson City","6-8","1078","A","A","109.822","A","A","A","D","B","96.3","NA","NA","NA","4.8","17.6","51.9","90.4","9.6"
"034215","Shawnee Middle School","3235 Zurmehly Rd","Lima","OH","45806-1434","Allen","045799","Shawnee Local","5-8","816","A","B","101.220","F","F","C","C","F","95.7","NA","NA","NA","34.2","6.5","17.6","82.5","17.5"
"010751","Eastern Heights Middle School","528 Garford Ave","Elyria","OH","44035-6410","Lorain","043943","Elyria City Schools","6-8","511","F","C","91.678","F","F","F","F","F","93.2","NA","NA","NA","67.5","18.8","17.2","56.8","43.2"
"021295","Southeastern Elementary School","2003 Lancaster Rd","Chillicothe","OH","45601-8213","Ross","049528","Southeastern Local","K-4","458","C","B","98.503","A","NA","B","A","F","95.0","NA","74.0","NA","57.9","10.7","2.4",">95.0","<5.0"
"140046","H G Blake Elementary School","4704 Lexington Ridge Dr","Medina","OH","44256-7494","Medina","044388","Medina City","K-5","455","A","B","105.049","A","C","B","C","A","96.8","NA","92.1","NA","14.1","9.5","19.1","93.4","6.6"
"145953","Olentangy Liberty High School","3584 Home Rd","Powell","OH","43065-9757","Delaware","046763","Olentangy Local","9-12","1767","A","A","111.664","NA","NA","NA","NA","B","94.9","NA","NA","A","4.2","10.4","54.4","88.6","11.4"
"000902","Cardington Intermediate School","349 Chesterville Avenue","Cardington","OH","43315-9397","Morrow","048793","Cardington-Lincoln Local","5-6","170","D","C","95.355","F","F","C","C","F","96.1","NA","NA","NA","56.5","16.5","24.7",">95.0","<5.0"
"000901","Arcanum Elementary School","2011 Trojan Ave","Arcanum","OH","45304-1381","Darke","046631","Arcanum-Butler Local","K-4","420","A","B","105.844","B","B","B","C","A","96.6","NA","91.4","NA","32.1","12.9","10.5",">95.0","<5.0"
"030312","Pleasant Ridge Montessori School","5945 Montgomery Rd","Cincinnati","OH","45213-1609","Hamilton","043752","Cincinnati City","K-6,P","544","F","D","80.989","D","C","D","C","F","96.6","NA","78.5","NA","62.3","21.0","7.9","31.8","68.2"
"066787","Winton Woods Elementary School","1501 Kingsbury Dr","Cincinnati","OH","45240-2121","Hamilton","044081","Winton Woods City","3-4","519","F","C","86.109","C","C","D","D","F","95.3","NA","65.1","NA","80.3","17.1","7.5","13.7","86.3"
"027805","Claymont Intermediate Elementary School","220 N 3rd St","Dennison","OH","44621-1238","Tuscarawas","043778","Claymont City","5-6","321","F","C","93.622","C","B","F","D","F","96.1","NA","NA","NA","59.2","20.2","12.1","94.1","5.9"
"064196","Westfall Middle School","19545 Pherson Pike","Williamsport","OH","43164-9745","Pickaway","049106","Westfall Local","6-8","369","D","C","94.437","C","D","F","C","F","96.0","NA","NA","NA","52.0","15.2","12.7",">95.0","<5.0"
"125955","Kinsner Elementary School","19091 Waterford Pkwy","Strongsville","OH","44149-0936","Cuyahoga","044842","Strongsville City","K-6","416","C","B","99.510","F","D","F","C","D","96.3","NA","96.8","NA","17.3","9.6","12.5","84.9","15.1"
"014076","Otsego Elementary School","PO Box 290","Tontogany","OH","43565-0290","Wood","050724","Otsego Local","K-5,P","644","C","B","99.972","F","F","C","B","B","96.5","NA","90.6","NA","34.2","16.5","7.0","89.1","10.9"
"022772","Mariemont High School","1 Warrior Way","Cincinnati","OH","45227-3823","Hamilton","044313","Mariemont City","9-12","452","A","A","111.571","NA","NA","NA","NA","A","95.3","NA","NA","A","9.5","11.1","46.5","93.1","6.9"
"026823","New London High School","1 Wildcat Dr","New London","OH","44851-9262","Huron","047720","New London Local","9-12","82","A","B","106.321","NA","NA","NA","NA","A","81.3","NA","NA","B","NA","15.9","NA",">95.0","<5.0"
