"District IRN","District Name","Street Address","City","State","Postal Code","Avg Grade","Letter grade performance index","Charter Transfer","% Spent in Classroom","Avg Teacher Experience","Community School Transfer"
"047076","Pettisville Local","Box 53001","Pettisville","OH","43553-0001","C+","B","44455.28","91.8","24","-15303.00"
"050070","Twinsburg City","11136 Ravenna Rd","Twinsburg","OH","44087-1022","B+","B","338929.28","92.5","4","-283949.89"
"047167","Berkshire Local","PO Box 364","Burton","OH","44021-0364","B","B","284577.26","91.4","15","-332671.48"
"045823","Hillsdale Local","485 Township Road 1902","Jeromesville","OH","44840-9754","B","B","224384.91","93.1","15","-174087.65"
"045765","Bath Local","2650 Bible Rd","Lima","OH","45801-2246","B","B","301288.65","93.7","15","-314695.66"
"044263","Lorain City","2350 Pole Ave","Lorain","OH","44052-4301","C+","D","13349744.96","93.4","16","-16613871.96"
"045047","Westerville City","936 Eastwind Dr Ste 200","Westerville","OH","43081-3319","B+","B","5160130.36","93.3","11","-5496428.29"
"050229","Mcdonald Local","600 Iowa Ave","Mc Donald","OH","44437-1677","B","B","54849.00","93.9","17","-40343.92"
"048736","Northridge Local","2011 Timber Ln","Dayton","OH","45414-4528","C-","C","1114193.70","91.9","16","-1206441.99"
"044081","Winton Woods City","1215 W Kemper Rd","Cincinnati","OH","45240-1617","C-","C","2309799.90","92.7","10","-2641281.80"
"046060","Western Brown Local","524 W Main St","Mount Orab","OH","45154-8262","B","B","466658.06","94.7","16","-518333.90"
"043547","Bay Village City","377 Dover Center Rd","Bay Village","OH","44140-2304","B+","A","142339.27","92.3","10","-149433.01"
"046383","Blanchester Local","951 Cherry St.","Blanchester","OH","45107-7846","C-","B","358909.25","92.0","11","-337441.03"
"050450","Mason City","211 N East St","Mason","OH","45040-1760","A","A","595599.65","94.7","13","-650768.52"
"044362","Maumee City","716 Askin St","Maumee","OH","43537-3602","B-","B","716281.03","92.6","18","-1006987.78"
"043786","Cleveland Municipal City","1111 Superior Ave E","Cleveland","OH","44114-2522","D","D","127132024.94","93.8","16","-141133983.91"
"043836","Cuyahoga Falls City","PO Box 396","Cuyahoga Falls","OH","44222-0396","C","B","1599188.35","94.3","12","-1762237.01"
"046144","Ross Local","3371 Hamilton Cleves Rd","Hamilton","OH","45013-9535","B","B","312040.30","94.2","12","-314944.59"
"043935","Eaton Community City","307 N Cherry St","Eaton","OH","45320-1855","B","B","407869.86","93.0","15","-438471.65"
"047472","Vanlue Local","PO Box 250","Vanlue","OH","45890-0250","C","B","1026.70","91.6","8","-6779.10"
"048025","North Fork Local","PO Box 497","Utica","OH","43080-0497","C+","B","552661.24","93.7","14","-464832.90"
"044560","Norwalk City","134 Benedict Ave","Norwalk","OH","44857-2349","B","B","640495.58","94.3","14","-838172.47"
"044966","Van Wert City","205 W Crawford St","Van Wert","OH","45891-1903","C+","B","527422.06","93.7","16","-535078.12"
"044404","Middletown City","1 Donham Plz 4th Fl","Middletown","OH","45042-1932","C","C","5518059.56","94.0","14","-6854950.71"
"050096","Bloomfield-Mespo Local","2077 Park Rd W","North Bloomfield","OH","44450-0730","B+","B","63192.73","91.0","17","-78921.57"
"044883","Tallmadge City","486 East Ave","Tallmadge","OH","44278-2000","B+","B","548705.17","93.0","7","-608230.55"
"047597","Patrick Henry Local","6900 State Route 18","Hamler","OH","43524-9781","B","B","102804.22","91.9","10","-88130.22"
"045997","St Clairsville-Richland City","108 Woodrow Ave","Saint Clairsville","OH","43950-1567","B+","B","154319.38","94.1","15","-143606.88"
"047696","West Holmes Local","28 W Jackson St","Millersburg","OH","44654-1302","C","B","344324.97","94.0","11","-350538.16"
"050252","Weathersfield Local","1334 Seaborn St","Mineral Ridge","OH","44440-9571","A-","B","135501.23","93.0","10","-189166.61"
"045542","Newcomerstown Exempted Village","702 S River St","Newcomerstown","OH","43832-1450","B-","B","138224.22","93.8","11","-141569.75"
"045468","Loudonville-Perrysville Exempted Village","210 E Main St","Loudonville","OH","44842-1245","D+","B","290332.29","93.4","17","-279694.48"
"046706","Ayersville Local","28046 Watson Rd","Defiance","OH","43512-8851","B-","B","24070.50","93.8","20","-13558.20"
"048579","Parkway Local","400 Buckeye St","Rockford","OH","45882-9267","C+","B","78364.52","94.1","19","-89099.05"
"047506","Ridgemont Local","PO Box 86","Ridgeway","OH","43345-0086","C-","B","76986.01","89.4","6","-87159.93"
"047266","Greeneview Local","4 S Charleston Rd","Jamestown","OH","45335-1557","B","B","184472.17","92.5","15","-239296.13"
"044313","Mariemont City","2 Warrior Way","Cincinnati","OH","45227-3600","B","A","86025.64","93.0","20","-49887.90"
"043497","Alliance City","200 Glamorgan St","Alliance","OH","44601-2946","D","C","752346.30","94.0","9","-863279.45"
"047464","Van Buren Local","217 S Main St","Van Buren","OH","45889-9720","C+","B","138845.58","93.2","14","-107195.96"
"043943","Elyria City","42101 Griswold Rd","Elyria","OH","44035-2117","D+","C","6541633.58","93.4","15","-6712282.44"
"046680","Tri-Village Local","315 S Main St","New Madison","OH","45346-9797","B-","B","113623.74","93.5","14","-86263.77"
"049221","Southeast Local","8245 Tallmadge Rd","Ravenna","OH","44266-8547","B+","B","346344.48","93.8","14","-284819.14"
"049189","Crestwood Local","4565 W Prospect St","Mantua","OH","44255-9103","B-","B","370695.82","92.2","15","-393489.43"
"049635","Northwest Local","800 Mohawk Dr","Mc Dermott","OH","45652-9000","C","C","245879.38","95.2","15","-195677.08"
"046961","Gahanna-Jefferson City","160 S Hamilton Rd","Gahanna","OH","43230-2919","A-","B","2120617.42","94.0","15","-1439701.28"
"044701","Rocky River City","1101 Morewood Pkwy","Rocky River","OH","44116-1439","A-","A","179643.46","92.8","17","-217851.24"
"050005","Manchester Local","6075 Manchester Rd","Akron","OH","44319-4654","B","B","225059.97","94.0","11","-304318.28"
"045799","Shawnee Local","3255 Zurmehly Rd","Lima","OH","45806-1434","C+","B","479180.62","94.5","13","-517821.78"
"043695","Cambridge City","6111 Fairdale Dr","Cambridge","OH","43725-8865","C","C","652106.58","94.1","16","-638502.88"
"044818","Springfield City","1500 W Jefferson St","Springfield","OH","45506-1224","C+","D","5846919.86","92.3","14","-6338846.51"
"045260","Carey Exempted Village","357 E South St","Carey","OH","43316-1273","C","B","100962.69","92.1","14","-108554.97"
"046565","Independence Local","7733 Stone Rd","Independence","OH","44131-4813","A-","A","29910.30","92.6","13","-34340.25"
"048322","Jackson-Milton Local","13910 Mahoning Ave","North Jackson","OH","44451-9616","C","B","143334.59","93.3","14","-155792.57"
"046367","Williamsburg Local","549A W Main St","Williamsburg","OH","45176-1110","C","B","230649.56","93.1","17","-305606.78"
"045492","Mentor Exempted Village","6451 Center St","Mentor","OH","44060-4109","C+","B","907012.01","93.6","16","-1096539.04"
"047217","Newbury Local","14775 Auburn Rd","Newbury","OH","44065-9702","C","B","141875.19","92.3","14","-149257.24"
"049528","Southeastern Local","2003 Lancaster Rd","Chillicothe","OH","45601-9092","C+","B","205260.14","94.1","11","-294525.51"
"046201","Triad Local","7920 Brush Lake Rd","North Lewisburg","OH","43060-9617","C+","B","185075.92","93.3","15","-177198.53"
"049130","Scioto Valley Local","PO Box 600","Piketon","OH","45661-0600","B-","C","252794.45","94.7","13","-276938.70"
"045146","Wyoming City","420 Springfield Pike","Wyoming","OH","45215-4298","A","A","101742.64","92.8","16","-56111.26"
"049353","Leipsic Local","232 Oak St","Leipsic","OH","45856-1312","B-","B","34758.63","93.5","25","-44381.82"
"048926","Benton Carroll Salem Local","11685 W State Route 163","Oak Harbor","OH","43449-1278","B","B","136137.57","94.3","16","-152505.49"
"049452","Madison Local","1379 Grace St","Mansfield","OH","44905-2742","B","B","1343415.85","94.1","12","-1405597.34"
"049981","Copley-Fairlawn City","3797 Ridgewood Rd","Copley","OH","44321-1665","A","B","327305.03","93.7","13","-372546.05"
"048512","Eastern Local","50008 State Route 681","Reedsville","OH","45772-9022","C+","C","100305.58","93.4","15","-120674.07"
"050674","Eastwood Local","4800 Sugar Ridge Rd","Pemberville","OH","43450-9626","B","B","149259.50","94.3","14","-155169.02"
"044222","Lima City","755 Saint Johns Ave","Lima","OH","45804-1552","D-","D","3388274.11","94.2","14","-3088151.02"
"043604","Belpre City","2014 Rockland Ave","Belpre","OH","45714-1118","D","C","242730.79","92.6","4","-276398.11"
"044149","Ironton City","105 S 5th St","Ironton","OH","45638-1426","B","B","199754.94","92.8","18","-308540.05"
"045088","Wickliffe City","2221 Rockefeller Rd","Wickliffe","OH","44092-2020","B","B","207360.63","92.8","17","-313045.68"
"050179","Joseph Badger Local","7119 State Route 7","Kinsman","OH","44428-9788","C","B","250891.60","92.0","24","-128146.16"
"044636","Parma City","5311 Longwood Avenue","Parma","OH","44134-0932","C-","C","8150551.49","93.5","12","-9196091.05"
"047043","Archbold-Area Local","600 Lafayette St","Archbold","OH","43502-1656","B+","B","68925.05","94.6","21","-95905.35"
"046847","Amanda-Clearcreek Local","328 E Main St","Amanda","OH","43102-9330","C+","B","249449.53","93.8","12","-296524.61"
"048355","Sebring Local","510 N 14th St","Sebring","OH","44672-1400","C","B","162048.12","90.9","14","-134117.33"
"045310","Coldwater Exempted Village","310 N 2nd St","Coldwater","OH","45828-1242","B","B","22872.68","93.9","14","-12732.61"
"045641","Wauseon Exempted Village","126 S Fulton St","Wauseon","OH","43567-1350","C","B","351542.48","94.1","19","-226431.52"
"045864","Grand Valley Local","111 Grand Valley Ave West","Orwell","OH","44076-9420","D+","B","366853.31","92.3","15","-448856.37"
"048173","Midview Local","13050 Durkee Rd","Grafton","OH","44044-1122","B+","B","836715.59","93.6","16","-829008.27"
"048074","Benjamin Logan Local","4740 County Road 26","Bellefontaine","OH","43311-9532","C+","B","195836.91","93.6","19","-132720.60"
"046102","Fairfield City","4641 Bach Ln","Fairfield","OH","45014-1900","B-","B","1465167.21","94.1","14","-1643744.49"
"048991","Antwerp Local","303 S. Harrmann Rd","Antwerp","OH","45813","C+","B","173708.45","93.0","13","-141168.25"
"048587","St Henry Consolidated Local","391 E Columbus St","Saint Henry","OH","45883-9574","C+","B","30126.70","94.0","16","-16143.74"
"049916","Osnaburg Local","310 Browning Ct N","East Canton","OH","44730-1248","C","B","131913.82","93.1","18","-116657.36"
"048850","Maysville Local","3715 Panther Dr","Zanesville","OH","43701-7086","C","C","460412.83","94.7","13","-627768.48"
"049858","Jackson Local","7602 Fulton Dr NW","Massillon","OH","44646-9393","A","A","587944.66","94.5","12","-579070.00"
"044032","Gallipolis City","61 State St","Gallipolis","OH","45631-1131","C-","B","281425.45","93.7","17","-281694.90"
"043745","Chillicothe City","425 Yoctangee Pkwy","Chillicothe","OH","45601-1663","D+","C","523454.74","93.8","14","-597484.28"
"044529","North Olmsted City","27425 Butternut Ridge Rd","North Olmsted","OH","44070-3154","B+","B","560606.92","92.9","15","-633264.50"
"045120","Wooster City","144 N Market St","Wooster","OH","44691-4810","C","B","718004.37","93.6","13","-753201.73"
"044685","Ravenna City","507 E Main St","Ravenna","OH","44266-3257","B-","C","619137.89","93.5","8","-713198.82"
"045039","Wellsville Local","929 Center St","Wellsville","OH","43968-1423","C","B","246150.80","92.4","12","-255436.59"
"044131","Huron City","712 Cleveland Rd E","Huron","OH","44839-1871","A","B","155083.26","92.1","16","-177578.41"
"050211","Maplewood Local","2414 Greenville Rd","Cortland","OH","44410-9648","A","A","167816.91","92.8","16","-162971.03"
"050351","Crestview Local","531 E Tully St","Convoy","OH","45832-8864","B","B","81416.54","91.9","12","-75611.89"
"043992","Fostoria City","1001 Park Ave","Fostoria","OH","44830-1455","D+","C","720081.49","93.0","14","-799879.69"
"047951","South Point Local","302 High St","South Point","OH","45680","D+","C","315786.57","94.3","12","-467862.15"
"047084","Pike-Delta-York Local","504 Fernwood St","Delta","OH","43515-1204","B","B","167460.66","93.1","22","-163716.27"
"050567","Norwayne Local","350 S Main St","Creston","OH","44217-9665","B+","B","170121.42","94.1","12","-178827.46"
"045427","Hubbard Exempted Village","108 Orchard Ave","Hubbard","OH","44425-1724","C","B","333894.71","94.3","17","-282491.25"
"047423","Arlington Local","PO Box 260","Arlington","OH","45814-0260","C+","B","40668.88","93.5","20","-33375.93"
"043901","East Cleveland City","1843 Stanwood Rd","East Cleveland","OH","44112-2901","D","D","4063936.09","89.7","17","-4172936.90"
"046425","Beaver Local","13093 State Route 7","Lisbon","OH","44432-9559","B","B","501565.97","94.1","14","-471199.00"
"046037","Eastern Local","11479 US Highway 62","Winchester","OH","45697-9690","C+","B","236673.87","93.4","19","-207393.37"
"043513","Ashtabula Area City","2630 W 13th St","Ashtabula","OH","44004-2405","D","C","901968.48","93.8","15","-950201.60"
"048777","Morgan Local","PO Box 509","Mc Connelsville","OH","43756-0509","B","B","419762.44","93.3","15","-412702.75"
"043869","Defiance City","629 Arabella St","Defiance","OH","43512-2856","D-","C","270055.79","94.2","16","-283826.67"
"044453","Newark City","621 Mount Vernon Rd","Newark","OH","43055-4615","C+","B","4595745.07","94.7","13","-4619646.54"
"044354","Massillon City","930 17th St NE","Massillon","OH","44646-4853","C","C","1457929.26","93.8","16","-1403405.41"
"049577","Woodmore Local","PO Box 701","Elmore","OH","43416-0701","C","B","137846.46","91.8","11","-176143.28"
"044859","Struthers City","99 Euclid Ave","Struthers","OH","44471-1831","B-","B","496455.35","93.7","15","-580149.43"
"050328","Fairbanks Local","11158 State Route 38","Milford Center","OH","43045-9764","B-","B","209655.05","93.1","15","-225353.22"
"044917","Toronto City","1307 Dennis Way","Toronto","OH","43964-1952","C-","C","121600.34","91.0","20","-122803.53"
"045518","Milton-Union Exempted Village","7610 Milton Potsdam Rd","West Milton","OH","45383-9602","C","B","213843.03","91.5","19","-252223.61"
"049171","Aurora City","102 E Garfield Rd","Aurora","OH","44202-8854","A","A","83134.49","93.7","16","-170761.49"
"047399","Three Rivers Local","401 N Miami Ave","Cleves","OH","45002-1024","B","B","266367.13","93.7","13","-253226.40"
"046631","Arcanum-Butler Local","2011 Trojan Ave","Arcanum","OH","45304-1381","B+","B","135551.03","94.2","16","-123391.71"
"045104","Willoughby-Eastlake City","37047 Ridge Rd","Willoughby","OH","44094-4130","B+","B","1109406.15","89.3","8","-1368487.38"
"047258","Cedar Cliff Local","PO Box 45","Cedarville","OH","45314-0045","B-","B","130245.02","91.4","17","-109955.52"
"045450","Lisbon Exempted Village","317 N Market St","Lisbon","OH","44432-1145","B","B","105177.85","93.4","18","-180552.43"
"050286","Indian Valley Local","PO Box 171","Gnadenhutten","OH","44629-0171","C+","B","266749.75","94.1","15","-273620.18"
"047845","East Knox Local","23201 Coshocton Rd","Howard","OH","43028-9362","C+","B","401719.06","92.4","14","-377845.40"
"047886","Madison Local","1956 Red Bird Rd","Madison","OH","44057-2122","B","B","427476.24","93.0","14","-706988.69"
"047498","Hardin Northern Local","11589 State Route 81","Dola","OH","45835-9706","D","C","93866.41","92.2","14","-82684.33"
"046326","Clermont Northeastern Local","2792 Us Highway 50","Batavia","OH","45103-8532","D+","B","385415.46","93.8","14","-294306.99"
"048389","West Branch Local","14277 S Main St","Beloit","OH","44609-9504","B+","B","295684.92","94.2","17","-357581.04"
"046953","Hamilton Local","775 Rathmell Rd","Columbus","OH","43207-4737","B+","B","1544203.77","92.6","8","-1525166.36"
"047373","Oak Hills Local","6325 Rapid Run Rd","Cincinnati","OH","45233-4555","A-","B","827589.15","93.4","9","-942417.20"
"045286","Chagrin Falls Exempted Village","400 E Washington St","Chagrin Falls","OH","44022-2924","B+","A","80488.14","92.9","21","-117006.27"
"049312","Columbus Grove Local","201 W Cross St","Columbus Grove","OH","45830-1237","B-","B","53380.36","92.7","12","-90625.27"
"046813","Perkins Local","3714 Campbell St Ste B","Sandusky","OH","44870-7232","D+","B","368017.57","93.8","8","-360830.95"
"049700","Hopewell-Loudon Local","PO Box 400","Bascom","OH","44809-0400","C","B","197328.00","93.1","20","-189457.93"
"048462","Black River Local","257A County Road 40","Sullivan","OH","44880-9731","B","B","363347.58","94.2","14","-383696.74"
"044677","Princeton City","3900 Cottingham Dr","Cincinnati","OH","45241-1616","D+","C","714889.46","93.0","12","-891487.44"
"050138","Champion Local","5759 Mahoning Ave NW","Warren","OH","44483-1139","A-","B","131611.86","94.2","8","-220030.87"
"045351","Crooksville Exempted Village","4065 School Drive","Crooksville","OH","43731-1013","D","C","253948.16","93.6","12","-241030.35"
"050039","Mogadore Local","1 S Cleveland Ave","Mogadore","OH","44260-1514","C+","B","86592.98","93.3","9","-101960.28"
"049387","Ottoville Local","PO Box 248","Ottoville","OH","45876-0248","B+","B","NA","93.1","21","-7570.60"
"048314","Canfield Local","100 Wadsworth St","Canfield","OH","44406-1451","A-","A","167874.36","94.4","17","-152477.45"
"045609","Rossford Exempted Village","601 Superior St","Rossford","OH","43460-1247","B-","B","264684.88","93.2","10","-396221.64"
"048256","Jefferson Local","906 W Main St","West Jefferson","OH","43162-1144","C","B","175336.10","93.3","13","-185426.71"
"044776","Shelby City","25 High School Ave","Shelby","OH","44875-1576","B-","B","297536.49","94.3","15","-340507.75"
"043646","Brecksville-Broadview Heights City","6638 Mill Rd","Brecksville","OH","44141-1512","A-","A","335781.06","94.9","11","-288488.70"
"046888","Liberty Union-Thurston Local","1108 S Main St","Baltimore","OH","43105-9700","B","B","156704.39","92.8","11","-178147.12"
"046920","Miami Trace Local","3818 State Route 41 NW","Washington Court House","OH","43160-9184","B","B","351127.34","93.0","12","-438127.65"
"046250","Northeastern Local","1414 Bowman Rd","Springfield","OH","45502-8826","B","B","487110.45","94.0","12","-470698.58"
"045195","Amherst Exempted Village","185 Forest St","Amherst","OH","44001-1605","A-","B","650563.21","94.4","16","-637062.71"
"045211","Bluffton Exempted Village","102 S Jackson St","Bluffton","OH","45817-1218","A-","A","86416.87","94.0","18","-62203.40"
"046557","Cuyahoga Heights Local","4820 E 71st St","Cuyahoga Heights","OH","44125-1043","B+","B","55749.02","91.9","25","-58107.21"
"049775","Fairlawn Local","18800 Johnston Rd","Sidney","OH","45365-9755","D+","B","35672.34","91.1","10","-27576.00"
